event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.6388413,14.1388413,positive_first,positive,outbound,1,11
2,1,Aileron_L,0.2,14.1388413,16.6388413,positive_first,positive,outbound,2,11
3,1,Aileron_L,0.4,16.6388413,19.1388413,positive_first,positive,outbound,3,11
4,1,Aileron_L,0.6,19.1388413,21.6388413,positive_first,positive,outbound,4,11
5,1,Aileron_L,0.8,21.6388413,24.1388413,positive_first,positive,outbound,5,11
6,1,Aileron_L,1,24.1388413,26.6388413,positive_first,positive,outbound,6,11
7,1,Aileron_L,0.8,26.6388413,29.1388413,positive_first,positive,return,7,11
8,1,Aileron_L,0.6,29.1388413,31.6388413,positive_first,positive,return,8,11
9,1,Aileron_L,0.4,31.6388413,34.1388413,positive_first,positive,return,9,11
10,1,Aileron_L,0.2,34.1388413,36.6388413,positive_first,positive,return,10,11
11,1,Aileron_L,0,36.6388413,39.1388413,positive_first,positive,return,11,11
12,1,Aileron_L,-0,39.1388413,41.6388413,positive_first,negative,outbound,1,11
13,1,Aileron_L,-0.2,41.6388413,44.1388413,positive_first,negative,outbound,2,11
14,1,Aileron_L,-0.4,44.1388413,46.6388413,positive_first,negative,outbound,3,11
15,1,Aileron_L,-0.6,46.6388413,49.1388413,positive_first,negative,outbound,4,11
16,1,Aileron_L,-0.8,49.1388413,51.6388413,positive_first,negative,outbound,5,11
17,1,Aileron_L,-1,51.6388413,54.1388413,positive_first,negative,outbound,6,11
18,1,Aileron_L,-0.8,54.1388413,56.6388413,positive_first,negative,return,7,11
19,1,Aileron_L,-0.6,56.6388413,59.1388413,positive_first,negative,return,8,11
20,1,Aileron_L,-0.4,59.1388413,61.6388413,positive_first,negative,return,9,11
21,1,Aileron_L,-0.2,61.6388413,64.1388413,positive_first,negative,return,10,11
22,1,Aileron_L,-0,64.1388413,66.6388413,positive_first,negative,return,11,11
23,1,Aileron_L,-0,66.6388413,69.1388413,negative_first,negative,outbound,1,11
24,1,Aileron_L,-0.2,69.1388413,71.6388413,negative_first,negative,outbound,2,11
25,1,Aileron_L,-0.4,71.6388413,74.1388413,negative_first,negative,outbound,3,11
26,1,Aileron_L,-0.6,74.1388413,76.6388413,negative_first,negative,outbound,4,11
27,1,Aileron_L,-0.8,76.6388413,79.1388413,negative_first,negative,outbound,5,11
28,1,Aileron_L,-1,79.1388413,81.6388413,negative_first,negative,outbound,6,11
29,1,Aileron_L,-0.8,81.6388413,84.1388413,negative_first,negative,return,7,11
30,1,Aileron_L,-0.6,84.1388413,86.6388413,negative_first,negative,return,8,11
31,1,Aileron_L,-0.4,86.6388413,89.1388413,negative_first,negative,return,9,11
32,1,Aileron_L,-0.2,89.1388413,91.6388413,negative_first,negative,return,10,11
33,1,Aileron_L,-0,91.6388413,94.1388413,negative_first,negative,return,11,11
34,1,Aileron_L,0,94.1388413,96.6388413,negative_first,positive,outbound,1,11
35,1,Aileron_L,0.2,96.6388413,99.1388413,negative_first,positive,outbound,2,11
36,1,Aileron_L,0.4,99.1388413,101.6388413,negative_first,positive,outbound,3,11
37,1,Aileron_L,0.6,101.6388413,104.1388413,negative_first,positive,outbound,4,11
38,1,Aileron_L,0.8,104.1388413,106.6388413,negative_first,positive,outbound,5,11
39,1,Aileron_L,1,106.6388413,109.1388413,negative_first,positive,outbound,6,11
40,1,Aileron_L,0.8,109.1388413,111.6388413,negative_first,positive,return,7,11
41,1,Aileron_L,0.6,111.6388413,114.1388413,negative_first,positive,return,8,11
42,1,Aileron_L,0.4,114.1388413,116.6388413,negative_first,positive,return,9,11
43,1,Aileron_L,0.2,116.6388413,119.1388413,negative_first,positive,return,10,11
44,1,Aileron_L,0,119.1388413,121.6388413,negative_first,positive,return,11,11
45,2,Aileron_R,0,121.6388413,124.1388413,positive_first,positive,outbound,1,11
46,2,Aileron_R,0.2,124.1388413,126.6388413,positive_first,positive,outbound,2,11
47,2,Aileron_R,0.4,126.6388413,129.1388413,positive_first,positive,outbound,3,11
48,2,Aileron_R,0.6,129.1388413,131.6388413,positive_first,positive,outbound,4,11
49,2,Aileron_R,0.8,131.6388413,134.1388413,positive_first,positive,outbound,5,11
50,2,Aileron_R,1,134.1388413,136.6388413,positive_first,positive,outbound,6,11
51,2,Aileron_R,0.8,136.6388413,139.1388413,positive_first,positive,return,7,11
52,2,Aileron_R,0.6,139.1388413,141.6388413,positive_first,positive,return,8,11
53,2,Aileron_R,0.4,141.6388413,144.1388413,positive_first,positive,return,9,11
54,2,Aileron_R,0.2,144.1388413,146.6388413,positive_first,positive,return,10,11
55,2,Aileron_R,0,146.6388413,149.1388413,positive_first,positive,return,11,11
56,2,Aileron_R,-0,149.1388413,151.6388413,positive_first,negative,outbound,1,11
57,2,Aileron_R,-0.2,151.6388413,154.1388413,positive_first,negative,outbound,2,11
58,2,Aileron_R,-0.4,154.1388413,156.6388413,positive_first,negative,outbound,3,11
59,2,Aileron_R,-0.6,156.6388413,159.1388413,positive_first,negative,outbound,4,11
60,2,Aileron_R,-0.8,159.1388413,161.6388413,positive_first,negative,outbound,5,11
61,2,Aileron_R,-1,161.6388413,164.1388413,positive_first,negative,outbound,6,11
62,2,Aileron_R,-0.8,164.1388413,166.6388413,positive_first,negative,return,7,11
63,2,Aileron_R,-0.6,166.6388413,169.1388413,positive_first,negative,return,8,11
64,2,Aileron_R,-0.4,169.1388413,171.6388413,positive_first,negative,return,9,11
65,2,Aileron_R,-0.2,171.6388413,174.1388413,positive_first,negative,return,10,11
66,2,Aileron_R,-0,174.1388413,176.6388413,positive_first,negative,return,11,11
67,2,Aileron_R,-0,176.6388413,179.1388413,negative_first,negative,outbound,1,11
68,2,Aileron_R,-0.2,179.1388413,181.6388413,negative_first,negative,outbound,2,11
69,2,Aileron_R,-0.4,181.6388413,184.1388413,negative_first,negative,outbound,3,11
70,2,Aileron_R,-0.6,184.1388413,186.6388413,negative_first,negative,outbound,4,11
71,2,Aileron_R,-0.8,186.6388413,189.1388413,negative_first,negative,outbound,5,11
72,2,Aileron_R,-1,189.1388413,191.6388413,negative_first,negative,outbound,6,11
73,2,Aileron_R,-0.8,191.6388413,194.1388413,negative_first,negative,return,7,11
74,2,Aileron_R,-0.6,194.1388413,196.6388413,negative_first,negative,return,8,11
75,2,Aileron_R,-0.4,196.6388413,199.1388413,negative_first,negative,return,9,11
76,2,Aileron_R,-0.2,199.1388413,201.6388413,negative_first,negative,return,10,11
77,2,Aileron_R,-0,201.6388413,204.1388413,negative_first,negative,return,11,11
78,2,Aileron_R,0,204.1388413,206.6388413,negative_first,positive,outbound,1,11
79,2,Aileron_R,0.2,206.6388413,209.1388413,negative_first,positive,outbound,2,11
80,2,Aileron_R,0.4,209.1388413,211.6388413,negative_first,positive,outbound,3,11
81,2,Aileron_R,0.6,211.6388413,214.1388413,negative_first,positive,outbound,4,11
82,2,Aileron_R,0.8,214.1388413,216.6388413,negative_first,positive,outbound,5,11
83,2,Aileron_R,1,216.6388413,219.1388413,negative_first,positive,outbound,6,11
84,2,Aileron_R,0.8,219.1388413,221.6388413,negative_first,positive,return,7,11
85,2,Aileron_R,0.6,221.6388413,224.1388413,negative_first,positive,return,8,11
86,2,Aileron_R,0.4,224.1388413,226.6388413,negative_first,positive,return,9,11
87,2,Aileron_R,0.2,226.6388413,229.1388413,negative_first,positive,return,10,11
88,2,Aileron_R,0,229.1388413,231.6388413,negative_first,positive,return,11,11
89,3,Rudder,0,231.6388413,234.1388413,positive_first,positive,outbound,1,11
90,3,Rudder,0.2,234.1388413,236.6388413,positive_first,positive,outbound,2,11
91,3,Rudder,0.4,236.6388413,239.1388413,positive_first,positive,outbound,3,11
92,3,Rudder,0.6,239.1388413,241.6388413,positive_first,positive,outbound,4,11
93,3,Rudder,0.8,241.6388413,244.1388413,positive_first,positive,outbound,5,11
94,3,Rudder,1,244.1388413,246.6388413,positive_first,positive,outbound,6,11
95,3,Rudder,0.8,246.6388413,249.1388413,positive_first,positive,return,7,11
96,3,Rudder,0.6,249.1388413,251.6388413,positive_first,positive,return,8,11
97,3,Rudder,0.4,251.6388413,254.1388413,positive_first,positive,return,9,11
98,3,Rudder,0.2,254.1388413,256.6388413,positive_first,positive,return,10,11
99,3,Rudder,0,256.6388413,259.1388413,positive_first,positive,return,11,11
