surface_name,surface_code,sample_count,cl_alpha_per_rad,cd_alpha_per_rad,cm_alpha_per_rad,valid_slope
total,-1,55,4.883693460089158,0.1465199691512079,2.429046774569716,True
wing,0,55,3.899751547537329,0.11393176864585385,3.9544685422279935,True
horizontal_tail,1,55,0.9850233538749147,0.03270176975089552,-1.5253959794848058,True
vertical_tail,2,55,-0.0010814413230858643,-0.00011356924554155505,-2.5788173472411906e-05,True
