event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.317801,12.567801,positive_first,positive,outbound,1,11
2,1,Aileron_L,0.15,12.567801,13.817801,positive_first,positive,outbound,2,11
3,1,Aileron_L,0.3,13.817801,15.067801,positive_first,positive,outbound,3,11
4,1,Aileron_L,0.5,15.067801,16.317801,positive_first,positive,outbound,4,11
5,1,Aileron_L,0.75,16.317801,17.567801,positive_first,positive,outbound,5,11
6,1,Aileron_L,1,17.567801,18.817801,positive_first,positive,outbound,6,11
7,1,Aileron_L,0.75,18.817801,20.067801,positive_first,positive,return,7,11
8,1,Aileron_L,0.5,20.067801,21.317801,positive_first,positive,return,8,11
9,1,Aileron_L,0.3,21.317801,22.567801,positive_first,positive,return,9,11
10,1,Aileron_L,0.15,22.567801,23.817801,positive_first,positive,return,10,11
11,1,Aileron_L,0,23.817801,25.067801,positive_first,positive,return,11,11
12,1,Aileron_L,-0,25.067801,26.317801,positive_first,negative,outbound,1,11
13,1,Aileron_L,-0.15,26.317801,27.567801,positive_first,negative,outbound,2,11
14,1,Aileron_L,-0.3,27.567801,28.817801,positive_first,negative,outbound,3,11
15,1,Aileron_L,-0.5,28.817801,30.067801,positive_first,negative,outbound,4,11
16,1,Aileron_L,-0.75,30.067801,31.317801,positive_first,negative,outbound,5,11
17,1,Aileron_L,-1,31.317801,32.567801,positive_first,negative,outbound,6,11
18,1,Aileron_L,-0.75,32.567801,33.817801,positive_first,negative,return,7,11
19,1,Aileron_L,-0.5,33.817801,35.067801,positive_first,negative,return,8,11
20,1,Aileron_L,-0.3,35.067801,36.317801,positive_first,negative,return,9,11
21,1,Aileron_L,-0.15,36.317801,37.567801,positive_first,negative,return,10,11
22,1,Aileron_L,-0,37.567801,38.817801,positive_first,negative,return,11,11
23,1,Aileron_L,-0,38.817801,40.067801,negative_first,negative,outbound,1,11
24,1,Aileron_L,-0.15,40.067801,41.317801,negative_first,negative,outbound,2,11
25,1,Aileron_L,-0.3,41.317801,42.567801,negative_first,negative,outbound,3,11
26,1,Aileron_L,-0.5,42.567801,43.817801,negative_first,negative,outbound,4,11
27,1,Aileron_L,-0.75,43.817801,45.067801,negative_first,negative,outbound,5,11
28,1,Aileron_L,-1,45.067801,46.317801,negative_first,negative,outbound,6,11
29,1,Aileron_L,-0.75,46.317801,47.567801,negative_first,negative,return,7,11
30,1,Aileron_L,-0.5,47.567801,48.817801,negative_first,negative,return,8,11
31,1,Aileron_L,-0.3,48.817801,50.067801,negative_first,negative,return,9,11
32,1,Aileron_L,-0.15,50.067801,51.317801,negative_first,negative,return,10,11
33,1,Aileron_L,-0,51.317801,52.567801,negative_first,negative,return,11,11
34,1,Aileron_L,0,52.567801,53.817801,negative_first,positive,outbound,1,11
35,1,Aileron_L,0.15,53.817801,55.067801,negative_first,positive,outbound,2,11
36,1,Aileron_L,0.3,55.067801,56.317801,negative_first,positive,outbound,3,11
37,1,Aileron_L,0.5,56.317801,57.567801,negative_first,positive,outbound,4,11
38,1,Aileron_L,0.75,57.567801,58.817801,negative_first,positive,outbound,5,11
39,1,Aileron_L,1,58.817801,60.067801,negative_first,positive,outbound,6,11
40,1,Aileron_L,0.75,60.067801,61.317801,negative_first,positive,return,7,11
41,1,Aileron_L,0.5,61.317801,62.567801,negative_first,positive,return,8,11
42,1,Aileron_L,0.3,62.567801,63.817801,negative_first,positive,return,9,11
43,1,Aileron_L,0.15,63.817801,65.067801,negative_first,positive,return,10,11
44,1,Aileron_L,0,65.067801,66.317801,negative_first,positive,return,11,11
45,2,Aileron_R,0,66.317801,67.567801,positive_first,positive,outbound,1,11
46,2,Aileron_R,0.15,67.567801,68.817801,positive_first,positive,outbound,2,11
47,2,Aileron_R,0.3,68.817801,70.067801,positive_first,positive,outbound,3,11
48,2,Aileron_R,0.5,70.067801,71.317801,positive_first,positive,outbound,4,11
49,2,Aileron_R,0.75,71.317801,72.567801,positive_first,positive,outbound,5,11
50,2,Aileron_R,1,72.567801,73.817801,positive_first,positive,outbound,6,11
51,2,Aileron_R,0.75,73.817801,75.067801,positive_first,positive,return,7,11
52,2,Aileron_R,0.5,75.067801,76.317801,positive_first,positive,return,8,11
53,2,Aileron_R,0.3,76.317801,77.567801,positive_first,positive,return,9,11
54,2,Aileron_R,0.15,77.567801,78.817801,positive_first,positive,return,10,11
55,2,Aileron_R,0,78.817801,80.067801,positive_first,positive,return,11,11
56,2,Aileron_R,-0,80.067801,81.317801,positive_first,negative,outbound,1,11
57,2,Aileron_R,-0.15,81.317801,82.567801,positive_first,negative,outbound,2,11
58,2,Aileron_R,-0.3,82.567801,83.817801,positive_first,negative,outbound,3,11
59,2,Aileron_R,-0.5,83.817801,85.067801,positive_first,negative,outbound,4,11
60,2,Aileron_R,-0.75,85.067801,86.317801,positive_first,negative,outbound,5,11
61,2,Aileron_R,-1,86.317801,87.567801,positive_first,negative,outbound,6,11
62,2,Aileron_R,-0.75,87.567801,88.817801,positive_first,negative,return,7,11
63,2,Aileron_R,-0.5,88.817801,90.067801,positive_first,negative,return,8,11
64,2,Aileron_R,-0.3,90.067801,91.317801,positive_first,negative,return,9,11
65,2,Aileron_R,-0.15,91.317801,92.567801,positive_first,negative,return,10,11
66,2,Aileron_R,-0,92.567801,93.817801,positive_first,negative,return,11,11
67,2,Aileron_R,-0,93.817801,95.067801,negative_first,negative,outbound,1,11
68,2,Aileron_R,-0.15,95.067801,96.317801,negative_first,negative,outbound,2,11
69,2,Aileron_R,-0.3,96.317801,97.567801,negative_first,negative,outbound,3,11
70,2,Aileron_R,-0.5,97.567801,98.817801,negative_first,negative,outbound,4,11
71,2,Aileron_R,-0.75,98.817801,100.067801,negative_first,negative,outbound,5,11
72,2,Aileron_R,-1,100.067801,101.317801,negative_first,negative,outbound,6,11
73,2,Aileron_R,-0.75,101.317801,102.567801,negative_first,negative,return,7,11
74,2,Aileron_R,-0.5,102.567801,103.817801,negative_first,negative,return,8,11
75,2,Aileron_R,-0.3,103.817801,105.067801,negative_first,negative,return,9,11
76,2,Aileron_R,-0.15,105.067801,106.317801,negative_first,negative,return,10,11
77,2,Aileron_R,-0,106.317801,107.567801,negative_first,negative,return,11,11
78,2,Aileron_R,0,107.567801,108.817801,negative_first,positive,outbound,1,11
79,2,Aileron_R,0.15,108.817801,110.067801,negative_first,positive,outbound,2,11
80,2,Aileron_R,0.3,110.067801,111.317801,negative_first,positive,outbound,3,11
81,2,Aileron_R,0.5,111.317801,112.567801,negative_first,positive,outbound,4,11
82,2,Aileron_R,0.75,112.567801,113.817801,negative_first,positive,outbound,5,11
83,2,Aileron_R,1,113.817801,115.067801,negative_first,positive,outbound,6,11
84,2,Aileron_R,0.75,115.067801,116.317801,negative_first,positive,return,7,11
85,2,Aileron_R,0.5,116.317801,117.567801,negative_first,positive,return,8,11
86,2,Aileron_R,0.3,117.567801,118.817801,negative_first,positive,return,9,11
87,2,Aileron_R,0.15,118.817801,120.067801,negative_first,positive,return,10,11
88,2,Aileron_R,0,120.067801,121.317801,negative_first,positive,return,11,11
89,3,Rudder,0,121.317801,122.567801,positive_first,positive,outbound,1,11
90,3,Rudder,0.15,122.567801,123.817801,positive_first,positive,outbound,2,11
91,3,Rudder,0.3,123.817801,125.067801,positive_first,positive,outbound,3,11
92,3,Rudder,0.5,125.067801,126.317801,positive_first,positive,outbound,4,11
93,3,Rudder,0.75,126.317801,127.567801,positive_first,positive,outbound,5,11
94,3,Rudder,1,127.567801,128.817801,positive_first,positive,outbound,6,11
95,3,Rudder,0.75,128.817801,130.067801,positive_first,positive,return,7,11
96,3,Rudder,0.5,130.067801,131.317801,positive_first,positive,return,8,11
97,3,Rudder,0.3,131.317801,132.567801,positive_first,positive,return,9,11
98,3,Rudder,0.15,132.567801,133.817801,positive_first,positive,return,10,11
99,3,Rudder,0,133.817801,135.067801,positive_first,positive,return,11,11
100,3,Rudder,-0,135.067801,136.317801,positive_first,negative,outbound,1,11
101,3,Rudder,-0.15,136.317801,137.567801,positive_first,negative,outbound,2,11
102,3,Rudder,-0.3,137.567801,138.817801,positive_first,negative,outbound,3,11
103,3,Rudder,-0.5,138.817801,140.067801,positive_first,negative,outbound,4,11
104,3,Rudder,-0.75,140.067801,141.317801,positive_first,negative,outbound,5,11
105,3,Rudder,-1,141.317801,142.567801,positive_first,negative,outbound,6,11
106,3,Rudder,-0.75,142.567801,143.817801,positive_first,negative,return,7,11
107,3,Rudder,-0.5,143.817801,145.067801,positive_first,negative,return,8,11
108,3,Rudder,-0.3,145.067801,146.317801,positive_first,negative,return,9,11
109,3,Rudder,-0.15,146.317801,147.567801,positive_first,negative,return,10,11
110,3,Rudder,-0,147.567801,148.817801,positive_first,negative,return,11,11
111,3,Rudder,-0,148.817801,150.067801,negative_first,negative,outbound,1,11
112,3,Rudder,-0.15,150.067801,151.317801,negative_first,negative,outbound,2,11
113,3,Rudder,-0.3,151.317801,152.567801,negative_first,negative,outbound,3,11
114,3,Rudder,-0.5,152.567801,153.817801,negative_first,negative,outbound,4,11
115,3,Rudder,-0.75,153.817801,155.067801,negative_first,negative,outbound,5,11
