comparison_type,library_size_case_id,policy_id,baseline_policy_id,history_length,paired_launch_count,mean_paired_delta_launch_score,median_paired_delta_launch_score,win_rate,loss_rate,safety_regression_rate,mission_success_delta_mean,front_wall_terminal_success_delta_mean,wrong_wall_exit_delta_mean,memory_changed_selection_rate,exploration_changed_selection_rate,mean_net_specific_energy_delta_m_delta,mean_positive_specific_energy_gain_m_delta,mean_updraft_specific_energy_gain_proxy_m_delta,mean_terminal_specific_energy_m_delta,mean_terminal_specific_energy_bonus_delta,mean_gross_specific_energy_loss_m_delta,mean_episode_flight_time_s_delta
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.0019472589251137151,0.0019472589251137151,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.001960842245759098,-0.0010199230424754492,9.736294625575792e-05,0.001960842245759098,0.0,-0.0029807652882345437,0.0
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.0019472589251137151,0.0019472589251137151,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.001960842245759098,-0.0010199230424754492,9.736294625575792e-05,0.001960842245759098,0.0,-0.0029807652882345437,0.0
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.0019472589251137151,0.0019472589251137151,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.001960842245759098,-0.0010199230424754492,9.736294625575792e-05,0.001960842245759098,0.0,-0.0029807652882345437,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.0016596040412011348,0.0016596040412011348,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.0029966777432255676,0.00026061525038010083,8.298020206029544e-05,-0.00299667774322554,0.0,0.0032572929936056927,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.0016596040412011348,0.0016596040412011348,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.0029966777432255676,0.00026061525038010083,8.298020206029544e-05,-0.00299667774322554,0.0,0.0032572929936056927,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.0016596040412011348,0.0016596040412011348,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.0029966777432255676,0.00026061525038010083,8.298020206029544e-05,-0.00299667774322554,0.0,0.0032572929936056927,0.0
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.31930793995329054,0.31930793995329054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01453133740692844,0.0011732033768263525,0.013465396997664636,0.014531337406928246,0.0,-0.013358134030102109,0.0
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.003318393729088598,0.003318393729088598,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.0007167997616875088,0.0011732033768263525,0.00016591968645454647,-0.0007167997616877031,0.0,0.0018900031385138405,0.0
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.31930793995329054,0.31930793995329054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.01453133740692844,0.0011732033768263525,0.013465396997664636,0.014531337406928246,0.0,-0.013358134030102109,0.0
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.003181338933828215,0.003181338933828215,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.00038516265196841815,0.00011418936954690068,0.00015906694669104438,-0.00038516265196841815,0.0,0.000499352021515298,0.0
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.003181338933828215,0.003181338933828215,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.00038516265196841815,0.00011418936954690068,0.00015906694669104438,-0.00038516265196841815,0.0,0.000499352021515298,0.0
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.003181338933828215,0.003181338933828215,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.00038516265196841815,0.00011418936954690068,0.00015906694669104438,-0.00038516265196841815,0.0,0.000499352021515298,0.0
