stage_id,library_size_case_id,first_decision_candidate_rows,first_decision_viable_rows,launch_gate_entry_primitive_family_count,launch_gate_entry_primitive_ids,first_decision_audit_mode
R9_R10_R11,balanced_cluster,72,60,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
R9_R10_R11,heavy_cluster,44,32,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
R9_R10_R11,light_cluster,76,64,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
R9_R10_R11,no_cluster_no_merge,84,72,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
R9_R10_R11,super_light_cluster,80,68,8,"energy_retaining_bank,glide,lift_dwell_arc,lift_entry,mild_turn_left,mild_turn_right,recovery,safe_exit_or_recovery_handoff",full_validation
