final_launch_count,hard_failure_rate,no_viable_primitive_rate,safe_success_rate,full_safe_success_rate,terminal_or_lift_capture_rate,input_governor_config_id,governor_config_id,status,target_stage,selection_policy
20,0.0,0.0,1.0,1.0,0.0,v53_viability_filtered_safe_exploration_governor_wall_0p10cm,v53_r10_tuned_viability_governor,not_selected_r10_gate_failed,R11,robust_first_freeze_only_after_full_r10_pass_gate
