target,feature,standardized_coefficient,intercept,train_count,heldout_count,train_mae,heldout_mae
dx_m,x0_m,-0.02147858826,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,y0_m,0.03792946496,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,z0_m,-0.01065758876,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,launch_x_offset_m,-0.02147862838,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,launch_y_offset_m,0.03792942836,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,launch_z_offset_m,-0.0106575445,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,u0_m_s,0.1373445461,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,v0_m_s,0.288457624,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,w0_m_s,0.2415508031,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,p0_rad_s,-0.0529804011,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,q0_rad_s,-0.01103095369,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,r0_rad_s,0.04823762588,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,phi0_deg,-0.1246370387,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,theta0_deg,-0.1510726724,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,psi0_deg,-0.09177283265,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,speed0_m_s,-1.648937955,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,horizontal_speed0_m_s,1.862147955,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,flight_path_angle_proxy0_deg,0.4735202704,4.328750656,75,5,0.1533214183,0.1386100658
dx_m,sideslip_proxy0_deg,-0.4072454289,4.328750656,75,5,0.1533214183,0.1386100658
dy_m,x0_m,-0.01234470763,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,y0_m,0.01298372892,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,z0_m,0.007905525822,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,launch_x_offset_m,-0.01234470017,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,launch_y_offset_m,0.01298373622,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,launch_z_offset_m,0.007905525937,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,u0_m_s,1.151857733,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,v0_m_s,0.1943442684,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,w0_m_s,0.2161320408,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,p0_rad_s,0.02029574878,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,q0_rad_s,-0.02939200234,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,r0_rad_s,-0.2989123259,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,phi0_deg,-0.2523796725,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,theta0_deg,-0.0168999337,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,psi0_deg,0.3860673292,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,speed0_m_s,-0.1031904851,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,horizontal_speed0_m_s,-1.04711851,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,flight_path_angle_proxy0_deg,0.1916377079,0.3998827949,75,5,0.1338269149,0.1273460853
dy_m,sideslip_proxy0_deg,0.5188218642,0.3998827949,75,5,0.1338269149,0.1273460853
sink_rate_m_s,x0_m,0.001117018889,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,y0_m,0.00112435133,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,z0_m,0.02911479031,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,launch_x_offset_m,0.001116998925,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,launch_y_offset_m,0.001124341623,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,launch_z_offset_m,0.02911478879,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,u0_m_s,-0.1133302703,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,v0_m_s,0.08318931817,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,w0_m_s,0.03814481273,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,p0_rad_s,0.01248671772,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,q0_rad_s,-0.006250723238,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,r0_rad_s,0.00116205651,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,phi0_deg,0.01263774048,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,theta0_deg,-0.01601796258,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,psi0_deg,-0.03661109557,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,speed0_m_s,-0.7109744727,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,horizontal_speed0_m_s,0.6977034634,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,flight_path_angle_proxy0_deg,-0.007487432199,0.8469869583,75,5,0.03324605998,0.02998220298
sink_rate_m_s,sideslip_proxy0_deg,-0.1272912083,0.8469869583,75,5,0.03324605998,0.02998220298
duration_s,x0_m,-4.436050298e-05,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,y0_m,-0.005993268255,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,z0_m,-0.001451077623,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,launch_x_offset_m,-4.437076845e-05,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,launch_y_offset_m,-0.005993281985,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,launch_z_offset_m,-0.001451067524,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,u0_m_s,0.1320842728,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,v0_m_s,0.07768027771,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,w0_m_s,0.01182414674,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,p0_rad_s,-0.007844636276,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,q0_rad_s,0.0005858370595,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,r0_rad_s,-0.01094700998,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,phi0_deg,-0.03231642836,1.34008534,75,5,0.03010059553,0.05435726107
duration_s,theta0_deg,0.06517817004,1.34008534,75,5,0.03010059553,0.05435726107
