split,stage_fit_group,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,2311,-85.03312318,11.99760118,0.07197697396,0.07752575916,0.0469859302,-0.03381159175,-0.07068110486,-0.1680294048,0.009051209043,-0.004402981281,0.001660388914
train,transition_before_post_stall,6520,12.00137605,19.99641663,0.03379300969,0.04398719951,0.03365521649,0.022049641,0.02089153886,-0.07865678249,-0.009163913837,0.00330262006,-0.01114108964
train,transition_after_post_stall,838,12.01065747,19.9992754,0.03835316414,0.05787061754,0.03846333657,0.01240871946,-0.1150556014,0.07425825757,-0.004940156966,0.002211106743,-0.02557805965
train,post_stall,891,20.00142096,32.00205034,-0.001469485272,0.0551642685,0.03875936219,0.05428864079,-0.04398069549,-0.07396920765,-0.02328646715,0.008229050326,-0.02098775665
heldout,attached,405,2.813051016,11.99568616,0.07170520779,0.07884533796,0.05323016883,-0.02935062487,-0.05967504466,-0.2380520313,0.01050575067,-0.00241749367,0.004521835135
heldout,transition_before_post_stall,1077,12.00355162,19.97585043,0.02896589657,0.04179466031,0.03534600933,0.02144640623,-0.01626100967,-0.07987918637,-0.01268698515,0.003720270519,-0.01176801405
heldout,transition_after_post_stall,183,12.01132314,19.99679576,0.05291812346,0.06571902968,0.05823541474,0.01559098619,-0.1043397822,0.06906360684,0.001580126218,0.01756126882,-0.02721315098
heldout,post_stall,251,20.04902547,23.47817696,-0.06016132175,0.07133731037,0.03680436643,0.07114594236,0.03044559308,0.08833804961,-0.03518813267,0.000338691975,-0.03148404543
