environment_block_id,library_size_case_id,policy_id,history_length,launch_speed_bin_id,launch_count,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,start_energy_feasibility_threshold_m_s,start_energy_group_basis,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r11_l6_environment_only_full_uncertainty,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,13,0.9285714285714286,0,0.0,0,0.0,7.507576996631259,7.033537600394101,7.98089025501754,126.44462838885836,126.35848437989821,0.7971428571428572,0.43285714285714283,4.235459669304904,3.8354596693049046,20.0,0.02659613388628191,0.21401713372863157,-0.3476834856326159,0.37427961951889793
r11_l6_environment_only_full_uncertainty,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,5,0.5,1,0.1,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,126.20635175641573,120.42243168307016,0.9059999999999999,0.254,3.4889103265019408,3.0889103265019404,20.0,0.05412708620226394,0.246817587820787,-0.31781932979449234,0.37194641599675626
r11_l6_environment_only_full_uncertainty,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,4,0.6666666666666666,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,0.0,0.0,1.1,0.6033333333333334,1.1364616922193138,0.7364616922193141,0.0,0.0,0.42448122022973084,-1.144005411886263,1.144005411886263
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,7,0.7777777777777778,7,0.7777777777777778,0,0.0,7,0.7777777777777778,1,0.1111111111111111,0,0.0,9,1.0,0,0.0,2,0.2222222222222222,1,0.1111111111111111,2,0.2222222222222222,1,0.1111111111111111,7,0.7777777777777778,5,0.5555555555555556,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,73.1144963826996,120.05192812004236,1.1288888888888886,0.26222222222222225,2.4659783067373158,2.065978306737316,15.303193880048752,0.0008589759597616222,0.16287875571337754,-0.7693997145134136,0.7702586904731752
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,2,0.18181818181818182,2,0.18181818181818182,0,0.0,2,0.18181818181818182,1,0.09090909090909091,7,0.6363636363636364,4,0.36363636363636365,1,0.09090909090909091,1,0.09090909090909091,0,0.0,8,0.7272727272727273,7,0.6363636363636364,2,0.18181818181818182,9,0.8181818181818182,1,0.09090909090909091,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,9.817765436129791,0.0,1.2254545454545456,0.3836363636363637,1.5997513109950783,1.1997513109950786,2.253854232214353,0.008780172218472956,0.2717015951515156,-1.1206525168754622,1.129432689093935
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,9,0.6428571428571429,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,124.79312465361514,121.68449960431576,0.7971428571428572,0.2314285714285714,4.200484021947481,3.8004840219474807,20.0,0.06045612919654169,0.18179908982361373,-0.3826591329900391,0.44311526218658076
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,4,0.4,1,0.1,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,124.08705155134881,120.01242520507378,0.9279999999999999,0.21800000000000003,3.3254220190891104,2.9254220190891096,20.0,0.010574558680477112,0.14985257756744036,-0.48130763720732317,0.49188219588780024
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0,5,0.8333333333333334,5,0.8333333333333334,0,0.0,4,0.6666666666666666,1,0.16666666666666666,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,-6.666666666666667,0.0,1.0466666666666666,0.5800000000000001,1.3782877979045776,0.9782877979045779,0.0,0.00632830800299395,0.5342068252802091,-0.9021793062009994,0.9085076142039933
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,1.0,9,1.0,0,0.0,9,1.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,119.72357662281956,120.0,1.048888888888889,0.0,2.708164276350878,2.3081642763508783,19.72357662281955,0.0,0.0,-0.527213744899851,0.527213744899851
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,120.0,120.0,0.7828571428571429,0.0,4.090375513456733,3.690375513456733,20.0,0.0,0.0,-0.49276764148078656,0.49276764148078656
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0,5,0.8333333333333334,5,0.8333333333333334,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,-6.666666666666667,0.0,0.9966666666666667,0.0,1.1424000797223315,0.7424000797223315,0.0,0.0,0.0,-1.1380670243832456,1.1380670243832456
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.36363636363636365,4,0.36363636363636365,0,0.0,4,0.36363636363636365,0,0.0,4,0.36363636363636365,7,0.6363636363636364,3,0.2727272727272727,0,0.0,0,0.0,4,0.36363636363636365,4,0.36363636363636365,4,0.36363636363636365,0,0.0,5,0.45454545454545453,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,29.412011792777307,0.0,1.2472727272727273,0.0,1.3757040331971337,0.9757040331971336,3.957466338231852,0.0,0.0,-1.3446997946734067,1.3446997946734067
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,0,0.0,1,0.1,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,120.0,120.0,0.8919999999999998,0.0,3.336927725497085,2.936927725497084,20.0,0.0,0.0,-0.4698019307993489,0.4698019307993489
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,14,1.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,129.0078529792954,130.6230142629792,0.8157142857142857,0.3614285714285715,4.411382158493854,4.011382158493853,20.0,0.1396459124288615,0.3600355061076273,-0.1717609964436661,0.31140690887252764
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,1.0,9,1.0,0,0.0,9,1.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,9,1.0,2,0.2222222222222222,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,133.5981815435704,135.7518840737988,1.1466666666666667,0.47555555555555556,2.7771309647727125,2.3771309647727126,19.978756001386255,0.01520659900015079,0.562082388220319,-0.4582470564780166,0.47345365547816737
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,2,0.18181818181818182,2,0.18181818181818182,0,0.0,2,0.18181818181818182,1,0.09090909090909091,6,0.5454545454545454,5,0.45454545454545453,2,0.18181818181818182,1,0.09090909090909091,0,0.0,7,0.6363636363636364,6,0.5454545454545454,2,0.18181818181818182,11,1.0,1,0.09090909090909091,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,8.140311055659055,0.0,1.492727272727273,0.838181818181818,1.5199639193908452,1.1199639193908455,2.9145048545871672,0.0035857577026746634,0.9134135065596417,-1.200439908479695,1.2040256661823696
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1,0.16666666666666666,0,0.0,0,0.0,5,0.8333333333333334,5,0.8333333333333334,0,0.0,6,1.0,1,0.16666666666666666,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,-6.666666666666667,0.0,1.2366666666666666,0.6766666666666666,0.9842059608798942,0.5842059608798942,0.0,0.0,0.7589095171466548,-1.296261143225683,1.296261143225683
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,1,0.1,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,127.82053716919529,128.53386857533962,0.9259999999999998,0.342,3.4985328020692448,3.0985328020692444,20.0,0.03415841893352211,0.3055268584597638,-0.3081968542271885,0.3423552731607106
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,1.0,9,1.0,0,0.0,9,1.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,9,1.0,1,0.1111111111111111,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,140.16507714939456,139.82793459351632,1.1933333333333334,1.1400000000000001,2.773697196861548,2.3736971968615483,19.49333187948546,0.02873211129288907,0.7485872634954559,-0.4616808243891811,0.4904129356820702
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,14,1.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,135.14727605788372,134.43991552699805,0.8257142857142856,0.7914285714285715,4.54676560315825,4.146765603158251,20.0,0.13024760415074396,0.5595066600370406,-0.03637755177927,0.166625155930014
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,8,0.7272727272727273,10,0.9090909090909091,0,0.0,8,0.7272727272727273,2,0.18181818181818182,1,0.09090909090909091,10,0.9090909090909091,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,1,0.09090909090909091,10,0.9090909090909091,11,1.0,1,0.09090909090909091,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,94.1975849709947,141.1494586345942,1.4781818181818183,1.4109090909090911,1.6980017143004993,1.2980017143004992,9.764905492425841,0.0,1.105747502729564,-1.0224021135700414,1.0224021135700414
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,1,0.16666666666666666,1,0.16666666666666666,0,0.0,1,0.16666666666666666,0,0.0,4,0.6666666666666666,2,0.3333333333333333,1,0.16666666666666666,0,0.0,0,0.0,4,0.6666666666666666,4,0.6666666666666666,1,0.16666666666666666,6,1.0,0,0.0,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,16.5405723640298,0.0,1.4100000000000001,1.3166666666666667,1.1093022780294557,0.7093022780294557,1.1937035476896138,0.0,1.1993334084727414,-1.1711648260761212,1.1711648260761212
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,9,0.9,10,1.0,0,0.0,9,0.9,1,0.1,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,2,0.2,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,118.23893179103288,136.05270516451046,0.95,0.914,3.79209007081248,3.3920900708124804,18.0,0.13147785286629027,0.6177262557852148,-0.014639585483952926,0.14611743835024318
r11_l3_fan_parameter_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.8888888888888888,8,0.8888888888888888,0,0.0,8,0.8888888888888888,1,0.1111111111111111,0,0.0,9,1.0,0,0.0,1,0.1111111111111111,0,0.0,1,0.1111111111111111,0,0.0,8,0.8888888888888888,9,1.0,1,0.1111111111111111,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,108.9168309706853,133.31840435467586,1.1888888888888889,0.9977777777777779,2.6067460128395235,2.2067460128395227,16.092406766367446,0.0040599917912790325,0.6164049010497477,-0.6286320084112064,0.6326920002024854
r11_l3_fan_parameter_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,14,1.0,14,1.0,0,0.0,14,1.0,0,0.0,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,14,1.0,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,133.1782808269739,132.30917195621504,0.8142857142857143,0.7028571428571428,4.45757931609024,4.057579316090241,20.0,0.09979557786365727,0.48319975563440715,-0.12556383884727929,0.22535941671093654
r11_l3_fan_parameter_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,6,0.5454545454545454,6,0.5454545454545454,0,0.0,6,0.5454545454545454,0,0.0,3,0.2727272727272727,8,0.7272727272727273,2,0.18181818181818182,0,0.0,0,0.0,3,0.2727272727272727,3,0.2727272727272727,6,0.5454545454545454,11,1.0,1,0.09090909090909091,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,65.74970890228234,120.2640586122122,1.401818181818182,1.2763636363636364,1.4528996292487526,1.0528996292487525,5.742844111015133,0.00036973026550820003,0.9069116527686476,-1.2675041986217876,1.267873928887296
r11_l3_fan_parameter_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,6,1.0,2,0.3333333333333333,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,0.0,0.0,1.14,0.9833333333333334,1.1377101965653216,0.7377101965653216,0.0,0.0,0.6679333432365682,-1.1427569075402557,1.1427569075402557
r11_l3_fan_parameter_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,2,0.2,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,138.44375239501215,140.14594875395045,0.952,0.804,3.6922822124002925,3.2922822124002935,20.0,0.09092674847854709,0.7211876197506076,-0.11444744389613956,0.20537419237468665
r11_l4_local_fan_position_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,6,0.6666666666666666,8,0.8888888888888888,0,0.0,6,0.6666666666666666,3,0.3333333333333333,0,0.0,9,1.0,0,0.0,1,0.1111111111111111,0,0.0,1,0.1111111111111111,0,0.0,8,0.8888888888888888,9,1.0,1,0.1111111111111111,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,68.57572742759709,129.77627834758323,1.2244444444444444,1.0844444444444443,2.5802147743312513,2.180214774331251,12.103863019061642,0.009784326941957378,0.793275849677026,-0.6551632469194781,0.6649475738614355
r11_l4_local_fan_position_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,13,0.9285714285714286,13,0.9285714285714286,0,0.0,13,0.9285714285714286,0,0.0,0,0.0,14,1.0,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,13,0.9285714285714286,14,1.0,2,0.14285714285714285,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,120.30864404574352,130.7780836651702,0.8114285714285715,0.6985714285714284,4.470881312086271,4.07088131208627,18.571428571428573,0.11853296552215829,0.49306387572729304,-0.11226184285124985,0.23079480837340813
r11_l4_local_fan_position_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.36363636363636365,4,0.36363636363636365,0,0.0,4,0.36363636363636365,1,0.09090909090909091,6,0.5454545454545454,5,0.45454545454545453,0,0.0,1,0.09090909090909091,0,0.0,7,0.6363636363636364,6,0.5454545454545454,4,0.36363636363636365,11,1.0,1,0.09090909090909091,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,38.08587535850346,0.0,1.4109090909090911,1.190909090909091,1.3927710072650914,0.9927710072650914,3.538438074404377,0.0,0.8085624759304391,-1.3276328206054488,1.3276328206054488
r11_l4_local_fan_position_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,6,1.0,2,0.3333333333333333,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,0.0,0.0,1.1766666666666667,0.8200000000000002,1.192754453674805,0.7927544536748048,0.0,0.0,0.6568417560764971,-1.0877126504307721,1.0877126504307721
r11_l4_local_fan_position_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,10,1.0,2,0.2,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,138.88014272836273,142.86423551522398,0.95,0.8160000000000001,3.6741724451969824,3.2741724451969825,20.0,0.1010155641051399,0.7400071364181366,-0.13255721109945065,0.23357277520459058
r11_l5_active_fan_count_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.8888888888888888,8,0.8888888888888888,0,0.0,8,0.8888888888888888,1,0.1111111111111111,0,0.0,9,1.0,0,0.0,1,0.1111111111111111,0,0.0,1,0.1111111111111111,0,0.0,8,0.8888888888888888,5,0.5555555555555556,1,0.1111111111111111,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,99.02112458037826,120.13877958954257,1.088888888888889,0.4222222222222222,2.6677196103620155,2.267719610362016,16.89399568109107,0.0011626844260249668,0.19414148110579715,-0.5676584108887135,0.5688210953147385
r11_l5_active_fan_count_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,11,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,5,0.45454545454545453,5,0.45454545454545453,0,0.0,5,0.45454545454545453,1,0.09090909090909091,5,0.45454545454545453,6,0.5454545454545454,0,0.0,1,0.09090909090909091,0,0.0,6,0.5454545454545454,5,0.45454545454545453,5,0.45454545454545453,10,0.9090909090909091,1,0.09090909090909091,0,0.0,4.483381109919038,4.021900175557706,4.83138990351599,48.226392956694184,0.0,1.3490909090909093,1.0054545454545454,1.4471022783451446,1.0471022783451445,3.930609765468768,0.0,0.6583440168783325,-1.2733015495253959,1.2733015495253959
r11_l5_active_fan_count_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,14,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,13,0.9285714285714286,14,1.0,0,0.0,13,0.9285714285714286,1,0.07142857142857142,0,0.0,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,13,0.9285714285714286,0,0.0,0,0.0,7.507576996631258,7.033537600394101,7.98089025501754,113.09297743078673,124.24998281935342,0.8057142857142857,0.3857142857142858,4.225718476540585,3.825718476540584,18.571428571428573,0.04113269860497162,0.20868764515325006,-0.3574246783969359,0.3985573770019076
r11_l5_active_fan_count_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,10,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,10,1.0,10,1.0,0,0.0,10,1.0,0,0.0,0,0.0,10,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,1.0,5,0.5,1,0.1,0,0.0,6.390558632095126,6.035881575804622,6.943015601892395,126.62552408923895,120.48873314596099,0.8999999999999998,0.28800000000000003,3.4647229224185465,3.064722922418546,20.0,0.02773834658764861,0.2592762044619485,-0.34200673387788694,0.36974508046553556
r11_l5_active_fan_count_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_lt_4_0_m_s,6,,4.0,initial_launch_speed_m_s < 4.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1.0,6,1.0,0,0.0,5,0.8333333333333334,2,0.3333333333333333,0,0.0,3.5370344068149104,3.3135608288223706,3.748144266017681,0.0,0.0,1.0933333333333333,0.7866666666666667,1.2022751961262295,0.8022751961262294,0.0,0.0,0.5546099382462064,-1.0781919079793478,1.0781919079793478
r11_l6_environment_only_full_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,9,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,1.0,9,1.0,0,0.0,9,1.0,0,0.0,0,0.0,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,1.0,7,0.7777777777777778,0,0.0,0,0.0,5.432799889921136,5.006238503787513,5.718384712574212,127.5870852427056,126.84021621912116,1.1288888888888888,0.5355555555555556,2.6351808565379735,2.2351808565379736,18.977235010172777,0.0,0.2966036227377524,-0.6001971647127555,0.6001971647127555
