event_id,surface_index,surface_name,t0_write_start_host_s,response_window_end_s,command_step_norm,command_before_norm,command_after_norm,delta_base_deg,sigma_base_deg,delta_final_deg,response_amplitude_deg,level_10_deg,level_50_deg,level_90_deg,t10_capture_s,t50_capture_s,t90_capture_s,t10_latency_s,t50_latency_s,t90_latency_s,valid,t90_valid,rejection_reason
1,2,Aileron_R,8.2314619,8.8198492,0.7,0,0.7,-0.397177288776982,1.60891767522349,28.6608199849214,29.0579972736984,2.50862243859286,14.1318213480722,25.7550202575516,8.28792057324623,8.31875048188641,8.35052236163597,0.0564586732462349,0.0872885818864155,0.11906046163597,1,1,
2,2,Aileron_R,8.8416007,9.4198492,-0.7,0.7,0,28.6608199849214,1.03489330119951,0.334775479298986,-28.3260445056224,25.8282155343592,14.4977977321102,3.16737992986123,8.92258965493345,8.94547036023551,8.96654984366382,0.0809889549334528,0.103869660235508,0.124949143663818,1,1,
3,2,Aileron_R,9.4320847,10.0198492,-0.7,0,-0.7,0.334775479298986,2.57846013259414,-17.4938597994995,-17.8286352787985,-1.44808804858086,-8.57954216010025,-15.7109962716196,9.49455217995255,9.51714768530847,9.54138364538134,0.0624674799525451,0.0850629853084648,0.10929894538134,1,1,
4,2,Aileron_R,10.0461709,10.6198492,0.7,-0.7,0,-17.8092033714187,5.23564106903206,10.5596388342404,28.3688422056591,-14.9723191508528,-3.62478226858913,7.72275461367452,10.1393237212698,10.1716250014017,10.2070898916806,0.0931528212697543,0.125454101401733,0.160918991680555,1,1,
5,4,Elevator,10.6508374,11.2198492,0.7,0,0.7,0.178774141127472,0.204742772647683,18.3366857577438,18.1579116166163,1.99456530278911,9.25772994943565,16.5208945960822,10.7088291339449,10.749100158118,10.7706576330016,0.0579917339449221,0.0982627581180378,0.119820233001608,1,1,
6,4,Elevator,11.2289675,11.8198492,-0.7,0.7,0,18.83340802729,0.692815905837087,0.422520856658793,-18.4108871706312,16.9923193102269,9.62796444197439,2.26360957372191,11.3024193779338,11.3350601882979,11.3611728100446,0.0734518779338273,0.10609268829792,0.132205310044558,1,1,
7,4,Elevator,11.8454139,12.4198492,-0.7,0,-0.7,0.774287998868218,0.699663525601958,-16.0878948156179,-16.8621828144861,-0.911930282580391,-7.65680340837482,-14.4016765341693,11.9203186925487,11.9544947895765,11.9786606254332,0.0749047925487218,0.109080889576509,0.133246725433178,1,1,
8,4,Elevator,12.4323631,13.0198492,0.7,-0.7,0,-16.6807577550813,2.35878449815282,1.97265500862479,18.6534127637061,-14.8154164787107,-7.35405137322825,0.107313732254187,12.4571550349933,12.5302052870659,12.5459403149414,0.0247919349933028,0.0978421870659467,0.113577214941419,1,1,
9,1,Aileron_L,13.0296819,13.6198492,0.7,0,0.7,1.65065941013551,1.03947845589735,20.6680603431105,19.017400932975,3.55239950343302,11.159359876623,18.766320249813,13.0878011548394,13.1243370721247,13.1499463173067,0.0581192548393847,0.0946551721247264,0.120264417306666,1,1,
10,1,Aileron_L,13.6387158,14.2198492,-0.7,0.7,0,20.6680603431105,2.37648029108534,-0.450688630067572,-21.1187489731781,18.5561854457927,10.1086858565215,1.66118626725024,13.7027827331333,13.7434229142139,13.7631896464998,0.0640669331333257,0.104707114213879,0.12447384649982,1,1,
11,1,Aileron_L,14.2265619,14.8198492,-0.7,0,-0.7,-0.449708509410348,1.17699047558252,-12.7739176948802,-12.3242091854699,-1.68212942795734,-6.61181310214528,-11.5414967763332,14.2387483439579,14.323415399186,14.3365015434702,0.0121864439578587,0.0968534991860412,0.109939643470247,1,1,
12,1,Aileron_L,14.8286331,15.4198492,0.7,-0.7,0,-12.7019261157815,1.57594285159147,3.49386334826384,16.1957894640454,-11.082347169377,-4.60403138375884,1.8742844018593,14.9118184411714,14.9328297699583,14.9548669891509,0.0831853411714096,0.104196669958343,0.126233889150924,1,1,
13,3,Rudder,15.4267139,16.0198492,0.7,0,0.7,-0.0685998036967063,0.595950657742242,15.8372981281965,15.9058979318932,1.52198998949261,7.88434916224988,14.2467083350071,15.4846575632114,15.4982652761435,15.5118126567697,0.0579436632113683,0.0715513761435247,0.0850987567697405,1,1,
14,3,Rudder,16.022486,16.6198492,-0.7,0.7,0,15.2327865898265,3.59284307523967,-0.601686331173234,-15.8344729209997,13.6493392977265,7.31555012932661,0.981760960926735,16.1358321466641,16.1475877085436,16.1546305207404,0.113346146664082,0.125101708543571,0.132144520740439,1,1,
15,3,Rudder,16.6218867,17.2198492,-0.7,0,-0.7,-0.659260853324002,1.47388520665934,-32.0698898990198,-31.4106290456958,-3.80032375789358,-16.3645753761719,-28.9288269944502,16.6792926955162,16.7392608542,16.90294493309,0.0574059955162269,0.117374154200025,0.281058233089958,1,1,
16,3,Rudder,17.2267305,17.8198492,0.7,-0.7,0,-32.0610262394161,1.02427720989323,-1.3178651396866,30.7431610997295,-28.9867101294431,-16.6894456895514,-4.39218124965955,17.2905693541969,17.3163004486058,17.3334571399536,0.0638388541968808,0.0895699486058099,0.106726639953603,1,1,
17,3,Rudder,17.824538,18.4198492,-0.7,0,-0.7,-1.19710048902025,0.973675784908543,-28.7698489811465,-27.5727484921263,-3.95437533823288,-14.9834747350834,-26.0125741319339,17.8918300570576,17.9115234513415,17.9943265072727,0.0672920570575677,0.0869854513415191,0.169788507272717,1,1,
18,3,Rudder,18.4251296,19.0198492,0.7,-0.7,0,-28.1726937643539,2.65055885712971,-0.527039972334918,27.645653792019,-25.408128385152,-14.3498668683444,-3.29160535153681,18.4945933359641,18.5191689053543,18.5387088737435,0.0694637359641028,0.0940393053542969,0.113579273743525,1,1,
19,3,Rudder,19.0207468,19.6198492,0.7,0,0.7,-1.13677807561678,0.822785253019533,17.4412530669984,18.5780311426151,0.72102503864473,8.15223749569079,15.5834499527368,19.0701656774741,19.0955517540043,19.1083477889794,0.0494188774741211,0.0748049540043425,0.0876009889794318,1,1,
20,3,Rudder,19.6244613,20.2198492,-0.7,0.7,0,17.405522647473,0.941044409466225,-0.355094644216357,-17.7606172916894,15.6294609183041,8.52521400162834,1.42096708495258,19.7039046283325,19.7317044458595,19.7578544215636,0.0794433283325091,0.107243145859506,0.133393121563572,1,1,
21,2,Aileron_R,20.2242703,20.8198492,-0.7,0,-0.7,7.7328032130712,0.774023796062823,-18.5396840656994,-26.2724872787706,5.10555448519415,-5.40344042631408,-15.9124353378223,20.2836186310685,20.3194573970835,20.3445318253211,0.0593483310685343,0.0951870970835174,0.120261525321066,1,1,
22,2,Aileron_R,20.8256854,21.4198492,0.7,-0.7,0,-18.3264689089328,3.19069395839712,7.90779439615934,26.2342633050921,-15.7030425784235,-5.20933725638671,5.28436806565013,20.9220100968766,20.9401251061201,20.9591607798464,0.0963246968765681,0.114439706120056,0.133475379846445,1,1,
23,2,Aileron_R,21.4224379,22.0198492,0.7,0,0.7,7.86963806687349,2.80597284574099,29.0587286437576,21.1890905768841,9.9885471245619,18.4641833553155,26.9398195860692,21.4891808300673,21.5312813643305,21.5556153872307,0.0667429300672957,0.108843464330512,0.1331774872307,1,1,
24,2,Aileron_R,22.024663,22.6198492,-0.7,0.7,0,28.8554952681566,0.598887816375395,-2.35075996319011,-31.2062552313467,25.7348697450219,13.2523676524832,0.769865559944556,22.1056599434469,22.1354473197042,22.1556515538945,0.0809969434469231,0.110784319704198,0.130988553894547,1,1,
25,1,Aileron_L,22.6259165,23.2198492,-0.7,0,-0.7,3.02840037295612,0.726158523154624,-14.3518984728083,-17.3802988457644,1.29037048837967,-5.6617490499261,-12.6138685882319,22.6262688250232,22.7245667689448,22.7527906794458,0.000352325023222022,0.0986502689448443,0.126874179445839,1,1,
26,1,Aileron_L,23.2253007,23.8198492,0.7,-0.7,0,-13.9205533787585,1.27530894900197,3.33410776349948,17.2546611422579,-12.1950872645327,-5.29322280762949,1.60864164927369,23.3145503841536,23.3331532647157,23.3557086796658,0.0892496841536428,0.107852564715738,0.13040797966584,1,1,
27,1,Aileron_L,23.8254513,24.4198492,0.7,0,0.7,3.33410776349948,0.744620529133598,21.1255615273988,17.7914537638993,5.11325313988941,12.2298346454491,19.3464161510088,23.8805434005574,23.9226133945865,23.960884720618,0.0550921005574452,0.0971620945864586,0.135433420618007,1,1,
28,1,Aileron_L,24.4277109,25.0198492,-0.7,0.7,0,21.9679036593348,2.16261745793736,-1.80186155766788,-23.7697652170027,19.5909271376345,10.0830210508335,0.575114964032387,24.5011200971106,24.526078823275,24.5436491313199,0.0734091971105961,0.0983679232749566,0.115938231319909,1,1,
29,4,Elevator,25.0258835,25.6198492,-0.7,0,-0.7,0.860309043548025,1.4651246312514,-13.5562242860296,-14.4165333295776,-0.581344289409732,-6.34795762124076,-12.1145709530718,25.1127956583206,25.1266140856552,25.1559672877137,0.0869121583206045,0.100730585655178,0.130083787713716,1,1,
30,4,Elevator,25.6273059,26.2198492,0.7,-0.7,0,-13.5341546541298,1.04144514935413,0.83745721524421,14.371611869374,-12.0969934671924,-6.34834871944281,-0.599703971693193,25.6999316367392,25.7379740408236,25.7543925327664,0.0726257367392478,0.110668140823623,0.127086632766446,1,1,
31,4,Elevator,26.2275511,26.8198492,0.7,0,0.7,0.831581595346623,0.715973088379732,17.7789304015199,16.9473488061733,2.52631647596396,9.30525599843329,16.0841955209026,26.3068389926331,26.328667674699,26.3527034144346,0.0792878926331362,0.101116574699041,0.125152314434562,1,1,
32,4,Elevator,26.8322519,27.4198492,-0.7,0.7,0,17.7789304015199,0.691233496684517,0.624832244049135,-17.1540981574708,16.0635205857729,9.20188132278454,2.34024205979622,26.9264655629281,26.9546157837299,26.9711684084596,0.0942136629280768,0.1223638837299,0.138916508459626,1,1,
33,2,Aileron_R,27.4326369,28.0198492,0.7,0,0.7,0.515072117526023,2.2121922473136,28.3103110537506,27.7952389362245,3.29459601114848,14.4126915856383,25.5307871601281,27.4941158441519,27.527170049061,27.552193595298,0.0614789441518973,0.0945331490609895,0.119556695297963,1,1,
34,2,Aileron_R,28.0295525,28.6198492,-0.7,0.7,0,28.1712824951522,1.27208753116229,-0.857924715353395,-29.0292072105056,25.2683617741016,13.6566788898994,2.04499600569716,28.1012717808876,28.1346774882691,28.1499734474654,0.0717192808876277,0.105124988269115,0.120420947465412,1,1,
35,2,Aileron_R,28.6319556,29.2198492,-0.7,0,-0.7,-0.857924715353395,1.69466147620857,-19.3674937919051,-18.5095690765517,-2.70888162300856,-10.1127092536292,-17.5165368842499,28.6840369651799,28.726484536304,28.7484033661087,0.0520813651799372,0.0945289363039947,0.116447766108671,1,1,
36,2,Aileron_R,29.2323761,29.8198492,0.7,-0.7,0,-18.6684835191563,1.75421564366741,9.44210186479555,28.1105853839518,-15.8574249807611,-4.61319082718036,6.63104332640037,29.2578109863133,29.3459900943716,29.3728357700198,0.0254348863133309,0.113613994371612,0.140459670019816,1,1,
37,1,Aileron_L,29.8300745,30.4198492,0.7,0,0.7,-1.32843701419512,1.33998915792027,21.2392716044787,22.5677086186738,0.928333847672266,9.9554172951418,18.9825007426113,29.8957475552862,29.9233963874577,29.945328347619,0.0656730552862506,0.0933218874576554,0.115253847619019,1,1,
38,1,Aileron_L,30.4298501,31.0198492,-0.7,0.7,0,21.2392716044787,1.95446951556506,-1.29295171149411,-22.5322233159728,18.9860492728814,9.9731599464923,0.96027062010317,30.5073419754731,30.5266416143355,30.5480252364053,0.0774918754731395,0.0967915143354965,0.11817513640527,1,1,
39,1,Aileron_L,31.0240908,31.6198492,-0.7,0,-0.7,-1.11662834145251,0.762839637385054,-13.3581448132049,-12.2415164717524,-2.34077998862775,-7.2373865773287,-12.1339931660296,31.0245769925021,31.1208447995559,31.1370013948507,0.000486192502073379,0.0967539995558937,0.112910594850746,1,1,
40,1,Aileron_L,31.6268442,32.2198492,0.7,-0.7,0,-12.8018802379538,1.4881833683689,3.53478099854113,16.3366612364949,-11.1682141143043,-4.63354961970633,1.90111487489163,31.7131902413763,31.7338229261163,31.7602563074827,0.0863460413762525,0.106978726116346,0.133412107482673,1,1,
41,4,Elevator,32.2239006,32.8198492,0.7,0,0.7,1.16910529703871,0.474533161898388,17.400976744032,16.2318714469933,2.79229244173804,9.28504102053538,15.7777895993327,32.3223997543323,32.3387595925022,32.371522341281,0.0984991543323162,0.114858992502249,0.147621741280958,1,1,
42,4,Elevator,32.8205011,33.4198492,-0.7,0.7,0,17.3929833826757,0.518355519539128,0.434295978631953,-16.9586874040438,15.6971146422714,8.91363968065385,2.13016471903633,32.9130932242749,32.9360062316621,32.9456615278886,0.09259212427488,0.115505131662054,0.125160427888552,1,1,
43,4,Elevator,33.4222284,34.0198492,-0.7,0,-0.7,0.434295978631953,0.529807252116256,-14.2457939369671,-14.6800899155991,-1.03371301292795,-6.90574897916758,-12.7777849454072,33.5128237570588,33.5255541421692,33.5388690814428,0.0905953570588309,0.103325742169218,0.116640681442753,1,1,
44,4,Elevator,34.0272261,34.6198492,0.7,-0.7,0,-13.983968136067,1.42108678620623,1.41649947950429,15.4004676155713,-12.4439213745099,-6.28373432828136,-0.123547282052838,34.117891025898,34.1400457268503,34.1764180959594,0.0906649258980039,0.112819626850253,0.149191995959384,1,1,
45,3,Rudder,34.626538,35.2198492,0.7,0,0.7,-1.26448636839116,0.82355342900094,16.8209223258791,18.0854086942703,0.544054501035872,7.77821797874399,15.0123814564521,34.6796657662505,34.6965140387362,34.7113813216391,0.0531277662504763,0.0699760387362431,0.08484332163912,1,1,
46,3,Rudder,35.2215749,35.8198492,-0.7,0.7,0,16.2745432778594,1.92162910059019,-0.728052171405728,-17.0025954492651,14.5742837329329,7.77324555322682,0.972207373520781,35.3086348579503,35.3247380064427,35.3557298631626,0.0870599579502525,0.103163106442729,0.134154963162565,1,1,
47,3,Rudder,35.8305618,36.4198492,-0.7,0,-0.7,-1.01281054250998,1.40834534094226,-32.1221584170045,-31.1093478744945,-4.12374532995943,-16.5674844797572,-29.0112236295551,35.8984157297145,35.9260377286457,35.9805652944723,0.067853929714488,0.095475928645655,0.150003494472301,1,1,
48,3,Rudder,36.4284979,37.0198492,0.7,-0.7,0,-32.2854939755395,0.489912221212653,-2.10806986730924,30.1774241082303,-29.2677515647165,-17.1967819214244,-5.12581227813227,36.5138418153545,36.533650016929,36.5536122807005,0.0853439153544571,0.10515211692902,0.125114380700495,1,1,
49,1,Aileron_L,37.0688264,37.6198492,-0.7,0,-0.7,2.94419377796862,2.67556758066027,-14.7227802432539,-17.6669740212225,1.17749637584637,-5.88929323264262,-12.9560828411316,37.1203715819629,37.1582187352882,37.2035288622404,0.0515451819629433,0.0893923352882098,0.134702462240377,1,1,
50,1,Aileron_L,37.6347766,38.2198492,0.7,-0.7,0,-14.7227802432539,2.79592463244233,3.2373885666874,17.9601688099413,-12.9267633622597,-5.74269583828323,1.44137168569327,37.7130637004581,37.7463542706898,37.7687295847742,0.0782871004580912,0.111577670689812,0.133952984774176,1,1,
51,1,Aileron_L,38.2399165,38.8198492,0.7,0,0.7,2.95538752372904,0.71800940822135,19.904892743881,16.949505220152,4.65033804574423,11.430140133805,18.2099422218658,38.2932494883049,38.3495672542307,38.3694753440261,0.0533329883049021,0.109650754230692,0.129558844026093,1,1,
52,1,Aileron_L,38.8349354,39.4198492000001,-0.7,0.7,0,19.904892743881,2.28661952127266,-1.51061967064377,-21.4155124145248,17.7633415024285,9.19713653661862,0.630931570808709,38.9079133414222,38.9375386096406,38.974721017028,0.0729779414222307,0.102603209640556,0.139785617028046,1,1,
53,3,Rudder,39.4546913,40.0198492000001,-0.7,0,-0.7,-2.04778466155829,0.856621052411611,-29.5516056003987,-27.5038209388404,-4.79816675544233,-15.7996951309785,-26.8012235065147,39.5214775423895,39.5591904094217,39.7731828192162,0.0667862423895045,0.10449910942166,0.318491519216217,1,1,
54,3,Rudder,40.0396772,40.6198492000001,0.7,-0.7,0,-29.1793967353646,2.56168615988275,-1.33894464747189,27.8404520878927,-26.3953515265753,-15.2591706914182,-4.12298985626116,40.0779374420309,40.145579329378,40.1584291023042,0.0382602420309013,0.105902129377988,0.118751902304155,1,1,
55,3,Rudder,40.6294363,41.2198492000001,0.7,0,0.7,-1.37133578000267,2.01231877499998,17.9395168269548,19.3108526069575,0.559749480693079,8.28409052347607,16.0084315662591,40.6367748275099,40.7155666343199,40.7311669706492,0.00733852750991559,0.0861303343199253,0.101730670649182,1,1,
56,3,Rudder,41.223866,41.8198492000001,-0.7,0.7,0,17.9395168269548,1.20180912643989,0.255414521277562,-17.6841023056772,16.1711065963871,9.09746567411618,2.02382475184529,41.2717993252487,41.3363067174424,41.3567516126306,0.0479333252486498,0.112440717442375,0.132885612630638,1,1,
57,2,Aileron_R,41.8209876,42.4198492000001,-0.7,0,-0.7,8.09370020914817,0.637771670857586,-16.8244677797933,-24.9181679889414,5.60188341025402,-4.36538378532255,-14.3326509808991,41.8891136574872,41.9263144635635,41.9485635823154,0.06812605748717,0.105326863563448,0.127575982315356,1,1,
58,2,Aileron_R,42.425366,43.0198492000001,0.7,-0.7,0,-16.863182378859,2.31166805863194,6.6539738495844,23.5171562284434,-14.5114667560147,-5.10460426463731,4.30225822674006,42.5092599286258,42.53656141157,42.5597074345511,0.0838939286257556,0.111195411569987,0.134341434551125,1,1,
59,2,Aileron_R,43.0540114,43.6198492000001,0.7,0,0.7,5.88492611725884,1.00620893320438,29.265284000115,23.3803578828562,8.22296190554446,17.5751050586869,26.9272482118294,43.0731383474972,43.1725115473672,43.2008190063021,0.0191269474972415,0.118500147367229,0.14680760630209,1,1,
60,2,Aileron_R,43.6317813,44.2198492000001,-0.7,0.7,0,29.265284000115,0.758925369664636,-0.947928425301805,-30.2132124254168,26.2439627575733,14.1586777874066,2.07339281723988,43.7057861468386,43.7368088331314,43.7572965258613,0.0740048468385694,0.105027533131363,0.125515225861271,1,1,
61,4,Elevator,44.2249084,44.8198492000001,-0.7,0,-0.7,-0.376089639219275,1.9395286911449,-14.0988163471845,-13.7227267079652,-1.74836231001579,-7.23745299320186,-12.7265436763879,44.2304920974976,44.3218269822719,44.358350586672,0.00558369749761312,0.0969185822719325,0.133442186672028,1,1,
62,4,Elevator,44.8222906,45.4198492000001,0.7,-0.7,0,-14.1564677134583,1.47941383796037,1.88196718573755,16.0384348991958,-12.5526242235387,-6.13725026386037,0.278123695817968,44.8885215316192,44.9561787061371,44.9664074908176,0.0662309316191809,0.133888106137121,0.144116890817557,1,1,
63,4,Elevator,45.4330448,46.0198492000001,0.7,0,0.7,1.98509662497487,1.71256084405662,17.5448715233416,15.5597748983668,3.54107411481155,9.76498407415826,15.988894033505,45.5089144060705,45.5282345886956,45.5490787660055,0.0758696060704978,0.0951897886955635,0.11603396600551,1,1,
64,4,Elevator,46.0380711,46.6198492000001,-0.7,0.7,0,17.5423253150342,0.279828235309505,0.908720873068007,-16.6336044419662,15.8789648708376,9.22552309405109,2.57208131726462,46.1523220777884,46.1779717952316,46.185924209591,0.114250977788373,0.139900695231603,0.147853109590962,1,1,
65,4,Elevator,46.6298563,47.2198492000001,0.7,0,0.7,0.974622864259423,0.720476142333603,17.1247241349549,16.1501012706955,2.58963299132897,9.04967349960715,15.5097140078853,46.7083320086511,46.7336487420544,46.7444559875878,0.0784757086511263,0.103792442054434,0.114599687587827,1,1,
66,4,Elevator,47.2330806,47.8198492000001,-0.7,0.7,0,17.0940480964033,0.355510745978172,0.448487362310947,-16.6455607340923,15.429492022994,8.7712677293571,2.11304343572018,47.309140343229,47.332057414561,47.3441357117446,0.0760597432290311,0.0989768145610128,0.111055111744641,1,1,
67,4,Elevator,47.8272929,48.4198492000001,-0.7,0,-0.7,0.175279722847714,0.516921861038395,-14.4952213802599,-14.6705011031076,-1.29177038746305,-7.1599708287061,-13.0281712699492,47.9186903676091,47.9343969510602,47.9717454141635,0.0913974676091058,0.107104051060226,0.144452514163497,1,1,
68,4,Elevator,48.423046,49.0198492000001,0.7,-0.7,0,-14.3755124510111,0.957588746511653,2.86755132226641,17.2430637732775,-12.6512060736834,-5.75398056437237,1.14324494493865,48.4398225449539,48.5381087794878,48.549235047126,0.0167765449538635,0.115062779487808,0.126189047126047,1,1,
69,2,Aileron_R,49.0269618,49.6198492000001,0.7,0,0.7,-3.14581072579658,0.832664011270142,28.7531564965817,31.8989672223783,0.0440859964412477,12.8036728853925,25.5632597743438,49.0909079234622,49.1167949960618,49.1572768470032,0.0639461234621663,0.0898331960618179,0.130315047003243,1,1,
70,2,Aileron_R,49.6287516,50.2198492000001,-0.7,0.7,0,28.6655463948388,0.4365034052205,-0.753580687076564,-29.4191270819153,25.7236336866472,13.9559828538811,2.18833202111497,49.7098495853275,49.7307500231284,49.7450380291603,0.0810979853274745,0.101998423128407,0.116286429160304,1,1,
