w3_plan_id,source_primitive_id,w3_role,family,target_heading_deg,updraft_config,wind_fidelity,start_condition,stress_seed_index,random_seed,trial_evaluation_status,trial_success,failure_label,active_limiting_mechanism,finite_replay,true_safe_trajectory,heading_band_pass,terminal_heading_change_deg,terminal_heading_error_deg,path_length_xy_m,path_length_3d_m,forward_displacement_m,lateral_displacement_m,xy_bounding_box_area_m2,turn_footprint_proxy_m2,entry_clearance_required_x_plus_m,entry_clearance_required_y_plus_m,margin_consumption_x_m,margin_consumption_y_m,speed_min_m_s,terminal_speed_m_s,specific_energy_initial_m,specific_energy_terminal_m,energy_residual_m,alpha_max_deg,beta_max_deg,rate_max_rad_s,saturation_fraction,min_true_margin_m,floor_margin_min_m,ceiling_margin_min_m,wind_query_region,updraft_strength_scale,updraft_center_shift_x_m,updraft_center_shift_y_m,updraft_width_scale,width_scale_applied,width_scale_note,command_latency_s,start_dx_m,start_dy_m,start_dz_m,speed_perturbation_m_s,phi_perturbation_deg,theta_perturbation_deg,psi_perturbation_deg,command_bridge_verified,coverage_region_id,coverage_status_s002,candidate_class_s002
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,0,20260526,evaluated,True,success,none,True,True,True,13.419430891619038,1.5805691083809617,4.236075307805741,4.257267537018542,4.224120148016817,0.2116385767130078,0.8960242886205844,0.8960242886205844,4.224120148016817,0.2116385767130078,42.24120148016813,0.09619935305136716,6.4649722509962855,6.814125277312276,3.953414882772681,4.207962018992266,0.2545471362195846,14.669587584703399,8.880804467792123,1.4745620563764914,0.0,0.10000000000000009,1.2429512041273933,1.6552461822112137,measured,1.0,0.0,0.0,1.0,True,selected_w3_wrapper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,1,20260526,evaluated,False,target_miss,turn_authority_limited,True,True,False,11.435816197726488,3.5641838022735115,4.1412440225230895,4.155943764796971,4.13685329073768,0.03654953669463268,0.41766319324606466,0.41766319324606466,4.13685329073768,0.03654953669463268,29.90656336889709,0.030501366002409193,6.318268036461648,6.681167949996752,3.887249004960931,4.052454991251222,0.16520598629029148,13.755188743874236,8.22914784423238,1.4575660169599685,0.0,0.13832593333141108,1.2605557376151793,1.6585236338178222,measured,0.9697472727332278,0.04970305181938656,0.02617886249047774,1.0710570693227162,True,selected_w3_wrapper,0.018203818198694908,0.03832593333141107,-0.08822471360481994,0.041476366182177704,-0.16453954531802495,-0.3483109702736753,-0.4538349802490238,-1.6862326037203537,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,2,20260526,evaluated,True,success,none,True,True,True,13.83255924462063,1.1674407553793706,4.39371980984044,4.4119716037866965,4.385771894239182,0.13767981199716717,0.7370736605134584,0.7370736605134584,4.385771894239182,0.13767981199716717,285.2336106768757,0.0635744698489851,6.701502481024464,7.116078964421033,4.032088659063087,4.157345095336776,0.12525643627368943,14.617270682567506,9.654634408893251,1.6155094126793788,0.0,0.015376069755003607,1.1095852259628844,1.7694688683064652,measured,1.0132306854101074,-0.009782744439833096,-0.024351054762232566,0.915240697268624,True,selected_w3_wrapper,0.012318414820262915,-0.08462393024499643,-0.03435375357101647,-0.06946886830646515,0.219862996147364,1.7734420459188662,-0.9817977942730369,-1.0964610794063558,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,3,20260526,evaluated,True,success,none,True,True,True,16.44286799078268,1.4428679907826805,4.091157699036931,4.1127325105939825,4.07691473367341,0.1602771824841751,0.8509640344509793,0.8509640344509793,4.07691473367341,0.1602771824841751,47.59627628527819,0.07418696105492914,6.252632789750858,6.589247913934463,3.7509768284072607,4.022444426926734,0.27146759851947344,13.258836540882617,8.810328390009019,1.5902248509554249,0.0,0.0856561700171159,1.1921467467926736,1.6905111322623414,measured,1.0046072583827104,-0.0656816973086169,-0.09546619885983786,0.9956570485124783,True,selected_w3_wrapper,0.009130433659462337,-0.014343829982884276,-0.039550505842887135,-0.06975454562888397,-0.203433510349536,2.647105525497243,0.6087829566021901,-1.877336315441589,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,4,20260526,evaluated,True,success,none,True,True,True,13.05910759625808,1.9408924037419197,4.140561172556042,4.176898735983158,4.126431449086363,0.2493171730354189,1.028790223610659,1.028790223610659,4.126431449086363,0.2493171730354189,171.35356246721486,0.1144231738546171,6.36820819354163,6.5752974121873615,3.8829630708867313,4.210047037348833,0.32708396646210147,14.60063245675077,8.45113574215169,1.4086557031207896,0.0,0.02408138698532092,1.267839245919106,1.4935480726775592,measured,1.0932193048733525,-0.019779092659816103,0.01299108345891127,1.0268193802255559,True,selected_w3_wrapper,0.010030707615637922,-0.07591861301467911,0.02109545962958219,-0.07770341807328554,0.010935148916439152,-0.11345876269710153,2.676186263347997,0.8056828180254061,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,5,20260526,evaluated,False,target_miss,turn_authority_limited,True,True,False,12.907230737145763,2.0927692628542367,4.0873724257488195,4.112446482481703,4.079707874411605,0.12709834776976736,0.6324306195947761,0.6324306195947761,4.079707874411605,0.12709834776976736,33.44072574184705,0.05898351020813033,6.273760661364615,6.4857018589818285,3.813300048828423,4.081552550213045,0.2682525013846222,13.117688697136366,7.757339145789318,1.4031627709484746,0.0,0.12199818586192768,1.2670542853520832,1.5623989586350866,measured,0.9989115408707333,-0.08070851683475969,-0.016024283821133703,1.0192380569457864,True,selected_w3_wrapper,0.011000701700274307,0.02199818586192752,-0.04518847180702308,-0.05512667681357637,-0.1295579150975691,0.7330455289396136,1.8937014673100556,-0.9629794489486025,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,6,20260526,evaluated,False,target_miss,turn_authority_limited,True,True,False,11.828196580456469,3.171803419543531,4.337484181187051,4.356322255463863,4.322595515544153,0.32015483912817544,1.383899871895211,1.383899871895211,4.322595515544153,0.32015483912817544,26.638609610239335,0.15210330459498847,6.636588878491792,6.905108552138275,4.049546362980341,4.241685526932043,0.19213916395170205,15.198812833391706,9.15962554031153,1.5351503137751703,0.0,0.16226806048776043,1.2471829514674329,1.6606639059719357,measured,0.96603035872663,-0.07124539627402171,0.04013969862288988,1.0114873596128526,True,selected_w3_wrapper,0.018822076540998038,0.06226806048776029,-0.09514869528532331,-0.03552356201949858,0.19575028869034666,0.28806431449890413,0.4685875108692832,2.157338489057529,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,7,20260526,evaluated,False,target_miss,turn_authority_limited,True,True,False,11.0482089828284,3.9517910171715993,4.164039784968627,4.202958026310778,4.153996174466367,0.2135426803695868,0.8870554773405577,0.8870554773405577,4.153996174466367,0.2135426803695868,52.482286622985356,0.09874369233642519,6.392947123034814,6.648424135857865,3.9161246943499752,4.290200941073468,0.3740762467234924,14.819294589739172,7.823829550134575,1.3330596511701378,0.0,0.07915044183015962,1.2862774694688817,1.462680990132312,measured,1.064532949133537,0.03987586347596073,-0.052946417185298404,1.0731816262261806,True,selected_w3_wrapper,0.018104771148088193,-0.020849558169840493,0.03740434131189724,-0.03785761499178813,0.0008563212307188817,-1.8027628411630245,1.9580761075792852,1.036506209053842,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,8,20260526,evaluated,True,success,none,True,True,True,13.405615414455179,1.5943845855448213,4.356165479332464,4.379936461544972,4.33295267569234,0.39921258250401026,1.7297692275308003,1.7297692275308003,4.33295267569234,0.39921258250401026,27.79008118055155,0.18883517100189443,6.5523905115139645,7.122805207468276,3.9052277306814958,4.099497043363261,0.19426931268176517,16.002606286063752,10.390543235420953,1.611386757443425,0.0,0.15591723707250948,1.0499050531712926,1.7833494441446123,measured,0.9417987756195583,0.05535411906152726,-0.04404687468266604,1.063475421070664,True,selected_w3_wrapper,0.019634002218649735,0.05591723707250951,-0.08592040144891591,-0.0833494441446123,0.05285313204013786,1.3830734251943388,-2.7616952247241096,2.5311137092664895,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,9,20260526,evaluated,True,success,none,True,True,True,14.212117502507297,0.7878824974927028,4.347389766202946,4.363292151506698,4.34082039898567,0.07768370337607733,0.6172169275574729,0.6172169275574729,4.34082039898567,0.07768370337607733,26.243054980038043,0.036126974180391125,6.6546550698465685,7.018905069335003,3.976217150253243,4.0074485086588005,0.031231358405557685,12.071253837870092,8.833470528469112,1.602966789031904,0.0,0.16540834907702417,1.0964888566538766,1.7904903091774826,measured,0.942788003552089,-0.0021403457342033805,0.07544841163309157,0.9953582305131609,True,selected_w3_wrapper,0.0025976119808039577,0.06540834907702406,-0.04970357638636072,-0.09049030917748263,0.1687930207820098,2.4987290624179623,-1.1347116518674045,-2.1744553856717124,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,10,20260526,evaluated,True,success,none,True,True,True,13.36500799508552,1.63499200491448,4.29967979825417,4.320893896413883,4.294105572905076,0.04195827118241402,0.5112235529338023,0.5112235529338023,4.294105572905076,0.04195827118241402,22.0132342922995,0.03558651864459786,6.527595544376746,7.020860511743309,3.9435819306948092,3.9802633706614357,0.03668143996662643,12.103302170807247,8.512675809918822,1.582700395623566,0.0,0.19506927132498686,1.0679044346086064,1.7291214623959394,measured,0.872773354789027,0.07501721798867086,0.01148833737195383,0.9934161619369277,True,selected_w3_wrapper,0.0074239729728877955,0.09506927132498683,-0.03361433552909754,-0.029121462395939532,0.029045915939057587,1.2091680456281964,-2.4439579190187626,-2.285881152075778,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
w3_s003_01,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_steering,bank_yaw_energy_retaining,15.0,U1_single_fan,W1,favourable,11,20260526,evaluated,False,target_miss,turn_authority_limited,True,True,False,12.432035284158788,2.567964715841212,4.323011872735595,4.350289705922645,4.305455873938223,0.32772913463338016,1.4110233277679773,1.4110233277679773,4.305455873938223,0.32772913463338016,347.22563384762617,0.15328512571234132,6.5114776553005145,7.08644050928732,3.994516673812219,4.298764613884141,0.30424794007192224,16.135113169778027,9.476664277021724,1.4912123767119523,0.0,0.012399591084993444,1.171743320673528,1.6680493929194955,measured,1.076528521335432,0.022060211434772145,-0.09330916536390432,1.0014649740034987,True,selected_w3_wrapper,0.015524559232972992,-0.08760040891500656,0.06196388520824389,0.031950607080504456,0.013796606379127885,-0.7884623440653025,-2.168158102231618,2.0632081614446776,True,target_015|favourable|U1_single_fan|W1|dp1,covered_by_existing_envelope,updraft_assisted_commandable
