audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,444,444,1.0,247,0.5563063063063063,378,0.8513513513513513,,4.698142299988831,0.6455634090019156,0.07805764211729066,11.018018018018019,48,436.85585585585585,1587,425.8378378378378,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,176,176,1.0,130,0.7386363636363636,171,0.9715909090909091,,4.698142299988831,3.4602464999989024,0.08387269090905064,1.7272727272727273,5,50.0,75,48.27272727272727,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,176,176,1.0,96,0.5454545454545454,163,0.9261363636363636,,0.2297477000029175,0.16113980000045555,0.03184656306848405,5.25,10,222.5,295,217.25,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,92,92,1.0,21,0.22826086956521738,44,0.4782608695652174,,0.7279259999922942,0.6604004510024972,0.1553370043481624,39.82608695652174,48,1587.0,1587,1547.1739130434783,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,160,160,1.0,128,0.8,160,1.0,True,0.0854848999952082,0.06312886099272867,0.013723677500047365,1.6,3,50.0,75,48.4,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,160,160,1.0,92,0.575,150,0.9375,,0.160998200000904,0.15127271399869635,0.027286236250392858,5.15,10,222.5,295,217.35,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,40,40,1.0,6,0.15,26,0.65,,4.698142299988831,4.398231597994744,0.42988659999900847,13.3,48,426.4,1587,413.1,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,88,88,1.0,67,0.7613636363636364,85,0.9659090909090909,,4.698142299988831,0.7107902290032299,0.06985868636291505,1.8181818181818181,5,75.0,75,73.18181818181819,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,88,88,1.0,63,0.7159090909090909,86,0.9772727272727273,,3.929140500003996,3.385223459998085,0.09788669545518625,1.6363636363636365,3,25.0,25,23.363636363636363,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,88,88,1.0,62,0.7045454545454546,85,0.9659090909090909,,0.154255399997055,0.1312059680015225,0.025308264772733756,3.3636363636363638,6,150.0,150,146.63636363636363,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
