coverage_axis,coverage_value,row_count,coverage_note
start_state_family,launch_gate,3280,observed
start_state_family,inflight_nominal,2050,observed
start_state_family,inflight_lift_region,1230,observed
start_state_family,inflight_boundary_near,816,observed
start_state_family,inflight_recovery_edge,816,observed
state_envelope_label,approved_launch_gate,3280,observed
state_envelope_label,inflight_clean_exit_envelope,2050,observed
state_envelope_label,inflight_lift_region_envelope,1230,observed
state_envelope_label,inflight_recovery_edge_envelope,816,observed
state_envelope_label,x_max_terminal_risk_envelope,408,observed
state_envelope_label,y_min_terminal_risk_envelope,408,observed
previous_primitive_status,episode_start,3280,observed
previous_primitive_status,clean_exit,3280,observed
previous_primitive_status,boundary_terminal_risk,816,observed
previous_primitive_status,recovery_edge,816,observed
source_environment_instance_id,W0_dry_air_s020725,2,observed
source_environment_instance_id,W0_dry_air_s020724,2,observed
source_environment_instance_id,W0_dry_air_s020723,2,observed
source_environment_instance_id,W0_dry_air_s020722,2,observed
source_environment_instance_id,W0_dry_air_s020721,2,observed
source_environment_instance_id,W0_dry_air_s020720,2,observed
source_environment_instance_id,W0_dry_air_s020719,2,observed
source_environment_instance_id,W0_dry_air_s020718,2,observed
source_environment_instance_id,W0_dry_air_s020717,2,observed
source_environment_instance_id,W0_dry_air_s020716,2,observed
source_environment_instance_id,W0_dry_air_s020715,2,observed
source_environment_instance_id,W0_dry_air_s020714,2,observed
source_environment_instance_id,W0_dry_air_s020713,2,observed
source_environment_instance_id,W0_dry_air_s020712,2,observed
source_environment_instance_id,W0_dry_air_s020711,2,observed
source_environment_instance_id,W0_dry_air_s020710,2,observed
source_environment_instance_id,W0_dry_air_s000677,2,observed
source_environment_instance_id,W0_dry_air_s000676,2,observed
source_environment_instance_id,W0_dry_air_s000675,2,observed
source_environment_instance_id,W0_dry_air_s000674,2,observed
source_environment_instance_id,W0_dry_air_s000673,2,observed
source_environment_instance_id,W0_dry_air_s000672,2,observed
source_environment_instance_id,W0_dry_air_s000671,2,observed
source_environment_instance_id,W0_dry_air_s000670,2,observed
source_environment_instance_id,W0_dry_air_s000669,2,observed
source_environment_instance_id,W0_dry_air_s000668,2,observed
source_environment_instance_id,W0_dry_air_s000667,2,observed
source_environment_instance_id,W0_dry_air_s000666,2,observed
source_environment_instance_id,W0_dry_air_s000665,2,observed
source_environment_instance_id,W0_dry_air_s000664,2,observed
source_environment_instance_id,W0_dry_air_s000663,2,observed
source_environment_instance_id,W0_dry_air_s000662,2,observed
source_environment_instance_id,W0_dry_air_s000693,2,observed
source_environment_instance_id,W0_dry_air_s000692,2,observed
source_environment_instance_id,W0_dry_air_s000691,2,observed
source_environment_instance_id,W0_dry_air_s000690,2,observed
source_environment_instance_id,W0_dry_air_s000689,2,observed
source_environment_instance_id,W0_dry_air_s000688,2,observed
source_environment_instance_id,W0_dry_air_s000687,2,observed
source_environment_instance_id,W0_dry_air_s000686,2,observed
source_environment_instance_id,W0_dry_air_s000685,2,observed
source_environment_instance_id,W0_dry_air_s000684,2,observed
source_environment_instance_id,W0_dry_air_s000683,2,observed
source_environment_instance_id,W0_dry_air_s000682,2,observed
source_environment_instance_id,W0_dry_air_s000681,2,observed
source_environment_instance_id,W0_dry_air_s000680,2,observed
source_environment_instance_id,W0_dry_air_s000679,2,observed
source_environment_instance_id,W0_dry_air_s000678,2,observed
source_environment_instance_id,W0_dry_air_s000709,2,observed
source_environment_instance_id,W0_dry_air_s000708,2,observed
source_environment_instance_id,W0_dry_air_s000707,2,observed
source_environment_instance_id,W0_dry_air_s000706,2,observed
source_environment_instance_id,W0_dry_air_s000705,2,observed
source_environment_instance_id,W0_dry_air_s000704,2,observed
source_environment_instance_id,W0_dry_air_s000703,2,observed
source_environment_instance_id,W0_dry_air_s000702,2,observed
source_environment_instance_id,W0_dry_air_s000701,2,observed
source_environment_instance_id,W0_dry_air_s000700,2,observed
source_environment_instance_id,W0_dry_air_s000699,2,observed
source_environment_instance_id,W0_dry_air_s000698,2,observed
source_environment_instance_id,W0_dry_air_s000697,2,observed
source_environment_instance_id,W0_dry_air_s000696,2,observed
source_environment_instance_id,W0_dry_air_s000695,2,observed
source_environment_instance_id,W0_dry_air_s000694,2,observed
source_environment_instance_id,W0_dry_air_s000725,2,observed
source_environment_instance_id,W0_dry_air_s000724,2,observed
source_environment_instance_id,W0_dry_air_s000723,2,observed
source_environment_instance_id,W0_dry_air_s000722,2,observed
source_environment_instance_id,W0_dry_air_s000721,2,observed
source_environment_instance_id,W0_dry_air_s000720,2,observed
source_environment_instance_id,W0_dry_air_s000719,2,observed
source_environment_instance_id,W0_dry_air_s000718,2,observed
source_environment_instance_id,W0_dry_air_s000717,2,observed
source_environment_instance_id,W0_dry_air_s000716,2,observed
source_environment_instance_id,W0_dry_air_s000715,2,observed
source_environment_instance_id,W0_dry_air_s000714,2,observed
source_environment_instance_id,W0_dry_air_s000713,2,observed
source_environment_instance_id,W0_dry_air_s000712,2,observed
source_environment_instance_id,W0_dry_air_s000711,2,observed
source_environment_instance_id,W0_dry_air_s000710,2,observed
source_environment_instance_id,W0_dry_air_s000741,2,observed
source_environment_instance_id,W0_dry_air_s000740,2,observed
source_environment_instance_id,W0_dry_air_s000739,2,observed
source_environment_instance_id,W0_dry_air_s000738,2,observed
source_environment_instance_id,W0_dry_air_s000737,2,observed
source_environment_instance_id,W0_dry_air_s000736,2,observed
source_environment_instance_id,W0_dry_air_s000735,2,observed
source_environment_instance_id,W0_dry_air_s000734,2,observed
source_environment_instance_id,W0_dry_air_s000733,2,observed
source_environment_instance_id,W0_dry_air_s000732,2,observed
source_environment_instance_id,W0_dry_air_s000731,2,observed
