primitive_id,primitive_family,entry_role,primitive_variant_id,controller_id,candidate_index,candidate_weight_label,transition_entry_class,row_count,expected_row_count,rows_complete_for_entry_class,per_environment_row_count_json,transition_success_count,transition_success_rate,transition_success_lcb,hard_failure_count,hard_failure_rate,hard_failure_ucb,worst_environment_success_rate,worst_environment_success_lcb,useful_environment_count,updraft_gain_proxy_mean_m,clipped_updraft_gain,lift_dwell_mean_s,clipped_lift_dwell,rollout_duration_mean_s,clipped_rollout_duration,saturation_mean,transition_exit_class_distribution_json,timing_compliant,success_lcb_threshold,hard_failure_ucb_threshold,useful_environment_count_threshold,r5_transition_training_score,r5_training_eligible,r5_training_blockers,pareto_front,selected_for_r7,selected_rank,r5_training_status,r5_transition_training_version,r5_transition_training_score_formula
glide,glide,transition_object,primvar_glide_transition_object_967903a3ab78,lqrta_glide_44296b5a3184,1,glide_robust_anchor_attitude_heavy_001,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_99f9de9754ea,lqrta_glide_e016b1d82c6b,25,glide_robust_lhs_logqr_025,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_a068afc83a8f,lqrta_glide_3b8c23d311c4,11,glide_robust_lhs_logqr_011,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_aad28dbfab1a,lqrta_glide_99aeb67ca1fa,19,glide_robust_lhs_logqr_019,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_b642e755288a,lqrta_glide_5f85e2befe3a,21,glide_robust_lhs_logqr_021,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_ba6bcbcdec64,lqrta_glide_0dafdfc119dd,4,glide_robust_anchor_surface_conservative_004,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_cb50756b85bc,lqrta_glide_44deb36276da,14,glide_robust_lhs_logqr_014,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_cb97e4186b24,lqrta_glide_98cca5598391,28,glide_robust_lhs_logqr_028,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_ccb87c793018,lqrta_glide_eefc936537e9,16,glide_robust_lhs_logqr_016,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_ecc7a7b2124c,lqrta_glide_f2adf1e7f7c0,7,glide_robust_anchor_balanced_agile_007,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_ee8c722233b4,lqrta_glide_919169632a99,12,glide_robust_lhs_logqr_012,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_ef14164f2c18,lqrta_glide_e446fb3e1c83,8,glide_robust_lhs_logqr_008,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_f35e4670e633,lqrta_glide_474856afff8f,2,glide_robust_anchor_velocity_energy_heavy_002,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_f4ef881af936,lqrta_glide_4a13edd93cc2,6,glide_robust_anchor_balanced_robust_006,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_f5e686e8cbd4,lqrta_glide_d1de706e6eaf,17,glide_robust_lhs_logqr_017,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_fed01f31f317,lqrta_glide_12da11e69820,23,glide_robust_lhs_logqr_023,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
lift_entry,lift_entry,transition_object,primvar_lift_entry_transition_object_137df5de5a5f,lqrta_lift_entry_dec72850e067,8,lift_entry_robust_lhs_logqr_008,inflight_stable,1,120,False,"{""w1_annular_gp_randomised_single"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0005603036597174319,0.0005603036597174319,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11697537542358238,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,False,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
lift_entry,lift_entry,transition_object,primvar_lift_entry_transition_object_13c8dc90cda4,lqrta_lift_entry_7dabfae6466c,20,lift_entry_robust_lhs_logqr_020,inflight_stable,1,120,False,"{""w1_annular_gp_randomised_single"":1}",0,0.0,0.0,0,0.0,0.6209824135839903,0.0,0.0,0,0.030565560221941845,0.030565560221941845,0.1,1.0,0.1,1.0,0.0,"{""recoverable_degraded"":1}",True,0.2,0.6,2,-0.11428728873220242,False,incomplete_rows_expected_120_actual_1;success_lcb_below_threshold;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,False,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
