primitive_id,primitive_family,entry_role,primitive_variant_id,controller_id,candidate_index,candidate_weight_label,transition_entry_class,row_count,expected_row_count,rows_complete_for_entry_class,per_environment_row_count_json,transition_success_count,transition_success_rate,transition_success_lcb,hard_failure_count,hard_failure_rate,hard_failure_ucb,worst_environment_success_rate,worst_environment_success_lcb,useful_environment_count,updraft_gain_proxy_mean_m,clipped_updraft_gain,lift_dwell_mean_s,clipped_lift_dwell,rollout_duration_mean_s,clipped_rollout_duration,saturation_mean,transition_exit_class_distribution_json,timing_compliant,success_lcb_threshold,hard_failure_ucb_threshold,useful_environment_count_threshold,r5_transition_training_score,r5_training_eligible,r5_training_blockers,pareto_front,selected_for_r7,selected_rank,r5_training_status,r5_transition_training_version,r5_transition_training_score_formula
glide,glide,transition_object,primvar_glide_transition_object_206f7b676546,lqrta_glide_63bd00ea15bb,27,glide_robust_lhs_logqr_027,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_29833a293ff0,lqrta_glide_22d2c85316e0,24,glide_robust_lhs_logqr_024,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_2fb729f12612,lqrta_glide_2fa878bb2a85,3,glide_robust_anchor_rate_damped_003,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_3212da74eedb,lqrta_glide_fc19fdbed9aa,31,glide_robust_lhs_logqr_031,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_501c9d4adf58,lqrta_glide_8e7f98babbb0,0,glide_robust_anchor_nominal_000,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_5a4cf008c505,lqrta_glide_5904de7cd531,15,glide_robust_lhs_logqr_015,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_5b6e59ac2c86,lqrta_glide_39e1908fb9b2,13,glide_robust_lhs_logqr_013,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_609caded6b92,lqrta_glide_5979bbfe4ea3,9,glide_robust_lhs_logqr_009,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_6c69dbb02a1d,lqrta_glide_204b1bd75790,5,glide_robust_anchor_surface_aggressive_005,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_704e8359fbd0,lqrta_glide_f98ee5410950,26,glide_robust_lhs_logqr_026,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_735da883b034,lqrta_glide_75cecf1404f0,30,glide_robust_lhs_logqr_030,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_7812431947b4,lqrta_glide_1692c073e8be,10,glide_robust_lhs_logqr_010,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""inflight_stable"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_7c141f30099f,lqrta_glide_d9d9987891e1,20,glide_robust_lhs_logqr_020,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_828904758d47,lqrta_glide_68a3c3677510,29,glide_robust_lhs_logqr_029,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_84a929cbc028,lqrta_glide_d95b8ef887a8,18,glide_robust_lhs_logqr_018,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
glide,glide,transition_object,primvar_glide_transition_object_95996c42f715,lqrta_glide_dd3aaf9c7166,22,glide_robust_lhs_logqr_022,launch_gate,1,120,False,"{""dry_air"":1}",1,1.0,0.3790175864160097,0,0.0,0.6209824135839903,1.0,0.3790175864160097,1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,"{""post_launch_degraded"":1}",True,0.2,0.6,2,0.11691934505761065,False,incomplete_rows_expected_120_actual_1;hard_failure_ucb_above_threshold;insufficient_useful_environment_count,True,False,,ineligible,r5_transition_robust_qr_training_v1,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
