case_id,step,time_s,x_w,y_w,z_w,phi_rad,theta_rad,psi_rad,speed_m_s,primitive_id,candidate_index,outcome_class,transition_exit_class,transition_chain_compatible,saturation_fraction
case1_glide_launch_dry,0,0.0,1.3636812812188497,2.159272767347774,1.7652589183067002,0.45417699308344156,-0.6225218374350043,0.03678035609078909,6.504158480638977,glide,0,initial,,,0.0
case1_glide_launch_dry,1,0.1,1.8831668946722815,2.228039632206759,1.335676583203064,0.4251839888346847,-0.6339790852237276,0.05450366471005538,7.052075081885969,glide,0,weak,post_launch_degraded,True,0.0
case1_glide_launch_dry,2,0.2,2.42984473355525,2.3180148509829652,0.8560525286931905,0.3662140239912652,-0.6663187451140695,0.10823255275231927,7.604616149187695,glide,0,weak,recoverable_degraded,False,0.0
case1_glide_launch_dry,3,0.3,3.0063881694622645,2.431725242825777,0.3308259137291977,0.29638562233719834,-0.707243586436021,0.18503296794546106,8.159721230600882,glide,0,failed,hard_failure,False,0.0
case2_lift_entry_inflight_single,0,0.0,3.7213011621037575,1.6805610839652838,2.1128395651854244,0.017037401963201793,0.004155739727646902,-0.3374512454930071,4.212934588416472,lift_entry,31,initial,,,0.0
case2_lift_entry_inflight_single,1,0.1,4.118295531594552,1.5366777479841804,2.125006911550434,-0.027370740604877132,0.013480432000519325,-0.34352470443820016,4.236853686183257,lift_entry,31,weak,recoverable_degraded,False,0.0
case2_lift_entry_inflight_single,2,0.2,4.516903125040832,1.3889326517801828,2.1287144431021963,-0.1366866818070758,0.01547860782204237,-0.35410372627032377,4.267456605657451,lift_entry,31,weak,recoverable_degraded,False,0.0
case2_lift_entry_inflight_single,3,0.3,4.91454094757837,1.2310906355108509,2.1134854090186765,-0.2451194092983045,0.025258834294910514,-0.37289897303786235,4.296665414739948,lift_entry,31,weak,inflight_stable,True,0.0
case2_lift_entry_inflight_single,4,0.4,5.307991406671464,1.0581871999455836,2.0730691316962573,-0.2657650446586276,0.013712687873553857,-0.389785290786325,4.343022279797122,lift_entry,31,weak,inflight_stable,True,0.0
case2_lift_entry_inflight_single,5,0.5,5.6968419998553275,0.8675612252481629,2.0094949326409632,-0.252301727909713,0.0077158341349782885,-0.4173345433158901,4.41508008509961,lift_entry,31,weak,inflight_stable,True,0.0
case2_lift_entry_inflight_single,6,0.6,6.081397547416782,0.6567879236805816,1.9334624619924283,-0.24439048644706507,0.03553932297912599,-0.466467673699224,4.482719661899167,lift_entry,31,weak,recoverable_degraded,False,0.0
case2_lift_entry_inflight_single,7,0.7,6.457851850555054,0.42594970082776207,1.851417384351312,-0.2830593187920371,0.11759915222451583,-0.5488491744803263,4.482566933404186,lift_entry,31,weak,boundary_near,True,0.0
case2_lift_entry_inflight_single,8,0.8,6.603623836457365,0.32853359748079813,1.8169612651331863,-0.31842774510641114,0.15271820735109248,-0.5922183926065346,4.448486803207277,lift_entry,31,failed,hard_failure,False,0.0
case3_turn_left_inflight_four,0,0.0,3.387858800745266,2.2831894484396873,1.6862120056017387,-0.11707335006705459,-0.025629835597767943,-0.04099337433719859,5.495276479227026,mild_turn_left,2,initial,,,0.0
case3_turn_left_inflight_four,1,0.1,3.935011037563185,2.238966283524105,1.6467570306740031,-0.0966316557518145,0.0015806253301536232,-0.053128263620299994,5.513155590239625,mild_turn_left,2,weak,inflight_stable,True,0.0
case3_turn_left_inflight_four,2,0.2,4.482493583287051,2.188025479649201,1.5961843996617955,-0.06978201471500271,-0.0021625675896637117,-0.07822288861248851,5.531084642672628,mild_turn_left,2,weak,inflight_stable,True,0.0
case3_turn_left_inflight_four,3,0.3,5.031494863021364,2.13066742288377,1.548243650424649,-0.02024785569832603,0.027284988636841992,-0.1079579132514879,5.548000929920106,mild_turn_left,2,weak,recoverable_degraded,False,0.0
case3_turn_left_inflight_four,4,0.4,5.5816354458265245,2.0709857885329024,1.5256369427520948,0.0912712728231136,0.06876314970740606,-0.12908045440328053,5.523776896473738,mild_turn_left,2,weak,recoverable_degraded,False,0.0
case3_turn_left_inflight_four,5,0.5,6.129177667128641,2.0206395690107226,1.5265239312278693,0.1997281808948056,0.13442355932830446,-0.12809863216837222,5.4637092644494905,mild_turn_left,2,weak,inflight_stable,True,0.0
case3_turn_left_inflight_four,6,0.6,6.669191098511351,1.98896022057123,1.5420036089952558,0.223661031673615,0.15530219681636503,-0.11463268258171175,5.357267241713375,mild_turn_left,2,weak,safe_terminal,True,0.0
case3_turn_left_inflight_four,7,0.7,6.669191098511351,1.98896022057123,1.5420036089952558,0.223661031673615,0.15530219681636503,-0.11463268258171175,5.357267241713375,mild_turn_left,2,blocked,hard_failure,False,0.0
case4_recovery_boundary_four,0,0.0,6.386561914477636,2.0593404556782917,2.2834350929191096,-0.31371276494359684,0.09249196826472464,-0.16010551123449235,6.364737304945224,recovery,8,initial,,,0.0
case4_recovery_boundary_four,1,0.1,6.636120198280631,2.0174748347521487,2.299566231313472,-0.2952552273294493,0.08355130657167018,-0.15590520199187832,6.3157829273609964,recovery,8,weak,safe_terminal,True,0.0
case4_recovery_boundary_four,2,0.2,6.636120198280631,2.0174748347521487,2.299566231313472,-0.2952552273294493,0.08355130657167018,-0.15590520199187832,6.3157829273609964,recovery,8,blocked,hard_failure,False,0.0
