t_read_host_s,line_text
0.2381744,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,864356082"
0.999984,"RX_EVENT,0,0,865109267,32768,32768,32768,32768"
0.999984,"OK_EVENT,SET_NEUTRAL"
1.0155057,"COMMIT_EVENT,0,0,865109267,865125762,1116846,1500,1500,1500,1500,1500,1500,1500,1500"
6.3701552,"RX_EVENT,0,0,870478286,32768,32768,32768,32768"
6.3915319,"COMMIT_EVENT,0,0,870478286,870485762,1117114,1500,1500,1500,1500,1500,1500,1500,1500"
6.3915319,"RX_EVENT,1,0,870499020,32768,32768,32768,32768"
6.4096074,"COMMIT_EVENT,1,0,870499020,870505762,1117115,1500,1500,1500,1500,1500,1500,1500,1500"
6.4096074,"RX_EVENT,2,0,870519077,32768,32768,32768,32768"
6.4096074,"COMMIT_EVENT,2,0,870519077,870525762,1117116,1500,1500,1500,1500,1500,1500,1500,1500"
6.4257778,"RX_EVENT,3,0,870536910,32768,32768,32768,32768"
6.4443845,"COMMIT_EVENT,3,0,870536910,870545762,1117117,1500,1500,1500,1500,1500,1500,1500,1500"
6.4443845,"RX_EVENT,4,0,870556727,32768,32768,32768,32768"
6.4574764,"COMMIT_EVENT,4,0,870556727,870565762,1117118,1500,1500,1500,1500,1500,1500,1500,1500"
6.4574764,"RX_EVENT,5,0,870570268,32768,32768,32768,32768"
6.4708837,"RX_EVENT,6,0,870583318,32768,32768,32768,32768"
6.4708837,"COMMIT_EVENT,6,0,870583318,870585762,1117119,1500,1500,1500,1500,1500,1500,1500,1500"
6.4849427,"RX_EVENT,7,0,870596764,32768,32768,32768,32768"
6.508386,"COMMIT_EVENT,7,0,870596764,870605762,1117120,1500,1500,1500,1500,1500,1500,1500,1500"
6.508386,"RX_EVENT,8,0,870610734,32768,32768,32768,32768"
6.5214283,"COMMIT_EVENT,8,0,870610734,870625762,1117121,1500,1500,1500,1500,1500,1500,1500,1500"
6.5214283,"RX_EVENT,9,0,870634355,32768,32768,32768,32768"
6.5341426,"COMMIT_EVENT,9,0,870634355,870645762,1117122,1500,1500,1500,1500,1500,1500,1500,1500"
6.5467432,"RX_EVENT,10,0,870659953,32768,32768,32768,32768"
6.5467432,"COMMIT_EVENT,10,0,870659953,870665762,1117123,1500,1500,1500,1500,1500,1500,1500,1500"
6.5677898,"RX_EVENT,11,0,870672497,32768,32768,32768,32768"
6.5792228,"COMMIT_EVENT,11,0,870672497,870685762,1117124,1500,1500,1500,1500,1500,1500,1500,1500"
6.5792228,"RX_EVENT,12,0,870693526,32768,32768,32768,32768"
6.5900592,"COMMIT_EVENT,12,0,870693526,870705762,1117125,1500,1500,1500,1500,1500,1500,1500,1500"
6.6110653,"RX_EVENT,13,0,870716038,32768,32768,32768,32768"
6.6110653,"COMMIT_EVENT,13,0,870716038,870725762,1117126,1500,1500,1500,1500,1500,1500,1500,1500"
6.6236647,"RX_EVENT,14,0,870736856,32768,32768,32768,32768"
6.6357912,"COMMIT_EVENT,14,0,870736856,870745762,1117127,1500,1500,1500,1500,1500,1500,1500,1500"
6.6574579,"RX_EVENT,15,0,870761532,32768,32768,32768,32768"
6.6574579,"COMMIT_EVENT,15,0,870761532,870765762,1117128,1500,1500,1500,1500,1500,1500,1500,1500"
6.6574579,"RX_EVENT,16,0,870771758,32768,32768,32768,32768"
