event_id,surface_index,surface_name,command_before_norm_1,command_before_norm_2,command_before_norm_3,command_before_norm_4,command_after_norm_1,command_after_norm_2,command_after_norm_3,command_after_norm_4,scheduled_start_s,scheduled_end_s,random_seed,repetition_index,step_kind,step_label,latency_method
1,2,Aileron_R,0,0,0,0,0,0.7,0,0,8.2839691,8.8839691,2,1,step_to_command,latency_bang_bang_Aileron_R_step_to_command_+0.700,bang_bang_measured_response_fraction
2,2,Aileron_R,0,0.7,0,0,0,0,0,0,8.8839691,9.4839691,2,1,return_to_neutral,latency_bang_bang_Aileron_R_return_to_neutral_-0.700,bang_bang_measured_response_fraction
3,2,Aileron_R,0,0,0,0,0,-0.7,0,0,9.4839691,10.0839691,2,1,step_to_command,latency_bang_bang_Aileron_R_step_to_command_-0.700,bang_bang_measured_response_fraction
4,2,Aileron_R,0,-0.7,0,0,0,0,0,0,10.0839691,10.6839691,2,1,return_to_neutral,latency_bang_bang_Aileron_R_return_to_neutral_+0.700,bang_bang_measured_response_fraction
5,4,Elevator,0,0,0,0,0,0,0,0.7,10.6839691,11.2839691,2,1,step_to_command,latency_bang_bang_Elevator_step_to_command_+0.700,bang_bang_measured_response_fraction
6,4,Elevator,0,0,0,0.7,0,0,0,0,11.2839691,11.8839691,2,1,return_to_neutral,latency_bang_bang_Elevator_return_to_neutral_-0.700,bang_bang_measured_response_fraction
7,4,Elevator,0,0,0,0,0,0,0,-0.7,11.8839691,12.4839691,2,1,step_to_command,latency_bang_bang_Elevator_step_to_command_-0.700,bang_bang_measured_response_fraction
8,4,Elevator,0,0,0,-0.7,0,0,0,0,12.4839691,13.0839691,2,1,return_to_neutral,latency_bang_bang_Elevator_return_to_neutral_+0.700,bang_bang_measured_response_fraction
9,1,Aileron_L,0,0,0,0,0.7,0,0,0,13.0839691,13.6839691,2,1,step_to_command,latency_bang_bang_Aileron_L_step_to_command_+0.700,bang_bang_measured_response_fraction
10,1,Aileron_L,0.7,0,0,0,0,0,0,0,13.6839691,14.2839691,2,1,return_to_neutral,latency_bang_bang_Aileron_L_return_to_neutral_-0.700,bang_bang_measured_response_fraction
11,1,Aileron_L,0,0,0,0,-0.7,0,0,0,14.2839691,14.8839691,2,1,step_to_command,latency_bang_bang_Aileron_L_step_to_command_-0.700,bang_bang_measured_response_fraction
12,1,Aileron_L,-0.7,0,0,0,0,0,0,0,14.8839691,15.4839691,2,1,return_to_neutral,latency_bang_bang_Aileron_L_return_to_neutral_+0.700,bang_bang_measured_response_fraction
13,3,Rudder,0,0,0,0,0,0,0.7,0,15.4839691,16.0839691,2,1,step_to_command,latency_bang_bang_Rudder_step_to_command_+0.700,bang_bang_measured_response_fraction
14,3,Rudder,0,0,0.7,0,0,0,0,0,16.0839691,16.6839691,2,1,return_to_neutral,latency_bang_bang_Rudder_return_to_neutral_-0.700,bang_bang_measured_response_fraction
15,3,Rudder,0,0,0,0,0,0,-0.7,0,16.6839691,17.2839691,2,1,step_to_command,latency_bang_bang_Rudder_step_to_command_-0.700,bang_bang_measured_response_fraction
16,3,Rudder,0,0,-0.7,0,0,0,0,0,17.2839691,17.8839691,2,1,return_to_neutral,latency_bang_bang_Rudder_return_to_neutral_+0.700,bang_bang_measured_response_fraction
17,3,Rudder,0,0,0,0,0,0,-0.7,0,17.8839691,18.4839691,2,2,step_to_command,latency_bang_bang_Rudder_step_to_command_-0.700,bang_bang_measured_response_fraction
18,3,Rudder,0,0,-0.7,0,0,0,0,0,18.4839691,19.0839691,2,2,return_to_neutral,latency_bang_bang_Rudder_return_to_neutral_+0.700,bang_bang_measured_response_fraction
19,3,Rudder,0,0,0,0,0,0,0.7,0,19.0839691,19.6839691,2,2,step_to_command,latency_bang_bang_Rudder_step_to_command_+0.700,bang_bang_measured_response_fraction
20,3,Rudder,0,0,0.7,0,0,0,0,0,19.6839691,20.2839691,2,2,return_to_neutral,latency_bang_bang_Rudder_return_to_neutral_-0.700,bang_bang_measured_response_fraction
21,2,Aileron_R,0,0,0,0,0,-0.7,0,0,20.2839691,20.8839691,2,2,step_to_command,latency_bang_bang_Aileron_R_step_to_command_-0.700,bang_bang_measured_response_fraction
22,2,Aileron_R,0,-0.7,0,0,0,0,0,0,20.8839691,21.4839691,2,2,return_to_neutral,latency_bang_bang_Aileron_R_return_to_neutral_+0.700,bang_bang_measured_response_fraction
23,2,Aileron_R,0,0,0,0,0,0.7,0,0,21.4839691,22.0839691,2,2,step_to_command,latency_bang_bang_Aileron_R_step_to_command_+0.700,bang_bang_measured_response_fraction
24,2,Aileron_R,0,0.7,0,0,0,0,0,0,22.0839691,22.6839691,2,2,return_to_neutral,latency_bang_bang_Aileron_R_return_to_neutral_-0.700,bang_bang_measured_response_fraction
25,1,Aileron_L,0,0,0,0,-0.7,0,0,0,22.6839691,23.2839691,2,2,step_to_command,latency_bang_bang_Aileron_L_step_to_command_-0.700,bang_bang_measured_response_fraction
26,1,Aileron_L,-0.7,0,0,0,0,0,0,0,23.2839691,23.8839691,2,2,return_to_neutral,latency_bang_bang_Aileron_L_return_to_neutral_+0.700,bang_bang_measured_response_fraction
27,1,Aileron_L,0,0,0,0,0.7,0,0,0,23.8839691,24.4839691,2,2,step_to_command,latency_bang_bang_Aileron_L_step_to_command_+0.700,bang_bang_measured_response_fraction
28,1,Aileron_L,0.7,0,0,0,0,0,0,0,24.4839691,25.0839691,2,2,return_to_neutral,latency_bang_bang_Aileron_L_return_to_neutral_-0.700,bang_bang_measured_response_fraction
29,4,Elevator,0,0,0,0,0,0,0,-0.7,25.0839691,25.6839691,2,2,step_to_command,latency_bang_bang_Elevator_step_to_command_-0.700,bang_bang_measured_response_fraction
30,4,Elevator,0,0,0,-0.7,0,0,0,0,25.6839691,26.2839691,2,2,return_to_neutral,latency_bang_bang_Elevator_return_to_neutral_+0.700,bang_bang_measured_response_fraction
31,4,Elevator,0,0,0,0,0,0,0,0.7,26.2839691,26.8839691,2,2,step_to_command,latency_bang_bang_Elevator_step_to_command_+0.700,bang_bang_measured_response_fraction
32,4,Elevator,0,0,0,0.7,0,0,0,0,26.8839691,27.4839691,2,2,return_to_neutral,latency_bang_bang_Elevator_return_to_neutral_-0.700,bang_bang_measured_response_fraction
33,2,Aileron_R,0,0,0,0,0,0.7,0,0,27.4839691,28.0839691,2,3,step_to_command,latency_bang_bang_Aileron_R_step_to_command_+0.700,bang_bang_measured_response_fraction
34,2,Aileron_R,0,0.7,0,0,0,0,0,0,28.0839691,28.6839691,2,3,return_to_neutral,latency_bang_bang_Aileron_R_return_to_neutral_-0.700,bang_bang_measured_response_fraction
35,2,Aileron_R,0,0,0,0,0,-0.7,0,0,28.6839691,29.2839691,2,3,step_to_command,latency_bang_bang_Aileron_R_step_to_command_-0.700,bang_bang_measured_response_fraction
36,2,Aileron_R,0,-0.7,0,0,0,0,0,0,29.2839691,29.8839691,2,3,return_to_neutral,latency_bang_bang_Aileron_R_return_to_neutral_+0.700,bang_bang_measured_response_fraction
37,1,Aileron_L,0,0,0,0,0.7,0,0,0,29.8839691,30.4839691,2,3,step_to_command,latency_bang_bang_Aileron_L_step_to_command_+0.700,bang_bang_measured_response_fraction
38,1,Aileron_L,0.7,0,0,0,0,0,0,0,30.4839691,31.0839691,2,3,return_to_neutral,latency_bang_bang_Aileron_L_return_to_neutral_-0.700,bang_bang_measured_response_fraction
39,1,Aileron_L,0,0,0,0,-0.7,0,0,0,31.0839691,31.6839691,2,3,step_to_command,latency_bang_bang_Aileron_L_step_to_command_-0.700,bang_bang_measured_response_fraction
40,1,Aileron_L,-0.7,0,0,0,0,0,0,0,31.6839691,32.2839691,2,3,return_to_neutral,latency_bang_bang_Aileron_L_return_to_neutral_+0.700,bang_bang_measured_response_fraction
41,4,Elevator,0,0,0,0,0,0,0,0.7,32.2839691,32.8839691,2,3,step_to_command,latency_bang_bang_Elevator_step_to_command_+0.700,bang_bang_measured_response_fraction
