compact_library_id,library_size_case_id,library_size_human_label,primitive_variant_id,transition_object_id,primitive_id,entry_role,transition_entry_class,controller_id,finite_horizon_s,controller_input_slots_per_primitive,controller_input_update_period_s,primitive_timing_contract_version,primitive_timing_contract_status,transition_success_probability,transition_chain_compatible_rate,transition_exit_classes_seen,transition_pairs_seen,continuation_probability,terminal_useful_probability,hard_failure_risk,expected_energy_residual_m,expected_updraft_gain_proxy_m,expected_lift_dwell_time_s,minimum_wall_margin_min_m,floor_margin_min_m,ceiling_margin_min_m,saturation_fraction_mean,known_failure_boundaries,environment_coverage,runtime_context_conditioning_required,runtime_context_conditioning_version,runtime_context_conditioning_policy,context_conditioning_keys,sample_count,margin_class,prediction_source,claim_status
v53lib_heavy_cluster_333c01234457,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_6037c9381454,primvar_energy_retaining_bank_transition_object_6037c9381454__entry_boundary_near,energy_retaining_bank,transition_object,boundary_near,lqrta_energy_retaining_bank_dbdee1b566a8,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.675,0.675,boundary_near;inflight_stable;recoverable_degraded;safe_terminal,boundary_near->boundary_near;boundary_near->inflight_stable;boundary_near->recoverable_degraded;boundary_near->safe_terminal,0.675,0.55,0.0,-0.0316640349265725,0.0,0.026375,-0.0705793607766631,0.5087529589151112,0.7971669948028199,0.8099999999999999,boundary_near_route_usable_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_d72c497f8ee2,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_b9bf63384496,primvar_energy_retaining_bank_transition_object_b9bf63384496__entry_inflight_stable,energy_retaining_bank,transition_object,inflight_stable,lqrta_energy_retaining_bank_be1cc97ccb7c,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.81875,0.81875,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.81875,0.0,0.0,-0.0032277843805149,0.0,0.0645,0.2083228300815873,0.6119075062555205,0.8739117782637926,0.38875,inflight_stable_high_probability_transition_survivor,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_921b4d20a36a,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_c4084b2534a1,primvar_energy_retaining_bank_transition_object_c4084b2534a1__entry_launch_gate,energy_retaining_bank,transition_object,launch_gate,lqrta_energy_retaining_bank_90a5efd6932b,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,1.0,inflight_stable;post_launch_degraded,launch_gate->inflight_stable;launch_gate->post_launch_degraded,1.0,0.0,0.0,-0.002211513598836,0.0,0.006125,0.0042965023720533,0.8825817840487608,1.6649889354545326,0.41875,launch_gate_route_usable_nonzero_handoff_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_905444c12ff4,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_09c6676be302,primvar_energy_retaining_bank_transition_object_09c6676be302__entry_launch_gate,energy_retaining_bank,transition_object,launch_gate,lqrta_energy_retaining_bank_2ae2d59c803d,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,1.0,inflight_stable;post_launch_degraded,launch_gate->inflight_stable;launch_gate->post_launch_degraded,1.0,0.0,0.0,-0.0018758015352387,0.0,0.00925,0.0042965023720533,0.8829774228690511,1.6618124341349887,1.1474999999999995,launch_gate_route_usable_nonzero_handoff_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_ed4540b623c4,heavy_cluster,heavy clustering and merging,primvar_energy_retaining_bank_transition_object_025cfc5d3e14,primvar_energy_retaining_bank_transition_object_025cfc5d3e14__entry_recoverable_degraded,energy_retaining_bank,transition_object,recoverable_degraded,lqrta_energy_retaining_bank_01c4074037c8,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.3125,0.3125,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.3125,0.0,0.0,-0.0776422553180278,0.0,0.0574999999999999,0.4306570374124799,0.468133558071062,0.7871842656921331,1.09875,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_bee360ec27e4,heavy_cluster,heavy clustering and merging,primvar_glide_transition_object_145a0dfd4b07,primvar_glide_transition_object_145a0dfd4b07__entry_boundary_near,glide,transition_object,boundary_near,lqrta_glide_72f8dffa9944,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.6875,0.6875,boundary_near;inflight_stable;recoverable_degraded;safe_terminal,boundary_near->boundary_near;boundary_near->inflight_stable;boundary_near->recoverable_degraded;boundary_near->safe_terminal,0.6875,0.55,0.0,-0.0313236539382674,0.0,0.027,-0.0705830952425516,0.5090302414894905,0.7971669948028199,0.35,boundary_near_route_usable_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,unsafe_negative_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_f10b8cadcaa8,heavy_cluster,heavy clustering and merging,primvar_glide_transition_object_c95930e516f5,primvar_glide_transition_object_c95930e516f5__entry_inflight_stable,glide,transition_object,inflight_stable,lqrta_glide_f148b82379b7,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.8375,0.8375,boundary_near;inflight_stable;recoverable_degraded,inflight_stable->boundary_near;inflight_stable->inflight_stable;inflight_stable->recoverable_degraded,0.8375,0.0,0.0,-0.0039525645977904,0.0,0.0629999999999999,0.2080777377123306,0.6119075062555205,0.8871370016809559,0.4524999999999999,inflight_stable_high_probability_transition_survivor,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,margin_available,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_d1bcdc4e23f4,heavy_cluster,heavy clustering and merging,primvar_glide_transition_object_4dc94b932755,primvar_glide_transition_object_4dc94b932755__entry_launch_gate,glide,transition_object,launch_gate,lqrta_glide_1396c5464c8d,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,1.0,inflight_stable;post_launch_degraded,launch_gate->inflight_stable;launch_gate->post_launch_degraded,1.0,0.0,0.0,-0.0013905932737998,0.0,0.007125,0.0042965023720533,0.8825113882837395,1.665699945065659,0.34875,launch_gate_route_usable_nonzero_handoff_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_52464828be6f,heavy_cluster,heavy clustering and merging,primvar_glide_transition_object_2a71e95bbc53,primvar_glide_transition_object_2a71e95bbc53__entry_launch_gate,glide,transition_object,launch_gate,lqrta_glide_56630c9f62a8,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,1.0,1.0,inflight_stable;post_launch_degraded,launch_gate->inflight_stable;launch_gate->post_launch_degraded,1.0,0.0,0.0,-0.0006234632746531,0.0,0.010125,0.0042965023720533,0.8823828716336531,1.655774031384231,1.1687499999999995,launch_gate_route_usable_nonzero_handoff_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,tight_margin,W3_summary_interpretable,simulation_only_outcome_model
v53lib_heavy_cluster_f36bbf2351fa,heavy_cluster,heavy clustering and merging,primvar_glide_transition_object_017649b8ef0e,primvar_glide_transition_object_017649b8ef0e__entry_recoverable_degraded,glide,transition_object,recoverable_degraded,lqrta_glide_a26a571f47cf,0.1,5,0.02,v411_0p10s_5slot_20ms,compliant,0.30625,0.30625,boundary_near;inflight_stable;recoverable_degraded,recoverable_degraded->boundary_near;recoverable_degraded->inflight_stable;recoverable_degraded->recoverable_degraded,0.30625,0.0,0.0,-0.0768277379396654,0.0,0.06,0.4307025891637576,0.4677341534195128,0.7871842656921331,1.0,recoverable_degraded_route_usable_nonzero_progress_low_hard_failure,dry_air;w3_randomised_four;w3_randomised_single,True,robust_context_conditioned_outcome_v2_changed_case_and_sample_coverage,robust_downgrade_only_never_optimistic,library_size_case_id;compact_library_id;start_state_family;environment_class;local_w_wing;local_uncertainty;margins;environment_block;active_fan_count,160,margin_available,W3_summary_interpretable,simulation_only_outcome_model
