primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_transition_object_1496c1056095,lqrta_glide_9c025de6b4a9,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_695ff19c72d1,lqrta_glide_5dcb097f23f0,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_f1f29bec7cfd,lqrta_glide_a6d4b42f8852,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_16de5b534d61,lqrta_glide_e660b4045857,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_8c06804965c3,lqrta_glide_bf9cbf09fad2,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_e53977986fe9,lqrta_glide_610ace9b29ca,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_9111633afb90,lqrta_glide_c41f39dfa642,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_fa679b206710,lqrta_glide_5270b7d0c096,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_6dc7bd4994db,lqrta_glide_230b67406c10,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_690337f52d95,lqrta_glide_38428174eeb6,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_e8044cdc98f6,lqrta_glide_f4896ec285f5,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_503b97a5e4e5,lqrta_glide_454b682e9e36,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_8cc34911f5c1,lqrta_glide_ea05e74fbae2,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_5b96a04ac7b4,lqrta_glide_42fd93b48fb4,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_7e94dc088ab4,lqrta_glide_f991554b64a3,glide,0,glide_robust_anchor_nominal_ref_nominal_000,ready,
primvar_glide_transition_object_13ec5793cbbc,lqrta_glide_456cc242793c,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_f8621c170328,lqrta_glide_65d075f1d221,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_fa3df7b02d2d,lqrta_glide_ce8f463becc5,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_077f92e82831,lqrta_glide_1223a180caca,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
