source_primitive_id,coverage_region_id,w3_role,candidate_w3_status,candidate_w3_recommendation,governor_seed_candidate,accepted_nominal_case,governor_coverage_status_s005,recommended_next_step_s005
bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,target_015|favourable|U1_single_fan|W1|dp1,target_steering,w3_marginal,refine_seed_before_governor,False,False,governor_seed_rejected_refine_first,refine_seed_before_governor
glide_none_favourable_U4_four_fan_W2_dp1,target_none|favourable|U4_four_fan|W2|dp1,glide_transit,w3_supported,send_to_governor_seed,True,True,governor_seed_available,available_for_future_outer_loop_governor_simulation
recovery_none_favourable_U4_four_fan_W1_dp1,target_none|favourable|U4_four_fan|W1|dp1,recovery_fallback,w3_supported,send_to_governor_seed,True,True,governor_seed_available,available_for_future_outer_loop_governor_simulation
mild_bank_none_favourable_U1_single_fan_W2_dp1,target_none|favourable|U1_single_fan|W2|dp1,mild_bank_updraft_encounter,w3_supported,send_to_governor_seed,True,True,governor_seed_available,available_for_future_outer_loop_governor_simulation
glide_none_favourable_U1_single_fan_W2_dp1,target_none|favourable|U1_single_fan|W2|dp1,environment_comparison,w3_supported,send_to_governor_seed,True,True,governor_seed_available,available_for_future_outer_loop_governor_simulation
