stage_id,library_size_case_id,start_state_family,transition_entry_class,transition_exit_class,primitive_id,primitive_family,entry_role,regime_label,launch_gate_entry_primitive_family_count,active_primitive_family_count,launch_gate_candidate_rows,expected_launch_gate_rows_per_active_primitive,expected_full_dense_launch_gate_rows_present,entry_role_rejection_count,rejection_rate,accepted_count,weak_count,failed_count,rejected_count,blocked_count,continuation_valid_count,terminal_useful_count,hard_failure_count,credible_launch_gate_outcome,r5_launch_entry_gate_passed,first_decision_audit_mode
W01,not_applicable_w01,inflight_boundary_near,boundary_near,boundary_near,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,95,333,0,0,0,428,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,boundary_near,glide,glide,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,94,334,0,0,0,428,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,boundary_near,lift_dwell_arc,lift_dwell,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,97,333,0,0,0,430,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,boundary_near,lift_entry,lift_entry,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,95,334,0,0,0,429,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,boundary_near,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,92,336,0,0,0,428,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,boundary_near,mild_turn_right,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,97,332,0,0,0,429,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,boundary_near,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,95,334,0,0,0,429,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,boundary_near,safe_exit_or_recovery_handoff,safe_exit,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,98,332,0,0,0,430,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,hard_failure,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,0,0,1,0,0,0,0,1,False,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,hard_failure,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,0,0,1,0,0,0,0,1,False,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,hard_failure,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,0,0,1,0,0,0,0,1,False,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,inflight_stable,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,11,43,0,0,0,54,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,inflight_stable,glide,glide,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,14,41,0,0,0,55,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,inflight_stable,lift_dwell_arc,lift_dwell,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,12,41,0,0,0,53,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,inflight_stable,lift_entry,lift_entry,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,13,42,0,0,0,55,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,inflight_stable,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,11,43,0,0,0,54,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,inflight_stable,mild_turn_right,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,15,45,0,0,0,60,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,inflight_stable,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,13,45,0,0,0,58,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,inflight_stable,safe_exit_or_recovery_handoff,safe_exit,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,14,43,0,0,0,57,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,recoverable_degraded,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,7,5,0,0,0,12,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,recoverable_degraded,glide,glide,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,4,7,0,0,0,11,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,recoverable_degraded,lift_dwell_arc,lift_dwell,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,6,6,0,0,0,12,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,recoverable_degraded,lift_entry,lift_entry,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,5,5,0,0,0,10,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,recoverable_degraded,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,8,4,0,0,0,12,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,recoverable_degraded,mild_turn_right,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,3,2,0,0,0,5,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,recoverable_degraded,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,5,3,0,0,0,8,0,0,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,boundary_near,recoverable_degraded,safe_exit_or_recovery_handoff,safe_exit,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,8,0,5120,False,0,0.0,4,4,0,0,0,8,0,0,True,False,not_applicable_w01
