stage_id,start_state_family,transition_entry_class,transition_exit_class,primitive_id,primitive_family,entry_role,regime_label,accepted_count,weak_count,failed_count,rejected_count,blocked_count,continuation_valid_count,terminal_useful_count,hard_failure_count,entry_role_rejection_count,total_rows,rejection_rate,credible_launch_gate_outcome,r5_launch_entry_gate_passed
W01,inflight_boundary_near,boundary_near,boundary_near,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,95,333,0,0,0,428,0,0,0,428,0.0,True,False
W01,inflight_boundary_near,boundary_near,boundary_near,glide,glide,transition_object,boundary_or_recovery_entry_evidence_for_8_families,94,334,0,0,0,428,0,0,0,428,0.0,True,False
W01,inflight_boundary_near,boundary_near,boundary_near,lift_dwell_arc,lift_dwell,transition_object,boundary_or_recovery_entry_evidence_for_8_families,97,333,0,0,0,430,0,0,0,430,0.0,True,False
W01,inflight_boundary_near,boundary_near,boundary_near,lift_entry,lift_entry,transition_object,boundary_or_recovery_entry_evidence_for_8_families,95,334,0,0,0,429,0,0,0,429,0.0,True,False
W01,inflight_boundary_near,boundary_near,boundary_near,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,92,336,0,0,0,428,0,0,0,428,0.0,True,False
W01,inflight_boundary_near,boundary_near,boundary_near,mild_turn_right,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,97,332,0,0,0,429,0,0,0,429,0.0,True,False
W01,inflight_boundary_near,boundary_near,boundary_near,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,95,334,0,0,0,429,0,0,0,429,0.0,True,False
W01,inflight_boundary_near,boundary_near,boundary_near,safe_exit_or_recovery_handoff,safe_exit,transition_object,boundary_or_recovery_entry_evidence_for_8_families,98,332,0,0,0,430,0,0,0,430,0.0,True,False
W01,inflight_boundary_near,boundary_near,hard_failure,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,0,1,0,0,0,0,1,0,1,0.0,False,False
W01,inflight_boundary_near,boundary_near,hard_failure,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,0,1,0,0,0,0,1,0,1,0.0,False,False
W01,inflight_boundary_near,boundary_near,hard_failure,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,0,1,0,0,0,0,1,0,1,0.0,False,False
W01,inflight_boundary_near,boundary_near,inflight_stable,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,11,43,0,0,0,54,0,0,0,54,0.0,True,False
W01,inflight_boundary_near,boundary_near,inflight_stable,glide,glide,transition_object,boundary_or_recovery_entry_evidence_for_8_families,14,41,0,0,0,55,0,0,0,55,0.0,True,False
W01,inflight_boundary_near,boundary_near,inflight_stable,lift_dwell_arc,lift_dwell,transition_object,boundary_or_recovery_entry_evidence_for_8_families,12,41,0,0,0,53,0,0,0,53,0.0,True,False
W01,inflight_boundary_near,boundary_near,inflight_stable,lift_entry,lift_entry,transition_object,boundary_or_recovery_entry_evidence_for_8_families,13,42,0,0,0,55,0,0,0,55,0.0,True,False
W01,inflight_boundary_near,boundary_near,inflight_stable,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,11,43,0,0,0,54,0,0,0,54,0.0,True,False
W01,inflight_boundary_near,boundary_near,inflight_stable,mild_turn_right,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,15,45,0,0,0,60,0,0,0,60,0.0,True,False
W01,inflight_boundary_near,boundary_near,inflight_stable,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,13,45,0,0,0,58,0,0,0,58,0.0,True,False
W01,inflight_boundary_near,boundary_near,inflight_stable,safe_exit_or_recovery_handoff,safe_exit,transition_object,boundary_or_recovery_entry_evidence_for_8_families,14,43,0,0,0,57,0,0,0,57,0.0,True,False
W01,inflight_boundary_near,boundary_near,recoverable_degraded,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,7,5,0,0,0,12,0,0,0,12,0.0,True,False
W01,inflight_boundary_near,boundary_near,recoverable_degraded,glide,glide,transition_object,boundary_or_recovery_entry_evidence_for_8_families,4,7,0,0,0,11,0,0,0,11,0.0,True,False
W01,inflight_boundary_near,boundary_near,recoverable_degraded,lift_dwell_arc,lift_dwell,transition_object,boundary_or_recovery_entry_evidence_for_8_families,6,6,0,0,0,12,0,0,0,12,0.0,True,False
W01,inflight_boundary_near,boundary_near,recoverable_degraded,lift_entry,lift_entry,transition_object,boundary_or_recovery_entry_evidence_for_8_families,5,5,0,0,0,10,0,0,0,10,0.0,True,False
W01,inflight_boundary_near,boundary_near,recoverable_degraded,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,8,4,0,0,0,12,0,0,0,12,0.0,True,False
W01,inflight_boundary_near,boundary_near,recoverable_degraded,mild_turn_right,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,3,2,0,0,0,5,0,0,0,5,0.0,True,False
W01,inflight_boundary_near,boundary_near,recoverable_degraded,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,5,3,0,0,0,8,0,0,0,8,0.0,True,False
W01,inflight_boundary_near,boundary_near,recoverable_degraded,safe_exit_or_recovery_handoff,safe_exit,transition_object,boundary_or_recovery_entry_evidence_for_8_families,4,4,0,0,0,8,0,0,0,8,0.0,True,False
W01,inflight_boundary_near,boundary_near,safe_terminal,energy_retaining_bank,energy_retaining_bank,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,785,0,0,0,0,785,0,0,785,0.0,True,False
W01,inflight_boundary_near,boundary_near,safe_terminal,glide,glide,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,786,0,0,0,0,786,0,0,786,0.0,True,False
W01,inflight_boundary_near,boundary_near,safe_terminal,lift_dwell_arc,lift_dwell,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,785,0,0,0,0,785,0,0,785,0.0,True,False
W01,inflight_boundary_near,boundary_near,safe_terminal,lift_entry,lift_entry,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,786,0,0,0,0,786,0,0,786,0.0,True,False
W01,inflight_boundary_near,boundary_near,safe_terminal,mild_turn_left,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,785,0,0,0,0,785,0,0,785,0.0,True,False
W01,inflight_boundary_near,boundary_near,safe_terminal,mild_turn_right,mild_turn,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,786,0,0,0,0,786,0,0,786,0.0,True,False
W01,inflight_boundary_near,boundary_near,safe_terminal,recovery,recovery,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,784,0,0,0,0,784,0,0,784,0.0,True,False
W01,inflight_boundary_near,boundary_near,safe_terminal,safe_exit_or_recovery_handoff,safe_exit,transition_object,boundary_or_recovery_entry_evidence_for_8_families,0,785,0,0,0,0,785,0,0,785,0.0,True,False
W01,inflight_lift_region,inflight_stable,boundary_near,energy_retaining_bank,energy_retaining_bank,transition_object,inflight_entry_evidence_for_8_families,245,342,0,0,0,587,0,0,0,587,0.0,True,False
W01,inflight_lift_region,inflight_stable,boundary_near,glide,glide,transition_object,inflight_entry_evidence_for_8_families,236,349,0,0,0,585,0,0,0,585,0.0,True,False
W01,inflight_lift_region,inflight_stable,boundary_near,lift_dwell_arc,lift_dwell,transition_object,inflight_entry_evidence_for_8_families,241,345,0,0,0,586,0,0,0,586,0.0,True,False
W01,inflight_lift_region,inflight_stable,boundary_near,lift_entry,lift_entry,transition_object,inflight_entry_evidence_for_8_families,239,351,0,0,0,590,0,0,0,590,0.0,True,False
W01,inflight_lift_region,inflight_stable,boundary_near,mild_turn_left,mild_turn,transition_object,inflight_entry_evidence_for_8_families,244,346,0,0,0,590,0,0,0,590,0.0,True,False
W01,inflight_lift_region,inflight_stable,boundary_near,mild_turn_right,mild_turn,transition_object,inflight_entry_evidence_for_8_families,239,349,0,0,0,588,0,0,0,588,0.0,True,False
W01,inflight_lift_region,inflight_stable,boundary_near,recovery,recovery,transition_object,inflight_entry_evidence_for_8_families,243,342,0,0,0,585,0,0,0,585,0.0,True,False
W01,inflight_lift_region,inflight_stable,boundary_near,safe_exit_or_recovery_handoff,safe_exit,transition_object,inflight_entry_evidence_for_8_families,247,339,0,0,0,586,0,0,0,586,0.0,True,False
W01,inflight_lift_region,inflight_stable,inflight_stable,energy_retaining_bank,energy_retaining_bank,transition_object,inflight_entry_evidence_for_8_families,219,620,0,0,0,839,0,0,0,839,0.0,True,False
W01,inflight_lift_region,inflight_stable,inflight_stable,glide,glide,transition_object,inflight_entry_evidence_for_8_families,227,607,0,0,0,834,0,0,0,834,0.0,True,False
W01,inflight_lift_region,inflight_stable,inflight_stable,lift_dwell_arc,lift_dwell,transition_object,inflight_entry_evidence_for_8_families,216,635,0,0,0,851,0,0,0,851,0.0,True,False
W01,inflight_lift_region,inflight_stable,inflight_stable,lift_entry,lift_entry,transition_object,inflight_entry_evidence_for_8_families,229,618,0,0,0,847,0,0,0,847,0.0,True,False
W01,inflight_lift_region,inflight_stable,inflight_stable,mild_turn_left,mild_turn,transition_object,inflight_entry_evidence_for_8_families,207,609,0,0,0,816,0,0,0,816,0.0,True,False
W01,inflight_lift_region,inflight_stable,inflight_stable,mild_turn_right,mild_turn,transition_object,inflight_entry_evidence_for_8_families,228,633,0,0,0,861,0,0,0,861,0.0,True,False
W01,inflight_lift_region,inflight_stable,inflight_stable,recovery,recovery,transition_object,inflight_entry_evidence_for_8_families,230,608,0,0,0,838,0,0,0,838,0.0,True,False
W01,inflight_lift_region,inflight_stable,inflight_stable,safe_exit_or_recovery_handoff,safe_exit,transition_object,inflight_entry_evidence_for_8_families,229,614,0,0,0,843,0,0,0,843,0.0,True,False
W01,inflight_lift_region,inflight_stable,recoverable_degraded,energy_retaining_bank,energy_retaining_bank,transition_object,inflight_entry_evidence_for_8_families,179,315,0,0,0,494,0,0,0,494,0.0,True,False
W01,inflight_lift_region,inflight_stable,recoverable_degraded,glide,glide,transition_object,inflight_entry_evidence_for_8_families,178,323,0,0,0,501,0,0,0,501,0.0,True,False
W01,inflight_lift_region,inflight_stable,recoverable_degraded,lift_dwell_arc,lift_dwell,transition_object,inflight_entry_evidence_for_8_families,192,291,0,0,0,483,0,0,0,483,0.0,True,False
W01,inflight_lift_region,inflight_stable,recoverable_degraded,lift_entry,lift_entry,transition_object,inflight_entry_evidence_for_8_families,173,310,0,0,0,483,0,0,0,483,0.0,True,False
W01,inflight_lift_region,inflight_stable,recoverable_degraded,mild_turn_left,mild_turn,transition_object,inflight_entry_evidence_for_8_families,193,321,0,0,0,514,0,0,0,514,0.0,True,False
W01,inflight_lift_region,inflight_stable,recoverable_degraded,mild_turn_right,mild_turn,transition_object,inflight_entry_evidence_for_8_families,179,292,0,0,0,471,0,0,0,471,0.0,True,False
W01,inflight_lift_region,inflight_stable,recoverable_degraded,recovery,recovery,transition_object,inflight_entry_evidence_for_8_families,180,317,0,0,0,497,0,0,0,497,0.0,True,False
