status,row_count,active_timing_aware_variant_count,state_feedback_delay_s_values,vicon_latency_nominal_s,vicon_filter_delay_s,command_delay_s_values,command_onset_delay_s,command_transport_delay_s,actuator_tau_s_values,actuator_t50_s,actuator_t90_s,latency_jitter_s,command_delay_steps_values,predictor_horizon_steps_values,timing_state_sources,history_backed_fifo_count,latency_case,state_delay_affects_predictor_horizon,command_delay_affects_fifo_length,actuator_lag_affects_rollout_state_propagation,W3_randomisation_changes_timing_terms_where_configured,history_backed_fifo_required_for_l6,full_delayed_state_feedback_claim
complete,102400,3840,0.0349,0.0149,0.02,0.073,0.073,0.0,"[0.05049432643111373,0.05049432643111373,0.05049432643111373]",0.108,0.13,0.0,4,2,history_backed_fifo,102400,nominal,True,True,True,not_applicable_W01,True,False
