primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_transition_object_54e1c473cc9a,lqrta_glide_f8d50c215afa,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_25448405fe20,lqrta_glide_f277e708db65,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_9f23b42cb758,lqrta_glide_8faa42743113,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_b9ecde17e256,lqrta_glide_289855aeca11,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_4772f105716a,lqrta_glide_d4a3d648c737,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_cfc0dd8a110b,lqrta_glide_aefeee062bad,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_80c756d5b314,lqrta_glide_8b2f0501a861,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_3c1ad2fe534c,lqrta_glide_c65b1fc3b60b,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
primvar_glide_transition_object_a5d42a79cba0,lqrta_glide_5c27f0f2489e,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
primvar_glide_transition_object_351b85d810b9,lqrta_glide_75cf387dfdd2,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
primvar_glide_transition_object_aa741f897c23,lqrta_glide_6de9feb20502,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
primvar_glide_transition_object_eb9fc1062813,lqrta_glide_904917c1e712,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
primvar_glide_transition_object_32e5f373ee52,lqrta_glide_3fb21bef0e38,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
primvar_glide_transition_object_8b29ec6122ca,lqrta_glide_d1baa62365a6,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
primvar_glide_transition_object_aca0c22276c9,lqrta_glide_3680ab8a1262,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
primvar_glide_transition_object_708b5ee4ba2b,lqrta_glide_65ab07b5c3e7,glide,6,glide_robust_anchor_balanced_robust_ref_left_bias_006,ready,
