split,session_label,case_id,throw_id,replay_status,alignment_window_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_final_phi_deg,sim_final_phi_deg,final_phi_residual_actual_minus_sim_deg,actual_final_theta_deg,sim_final_theta_deg,final_theta_residual_actual_minus_sim_deg,actual_final_psi_deg,sim_final_psi_deg,final_psi_residual_actual_minus_sim_deg
train,20260603_215603,C0_neutral,v001,ok,0.1,1.0430116,1.421162604,2.117099758,1.619127582,1.241574029,0.309908252,0.2212548969,0.01360836416,0.3587826628,-0.01841783817,2.597822155,0.8427800924,1.755042063,0.4569572101,0.1121365077,0.3448207023,1.227717319,2.170804507,-0.9430871877,1.177088845,2.081285105,-0.9041962598,-17.38435074,-7.552625286,-9.831725459,-18.93111905,26.15588678,-45.08700583,-2.652094672,-0.8281287603,-1.823965912
train,20260603_215603,C0_neutral,v002,ok,0.1,1.0287708,1.451626484,2.143588143,1.719459386,0.7031543527,0.14946867,0.1120846501,0.103749851,0.1689444322,-0.05615978108,2.506247447,0.5931759486,1.913071498,-0.2329090578,0.3349892554,-0.5678983131,1.329187071,2.228689694,-0.899502623,1.292014773,2.166361734,-0.8743469614,-27.14637335,-4.896291651,-22.2500817,-17.97487321,23.94664838,-41.92152158,4.123410982,4.846494404,-0.7230834216
train,20260603_215603,C0_neutral,v003,ok,0.1,1.0481863,1.764800746,2.204873637,1.482480722,4.528932011,1.081098166,0.7829388932,0.1842815554,0.910115081,-0.3138090676,3.278176679,3.742817417,-0.4646407379,0.03285305824,0.4935603448,-0.4607072866,1.085967806,1.023118908,0.06284889729,1.036044648,0.9760849846,0.05995966298,-25.42298147,-1.564079033,-23.85890243,-8.692920924,7.293578425,-15.98649935,-3.435906629,9.064184073,-12.5000907
train,20260603_215603,C0_neutral,v004,ok,0.1,1.0174754,2.045213254,2.162187584,1.354646122,4.936262964,0.7375324496,1.105482571,0.1804750889,0.9395445196,-0.2894456713,3.316378,3.929231998,-0.6128539976,0.02152850562,-0.09753752714,0.1190660328,0.9637491936,0.9112094426,0.05253975106,0.947196555,0.8955591876,0.05163736741,-30.20872738,-17.07411209,-13.13461529,-5.325744412,2.144650385,-7.470394797,-10.85496933,-13.09451196,2.239542622
train,20260603_215603,C0_neutral,v005,ok,0.1,1.1834831,1.773638175,2.009165377,1.614263446,4.33992175,1.110106702,0.8374588464,-0.1172454789,0.9174382582,-0.4390485275,3.19274718,3.188167059,0.004580120726,0.4938093977,-0.2485801068,0.7423895044,1.238647521,1.270611525,-0.03196400415,1.046611921,1.073620338,-0.02700841621,25.24304424,-17.91824044,43.16128468,-20.40537221,17.36866957,-37.77404178,-6.040792155,-25.96222629,19.92143414
train,20260603_215603,C0_neutral,v006,ok,0.1,1.0610266,1.66402089,2.058735457,1.585016076,3.596832714,1.030655701,0.8196190752,-0.1548175505,1.102089528,-0.1507233775,2.565254764,2.291588616,0.2736661484,0.2995980395,0.3693355008,-0.06973746136,1.188744213,1.406716239,-0.2179720264,1.120371735,1.32580676,-0.2054350252,10.65437318,-13.03744534,23.69181852,-13.89936584,28.6734402,-42.57280605,-2.757714309,-9.773410009,7.0156957
train,20260603_215603,C0_neutral,v007,ok,0.1,0.9432016,1.910834054,2.104419799,1.326028529,4.725515757,0.7523505947,1.189766574,0.1422813685,1.176958644,-0.2732739438,3.159773298,3.427270603,-0.267497305,-0.1956989933,0.2862648374,-0.4819638306,0.9264025998,0.7671916095,0.1592109902,0.9821893853,0.8133909119,0.1687984734,-26.28787437,-6.024771446,-20.26310293,-20.55387692,9.748905141,-30.30278206,-1.724079001,0.7230312436,-2.447110245
train,20260603_215603,C0_neutral,v009,ok,0.1,1.1230807,1.809774204,2.100533015,1.349487015,4.959247946,1.070490278,1.084053187,-0.05950613767,1.144223325,-0.1367077064,3.508976498,4.174797425,-0.6658209262,0.173594702,-0.4377135564,0.6113082584,0.9598796818,1.023002872,-0.06312319005,0.8546845136,0.9108899048,-0.05620539116,-9.745533533,-15.25656034,5.511026811,-9.82600496,1.475733656,-11.30173862,-5.82248848,-19.6547868,13.83229832
train,20260603_220741,C0_neutral,v001,ok,0.1,0.9041508,1.697053553,2.128724727,1.285226262,4.343967202,1.365320143,0.8535124051,0.0002564684299,0.7427722858,-0.4079169064,3.192648815,3.569043536,-0.3763947215,0.4740366379,-0.1386416034,0.6126782413,0.8893321755,1.148048947,-0.2587167711,0.9836104503,1.269753836,-0.2861433857,-28.50628818,-12.58343701,-15.92285118,-0.07888617517,-3.159726885,3.08084071,-15.03866181,-6.941131139,-8.097530674
train,20260603_220741,C0_neutral,v003,ok,0.1,0.9354747,1.726891046,2.140303896,1.463862201,3.706383489,1.275650924,0.8743252415,0.1874026643,0.9004442532,-0.3827598243,2.544878657,2.547857608,-0.002978950825,0.3568533012,0.3645211262,-0.007667824971,1.072179034,1.066209265,0.005969769114,1.146133651,1.139752111,0.00638153989,-13.99841591,-11.99599159,-2.002424319,-14.83580914,20.29777855,-35.13358769,-9.521471286,-11.11009887,1.588627587
train,20260603_220741,C0_neutral,v004,ok,0.1,0.9626412,1.792044907,2.061946679,1.359355116,4.470209723,1.202319764,0.8699264399,-0.1760024947,0.8783163183,0.1546372633,3.196794398,3.574772381,-0.3779779827,0.05213237324,0.1075877245,-0.05545535126,0.9600441685,0.9078667998,0.05217736862,0.9973021812,0.9430998796,0.05420230156,1.750024684,1.0615317,0.6884929843,-19.79784329,4.996973708,-24.794817,4.070234498,6.846109937,-2.775875439
train,20260603_220741,C0_neutral,v005,ok,0.1,0.7673449,1.848151136,2.103059543,1.234721996,3.939949583,0.9934539611,1.116445994,0.2598318884,1.016297127,-0.04520856665,2.454603764,2.570203996,-0.1156002318,-0.008779822043,0.4116057169,-0.420385539,0.8555566598,0.8278543942,0.02770226569,1.11495712,1.078855667,0.0361014528,-21.92100934,0.25169367,-22.17270301,-13.2683994,9.065277834,-22.33367724,-4.230755341,5.462256102,-9.693011443
train,20260603_220741,C0_neutral,v006,ok,0.1,1.0344512,1.727511427,2.130897838,1.324482205,4.361617912,1.031963337,0.7938998107,0.04360875064,0.7364863252,-0.05573838055,3.280709273,3.836147779,-0.555438506,0.1019346267,0.2375768765,-0.1356422499,0.9310732616,1.167090368,-0.2360171064,0.9000649442,1.128221774,-0.2281568299,-7.896067773,-1.065539265,-6.830528507,-9.237348907,0.8495721345,-10.08692104,-5.933748812,6.1392224,-12.07297121
