runtime_core_version,storage_contract_version,run_stage,environment_context,runtime_storage_contract,preferred_generated_file_size_mb,max_generated_file_size_mb,selected_worker_count,max_workers,os_cpu_count,memory_total_gb,memory_safety_margin_gb,estimated_worker_memory_gb,worker_fallback_reason,run_id,rows_requested,candidate_count,paired_tests_per_candidate,planned_rows,hard_gates,soft_objective_terms,raw_K_tuning_allowed,W0_W1_tune_controller_ids,W2_W3_replay_only,dry_run_schedule
contextual_runtime_v1,contextual_storage_contract_v1,R6_W0_W1_LQR_QR_tuning,W0_W1_paired_start_keys,"chunked, resumable, compressed, worker-enabled, checksum-manifested, and no generated file above 100 MB",75.0,100.0,1,1,20,31.668304443359375,8.0,2.0,none,100,500,16,50,12800,"['finite_state', 'safe_volume', 'floor_ceiling_margin', 'minimum_speed', 'surface_limits', 'valid_lqr_synthesis', 'sampled_data_stability', 'surrogate_ready']","['energy_residual_m', 'lift_dwell_time_s', 'wall_margin_m', 'saturation_fraction', 'uncertainty_m_s', 'latency_degradation', 'terminal_use_label']",False,True,True,True
