coverage_axis,coverage_value,row_count,coverage_note
primitive_id,glide,63,observed
primitive_id,recovery,63,observed
primitive_id,lift_entry,63,observed
primitive_id,lift_dwell_arc,63,observed
primitive_id,mild_turn_left,62,observed
primitive_id,mild_turn_right,62,observed
primitive_id,energy_retaining_bank,62,observed
primitive_id,safe_exit_or_recovery_handoff,62,observed
controller_id,lqr_glide_ce03674d8b3f,63,observed
controller_id,lqr_recovery_8505a48ecc94,63,observed
controller_id,lqr_lift_entry_388a98db2f76,63,observed
controller_id,lqr_lift_dwell_arc_de4b2f378472,63,observed
controller_id,lqr_mild_turn_left_e0125cc51e35,62,observed
controller_id,lqr_mild_turn_right_e7a3c535c6af,62,observed
controller_id,lqr_energy_retaining_bank_c90cfa6ec6d9,62,observed
controller_id,lqr_safe_exit_or_recovery_handoff_d6462136ec37,62,observed
W_layer,W0,250,observed
W_layer,W1,250,observed
latency_case,none,250,observed
latency_case,nominal,250,observed
start_state_family,launch_gate,200,observed
start_state_family,inflight_nominal,125,observed
start_state_family,inflight_lift_region,75,observed
start_state_family,inflight_boundary_near,50,observed
start_state_family,inflight_recovery_edge,50,observed
environment_id,W1_gaussian_single_s000500,1,observed
environment_id,W0_dry_air_s000001,1,observed
environment_id,W1_gaussian_single_s000002,1,observed
environment_id,W0_dry_air_s000003,1,observed
environment_id,W1_gaussian_single_s000484,1,observed
environment_id,W0_dry_air_s000483,1,observed
environment_id,W1_gaussian_single_s000482,1,observed
environment_id,W0_dry_air_s000481,1,observed
environment_id,W1_gaussian_single_s000480,1,observed
environment_id,W0_dry_air_s000479,1,observed
environment_id,W1_gaussian_single_s000478,1,observed
environment_id,W0_dry_air_s000477,1,observed
environment_id,W1_gaussian_single_s000476,1,observed
environment_id,W0_dry_air_s000475,1,observed
environment_id,W1_gaussian_single_s000474,1,observed
environment_id,W0_dry_air_s000473,1,observed
environment_id,W1_gaussian_single_s000472,1,observed
environment_id,W0_dry_air_s000471,1,observed
environment_id,W1_gaussian_single_s000470,1,observed
environment_id,W0_dry_air_s000469,1,observed
environment_id,W1_gaussian_single_s000036,1,observed
environment_id,W0_dry_air_s000035,1,observed
environment_id,W1_gaussian_single_s000034,1,observed
environment_id,W0_dry_air_s000033,1,observed
environment_id,W1_gaussian_single_s000032,1,observed
environment_id,W0_dry_air_s000031,1,observed
environment_id,W1_gaussian_single_s000030,1,observed
environment_id,W0_dry_air_s000029,1,observed
environment_id,W1_gaussian_single_s000028,1,observed
environment_id,W0_dry_air_s000027,1,observed
environment_id,W1_gaussian_single_s000026,1,observed
environment_id,W0_dry_air_s000025,1,observed
environment_id,W1_gaussian_single_s000024,1,observed
