primitive_id,W_layer,row_count,mean_energy_residual_m,mean_lift_dwell_time_s,min_wall_margin_m,max_saturation_fraction
energy_retaining_bank,W0,62,-0.6102660123706537,0.0,-0.09543663537941338,0.0
glide,W0,63,-0.44454260599037076,0.0,-0.11291466561162267,0.0
lift_dwell_arc,W1,63,-0.622661103755633,0.17841269841269847,-0.07942259991406253,0.0
lift_entry,W0,63,-0.7176545551192696,0.0,-0.10103536968657956,0.0
mild_turn_left,W0,62,-0.36612805242885943,0.0,-0.1001081742217167,0.0
mild_turn_right,W1,62,-0.38755016616059595,0.1180645161290323,-0.09180190312495018,0.0
recovery,W1,63,-0.2673435127128975,0.11365079365079368,-0.0758144359163051,0.0
safe_exit_or_recovery_handoff,W1,62,-0.33313903276896056,0.14483870967741938,-0.12385554268135124,0.0
