time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.092,0.713,0.092,0.092,0.713,0.092,0.03532546406036523,0.27377234646783055,0.04495968153137393
0.1,0.092,0.713,0.092,0.092,0.713,0.092,0.03532546406036523,0.27377234646783055,0.04495968153137393
0.12,0.092,0.713,0.092,0.092,0.713,0.092,0.03532546406036523,0.27377234646783055,0.04495968153137393
0.14,0.092,0.713,0.092,0.092,0.713,0.092,0.03532546406036523,0.27377234646783055,0.04495968153137393
0.16,0.092,0.713,0.092,0.092,0.713,0.092,0.03532546406036523,0.27377234646783055,0.04495968153137393
0.18,0.092,0.713,0.092,0.092,0.713,0.092,0.03532546406036523,0.27377234646783055,0.04495968153137393
0.2,0.092,0.713,0.092,0.092,0.713,0.092,0.03532546406036523,0.27377234646783055,0.04495968153137393
0.22,0.322,0.27599999999999997,0.644,0.322,0.27599999999999997,0.644,0.12363912421127832,0.10597639218109567,0.3147177707196175
0.24,0.322,0.27599999999999997,0.644,0.322,0.27599999999999997,0.644,0.12363912421127832,0.10597639218109567,0.3147177707196175
0.26,0.322,0.27599999999999997,0.644,0.322,0.27599999999999997,0.644,0.12363912421127832,0.10597639218109567,0.3147177707196175
0.28,0.322,0.27599999999999997,0.644,0.322,0.27599999999999997,0.644,0.12363912421127832,0.10597639218109567,0.3147177707196175
0.3,0.322,0.27599999999999997,0.644,0.322,0.27599999999999997,0.644,0.12363912421127832,0.10597639218109567,0.3147177707196175
0.32,0.322,0.27599999999999997,0.644,0.322,0.27599999999999997,0.644,0.12363912421127832,0.10597639218109567,0.3147177707196175
0.34,0.322,0.27599999999999997,0.644,0.322,0.27599999999999997,0.644,0.12363912421127832,0.10597639218109567,0.3147177707196175
0.36,0.322,0.27599999999999997,0.644,0.322,0.27599999999999997,0.644,0.12363912421127832,0.10597639218109567,0.3147177707196175
0.38,-0.253,-0.322,-0.368,-0.253,-0.322,-0.368,-0.11480775819618701,-0.16859880574265224,-0.22479840765686962
0.4,-0.253,-0.322,-0.368,-0.253,-0.322,-0.368,-0.11480775819618701,-0.16859880574265224,-0.22479840765686962
0.42,-0.253,-0.322,-0.368,-0.253,-0.322,-0.368,-0.11480775819618701,-0.16859880574265224,-0.22479840765686962
0.44,-0.253,-0.322,-0.368,-0.253,-0.322,-0.368,-0.11480775819618701,-0.16859880574265224,-0.22479840765686962
0.46,-0.253,-0.322,-0.368,-0.253,-0.322,-0.368,-0.11480775819618701,-0.16859880574265224,-0.22479840765686962
0.48,-0.253,-0.322,-0.368,-0.253,-0.322,-0.368,-0.11480775819618701,-0.16859880574265224,-0.22479840765686962
0.5,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.52,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.54,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.56,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.58,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.6,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.62,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.64,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.66,0.0,-0.8739999999999999,0.0,0.0,-0.8739999999999999,0.0,0.0,-0.4576253298729131,0.0
0.68,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.7000000000000001,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.72,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.74,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.76,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.78,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.8,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.8200000000000001,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.84,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
0.86,0.0,-0.13799999999999998,0.0,0.0,-0.13799999999999998,0.0,0.0,-0.07225663103256524,0.0
