time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.05,0.46,0.06,0.05,0.46,0.06,0.019198621771937627,0.17662732030182618,0.029321531433504737
0.12,0.05,0.46,0.06,0.05,0.46,0.06,0.019198621771937627,0.17662732030182618,0.029321531433504737
0.14,0.05,0.46,0.06,0.05,0.46,0.06,0.019198621771937627,0.17662732030182618,0.029321531433504737
0.16,0.05,0.46,0.06,0.05,0.46,0.06,0.019198621771937627,0.17662732030182618,0.029321531433504737
0.18,0.05,0.46,0.06,0.05,0.46,0.06,0.019198621771937627,0.17662732030182618,0.029321531433504737
0.2,0.05,0.46,0.06,0.05,0.46,0.06,0.019198621771937627,0.17662732030182618,0.029321531433504737
0.22,0.05,0.46,0.06,0.05,0.46,0.06,0.019198621771937627,0.17662732030182618,0.029321531433504737
0.24,0.05,0.46,0.06,0.05,0.46,0.06,0.019198621771937627,0.17662732030182618,0.029321531433504737
0.26,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.28,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.3,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.32,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.34,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.36,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.38,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.4,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.42,0.26,0.22,0.48,0.26,0.22,0.48,0.09983283321407566,0.08447393579652555,0.2345722514680379
0.44,-0.16,-0.18,-0.24,-0.16,-0.18,-0.24,-0.07260569688296412,-0.09424777960769379,-0.1466076571675237
0.46,-0.16,-0.18,-0.24,-0.16,-0.18,-0.24,-0.07260569688296412,-0.09424777960769379,-0.1466076571675237
0.48,-0.16,-0.18,-0.24,-0.16,-0.18,-0.24,-0.07260569688296412,-0.09424777960769379,-0.1466076571675237
0.5,-0.16,-0.18,-0.24,-0.16,-0.18,-0.24,-0.07260569688296412,-0.09424777960769379,-0.1466076571675237
0.52,-0.16,-0.18,-0.24,-0.16,-0.18,-0.24,-0.07260569688296412,-0.09424777960769379,-0.1466076571675237
0.54,-0.16,-0.18,-0.24,-0.16,-0.18,-0.24,-0.07260569688296412,-0.09424777960769379,-0.1466076571675237
0.56,-0.16,-0.18,-0.24,-0.16,-0.18,-0.24,-0.07260569688296412,-0.09424777960769379,-0.1466076571675237
0.58,0.0,-0.54,0.0,0.0,-0.54,0.0,0.0,-0.28274333882308145,0.0
0.6,0.0,-0.54,0.0,0.0,-0.54,0.0,0.0,-0.28274333882308145,0.0
0.62,0.0,-0.54,0.0,0.0,-0.54,0.0,0.0,-0.28274333882308145,0.0
0.64,0.0,-0.54,0.0,0.0,-0.54,0.0,0.0,-0.28274333882308145,0.0
0.66,0.0,-0.54,0.0,0.0,-0.54,0.0,0.0,-0.28274333882308145,0.0
0.68,0.0,-0.54,0.0,0.0,-0.54,0.0,0.0,-0.28274333882308145,0.0
0.7000000000000001,0.0,-0.54,0.0,0.0,-0.54,0.0,0.0,-0.28274333882308145,0.0
0.72,0.0,-0.54,0.0,0.0,-0.54,0.0,0.0,-0.28274333882308145,0.0
0.74,0.0,-0.05,0.0,0.0,-0.05,0.0,0.0,-0.026179938779914945,0.0
0.76,0.0,-0.05,0.0,0.0,-0.05,0.0,0.0,-0.026179938779914945,0.0
0.78,0.0,-0.05,0.0,0.0,-0.05,0.0,0.0,-0.026179938779914945,0.0
0.8,0.0,-0.05,0.0,0.0,-0.05,0.0,0.0,-0.026179938779914945,0.0
0.8200000000000001,0.0,-0.05,0.0,0.0,-0.05,0.0,0.0,-0.026179938779914945,0.0
0.84,0.0,-0.05,0.0,0.0,-0.05,0.0,0.0,-0.026179938779914945,0.0
0.86,0.0,-0.05,0.0,0.0,-0.05,0.0,0.0,-0.026179938779914945,0.0
