event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.1989634,13.1989634,positive_first,positive,outbound,1,11
2,1,Aileron_L,0.2,13.1989634,15.1989634,positive_first,positive,outbound,2,11
3,1,Aileron_L,0.4,15.1989634,17.1989634,positive_first,positive,outbound,3,11
4,1,Aileron_L,0.6,17.1989634,19.1989634,positive_first,positive,outbound,4,11
5,1,Aileron_L,0.8,19.1989634,21.1989634,positive_first,positive,outbound,5,11
6,1,Aileron_L,1,21.1989634,23.1989634,positive_first,positive,outbound,6,11
7,1,Aileron_L,0.8,23.1989634,25.1989634,positive_first,positive,return,7,11
8,1,Aileron_L,0.6,25.1989634,27.1989634,positive_first,positive,return,8,11
9,1,Aileron_L,0.4,27.1989634,29.1989634,positive_first,positive,return,9,11
10,1,Aileron_L,0.2,29.1989634,31.1989634,positive_first,positive,return,10,11
11,1,Aileron_L,0,31.1989634,33.1989634,positive_first,positive,return,11,11
12,1,Aileron_L,-0,33.1989634,35.1989634,positive_first,negative,outbound,1,11
13,1,Aileron_L,-0.2,35.1989634,37.1989634,positive_first,negative,outbound,2,11
14,1,Aileron_L,-0.4,37.1989634,39.1989634,positive_first,negative,outbound,3,11
15,1,Aileron_L,-0.6,39.1989634,41.1989634,positive_first,negative,outbound,4,11
16,1,Aileron_L,-0.8,41.1989634,43.1989634,positive_first,negative,outbound,5,11
17,1,Aileron_L,-1,43.1989634,45.1989634,positive_first,negative,outbound,6,11
18,1,Aileron_L,-0.8,45.1989634,47.1989634,positive_first,negative,return,7,11
19,1,Aileron_L,-0.6,47.1989634,49.1989634,positive_first,negative,return,8,11
20,1,Aileron_L,-0.4,49.1989634,51.1989634,positive_first,negative,return,9,11
21,1,Aileron_L,-0.2,51.1989634,53.1989634,positive_first,negative,return,10,11
22,1,Aileron_L,-0,53.1989634,55.1989634,positive_first,negative,return,11,11
23,1,Aileron_L,-0,55.1989634,57.1989634,negative_first,negative,outbound,1,11
24,1,Aileron_L,-0.2,57.1989634,59.1989634,negative_first,negative,outbound,2,11
25,1,Aileron_L,-0.4,59.1989634,61.1989634,negative_first,negative,outbound,3,11
26,1,Aileron_L,-0.6,61.1989634,63.1989634,negative_first,negative,outbound,4,11
27,1,Aileron_L,-0.8,63.1989634,65.1989634,negative_first,negative,outbound,5,11
28,1,Aileron_L,-1,65.1989634,67.1989634,negative_first,negative,outbound,6,11
29,1,Aileron_L,-0.8,67.1989634,69.1989634,negative_first,negative,return,7,11
30,1,Aileron_L,-0.6,69.1989634,71.1989634,negative_first,negative,return,8,11
31,1,Aileron_L,-0.4,71.1989634,73.1989634,negative_first,negative,return,9,11
32,1,Aileron_L,-0.2,73.1989634,75.1989634,negative_first,negative,return,10,11
33,1,Aileron_L,-0,75.1989634,77.1989634,negative_first,negative,return,11,11
34,1,Aileron_L,0,77.1989634,79.1989634,negative_first,positive,outbound,1,11
35,1,Aileron_L,0.2,79.1989634,81.1989634,negative_first,positive,outbound,2,11
36,1,Aileron_L,0.4,81.1989634,83.1989634,negative_first,positive,outbound,3,11
37,1,Aileron_L,0.6,83.1989634,85.1989634,negative_first,positive,outbound,4,11
38,1,Aileron_L,0.8,85.1989634,87.1989634,negative_first,positive,outbound,5,11
39,1,Aileron_L,1,87.1989634,89.1989634,negative_first,positive,outbound,6,11
40,1,Aileron_L,0.8,89.1989634,91.1989634,negative_first,positive,return,7,11
41,1,Aileron_L,0.6,91.1989634,93.1989634,negative_first,positive,return,8,11
42,1,Aileron_L,0.4,93.1989634,95.1989634,negative_first,positive,return,9,11
43,1,Aileron_L,0.2,95.1989634,97.1989634,negative_first,positive,return,10,11
44,1,Aileron_L,0,97.1989634,99.1989634,negative_first,positive,return,11,11
45,2,Aileron_R,0,99.1989634,101.1989634,positive_first,positive,outbound,1,11
46,2,Aileron_R,0.2,101.1989634,103.1989634,positive_first,positive,outbound,2,11
47,2,Aileron_R,0.4,103.1989634,105.1989634,positive_first,positive,outbound,3,11
48,2,Aileron_R,0.6,105.1989634,107.1989634,positive_first,positive,outbound,4,11
49,2,Aileron_R,0.8,107.1989634,109.1989634,positive_first,positive,outbound,5,11
50,2,Aileron_R,1,109.1989634,111.1989634,positive_first,positive,outbound,6,11
51,2,Aileron_R,0.8,111.1989634,113.1989634,positive_first,positive,return,7,11
52,2,Aileron_R,0.6,113.1989634,115.1989634,positive_first,positive,return,8,11
53,2,Aileron_R,0.4,115.1989634,117.1989634,positive_first,positive,return,9,11
54,2,Aileron_R,0.2,117.1989634,119.1989634,positive_first,positive,return,10,11
55,2,Aileron_R,0,119.1989634,121.1989634,positive_first,positive,return,11,11
56,2,Aileron_R,-0,121.1989634,123.1989634,positive_first,negative,outbound,1,11
57,2,Aileron_R,-0.2,123.1989634,125.1989634,positive_first,negative,outbound,2,11
58,2,Aileron_R,-0.4,125.1989634,127.1989634,positive_first,negative,outbound,3,11
59,2,Aileron_R,-0.6,127.1989634,129.1989634,positive_first,negative,outbound,4,11
60,2,Aileron_R,-0.8,129.1989634,131.1989634,positive_first,negative,outbound,5,11
61,2,Aileron_R,-1,131.1989634,133.1989634,positive_first,negative,outbound,6,11
62,2,Aileron_R,-0.8,133.1989634,135.1989634,positive_first,negative,return,7,11
63,2,Aileron_R,-0.6,135.1989634,137.1989634,positive_first,negative,return,8,11
64,2,Aileron_R,-0.4,137.1989634,139.1989634,positive_first,negative,return,9,11
65,2,Aileron_R,-0.2,139.1989634,141.1989634,positive_first,negative,return,10,11
66,2,Aileron_R,-0,141.1989634,143.1989634,positive_first,negative,return,11,11
67,2,Aileron_R,-0,143.1989634,145.1989634,negative_first,negative,outbound,1,11
68,2,Aileron_R,-0.2,145.1989634,147.1989634,negative_first,negative,outbound,2,11
69,2,Aileron_R,-0.4,147.1989634,149.1989634,negative_first,negative,outbound,3,11
70,2,Aileron_R,-0.6,149.1989634,151.1989634,negative_first,negative,outbound,4,11
71,2,Aileron_R,-0.8,151.1989634,153.1989634,negative_first,negative,outbound,5,11
72,2,Aileron_R,-1,153.1989634,155.1989634,negative_first,negative,outbound,6,11
73,2,Aileron_R,-0.8,155.1989634,157.1989634,negative_first,negative,return,7,11
74,2,Aileron_R,-0.6,157.1989634,159.1989634,negative_first,negative,return,8,11
75,2,Aileron_R,-0.4,159.1989634,161.1989634,negative_first,negative,return,9,11
76,2,Aileron_R,-0.2,161.1989634,163.1989634,negative_first,negative,return,10,11
77,2,Aileron_R,-0,163.1989634,165.1989634,negative_first,negative,return,11,11
78,2,Aileron_R,0,165.1989634,167.1989634,negative_first,positive,outbound,1,11
79,2,Aileron_R,0.2,167.1989634,169.1989634,negative_first,positive,outbound,2,11
80,2,Aileron_R,0.4,169.1989634,171.1989634,negative_first,positive,outbound,3,11
81,2,Aileron_R,0.6,171.1989634,173.1989634,negative_first,positive,outbound,4,11
82,2,Aileron_R,0.8,173.1989634,175.1989634,negative_first,positive,outbound,5,11
83,2,Aileron_R,1,175.1989634,177.1989634,negative_first,positive,outbound,6,11
84,2,Aileron_R,0.8,177.1989634,179.1989634,negative_first,positive,return,7,11
85,2,Aileron_R,0.6,179.1989634,181.1989634,negative_first,positive,return,8,11
86,2,Aileron_R,0.4,181.1989634,183.1989634,negative_first,positive,return,9,11
87,2,Aileron_R,0.2,183.1989634,185.1989634,negative_first,positive,return,10,11
88,2,Aileron_R,0,185.1989634,187.1989634,negative_first,positive,return,11,11
89,3,Rudder,0,187.1989634,189.1989634,positive_first,positive,outbound,1,11
90,3,Rudder,0.2,189.1989634,191.1989634,positive_first,positive,outbound,2,11
91,3,Rudder,0.4,191.1989634,193.1989634,positive_first,positive,outbound,3,11
92,3,Rudder,0.6,193.1989634,195.1989634,positive_first,positive,outbound,4,11
93,3,Rudder,0.8,195.1989634,197.1989634,positive_first,positive,outbound,5,11
94,3,Rudder,1,197.1989634,199.1989634,positive_first,positive,outbound,6,11
95,3,Rudder,0.8,199.1989634,201.1989634,positive_first,positive,return,7,11
96,3,Rudder,0.6,201.1989634,203.1989634,positive_first,positive,return,8,11
97,3,Rudder,0.4,203.1989634,205.1989634,positive_first,positive,return,9,11
98,3,Rudder,0.2,205.1989634,207.1989634,positive_first,positive,return,10,11
99,3,Rudder,0,207.1989634,209.1989634,positive_first,positive,return,11,11
100,3,Rudder,-0,209.1989634,211.1989634,positive_first,negative,outbound,1,11
101,3,Rudder,-0.2,211.1989634,213.1989634,positive_first,negative,outbound,2,11
102,3,Rudder,-0.4,213.1989634,215.1989634,positive_first,negative,outbound,3,11
103,3,Rudder,-0.6,215.1989634,217.1989634,positive_first,negative,outbound,4,11
104,3,Rudder,-0.8,217.1989634,219.1989634,positive_first,negative,outbound,5,11
105,3,Rudder,-1,219.1989634,221.1989634,positive_first,negative,outbound,6,11
106,3,Rudder,-0.8,221.1989634,223.1989634,positive_first,negative,return,7,11
107,3,Rudder,-0.6,223.1989634,225.1989634,positive_first,negative,return,8,11
108,3,Rudder,-0.4,225.1989634,227.1989634,positive_first,negative,return,9,11
109,3,Rudder,-0.2,227.1989634,229.1989634,positive_first,negative,return,10,11
110,3,Rudder,-0,229.1989634,231.1989634,positive_first,negative,return,11,11
111,3,Rudder,-0,231.1989634,233.1989634,negative_first,negative,outbound,1,11
112,3,Rudder,-0.2,233.1989634,235.1989634,negative_first,negative,outbound,2,11
113,3,Rudder,-0.4,235.1989634,237.1989634,negative_first,negative,outbound,3,11
114,3,Rudder,-0.6,237.1989634,239.1989634,negative_first,negative,outbound,4,11
115,3,Rudder,-0.8,239.1989634,241.1989634,negative_first,negative,outbound,5,11
116,3,Rudder,-1,241.1989634,243.1989634,negative_first,negative,outbound,6,11
117,3,Rudder,-0.8,243.1989634,245.1989634,negative_first,negative,return,7,11
118,3,Rudder,-0.6,245.1989634,247.1989634,negative_first,negative,return,8,11
119,3,Rudder,-0.4,247.1989634,249.1989634,negative_first,negative,return,9,11
120,3,Rudder,-0.2,249.1989634,251.1989634,negative_first,negative,return,10,11
121,3,Rudder,-0,251.1989634,253.1989634,negative_first,negative,return,11,11
122,3,Rudder,0,253.1989634,255.1989634,negative_first,positive,outbound,1,11
123,3,Rudder,0.2,255.1989634,257.1989634,negative_first,positive,outbound,2,11
124,3,Rudder,0.4,257.1989634,259.1989634,negative_first,positive,outbound,3,11
