model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,247,20,0.02270454687,0.01035160627,0.01223053521,0.1603314848,1.050282812,2.422696117,0.2429361701
baseline_active,train,transition,552,20,0.05897941115,0.1192030391,0.09793685697,0.3779596558,4.398318313,7.872452944,1.832059401
baseline_active,train,post_stall,2851,20,0.4030659189,0.5986822982,0.3912576531,0.5441691161,23.46109878,13.33454119,10.93148681
baseline_active,heldout,attached,127,9,0.01857674806,0.01246634246,0.01205713161,0.1576472164,1.097399844,2.963587014,0.3301745468
baseline_active,heldout,transition,276,10,0.2618423271,0.2319505327,0.3290889311,0.6769133225,7.005687905,15.79930136,4.119019206
baseline_active,heldout,post_stall,1420,10,0.5493955597,0.7116414514,0.5499049578,0.7551225317,22.12557873,17.47453773,7.870174086
coefficient_candidate,train,attached,247,20,0.02270533215,0.01032819746,0.01220674488,0.1600333835,1.051439726,2.421283057,0.2440946993
coefficient_candidate,train,transition,552,20,0.05924615913,0.101256283,0.08814590502,0.3543366026,4.468623991,8.007766041,2.529316618
coefficient_candidate,train,post_stall,2851,20,0.3966247997,0.4147797709,0.3440382306,0.479909142,26.74529515,13.96967864,18.67186694
coefficient_candidate,heldout,attached,127,9,0.01858057639,0.01245428092,0.01204555381,0.1574963274,1.098131234,2.963006218,0.3307755605
coefficient_candidate,heldout,transition,276,10,0.2594936021,0.2143332225,0.3212066541,0.6548288035,6.883272696,15.86466314,4.042543667
coefficient_candidate,heldout,post_stall,1420,10,0.5429782277,0.5355205288,0.5095388231,0.703855494,25.08117304,18.58581883,12.59658841
