surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,31.64635386,0.7410158639,1.051865657,0.3801488218,0.3009028538,18.19273229,17.45382106,26.85385172
0.25,True,29.26002371,0.7518101881,0.6820068762,0.3238005907,0.252730233,13.35523264,25.04863417,42.36772415
0.5,False,34.35452111,0.7934986392,0.5203522081,0.4543088227,0.3652225166,13.26723588,12.49377196,75.94808078
0.75,False,56.51736122,0.8128484778,0.5623442657,0.9858117858,0.8047008612,18.00445134,24.83842065,60.26191225
1,False,53.07992707,0.7227366026,0.5171788747,0.9325655436,0.7634511721,23.62382308,38.06671242,52.15438043
