split,stage_fit_group,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,267,3.749396661,11.99598326,0.0408774509,0.04162097661,0.02925072293,-0.02136547007,0.04463142908,-0.2619511248,0.01362319234,-0.009568459766,0.02009893095
train,transition_before_post_stall,524,12.01132215,19.99809223,0.05861371182,0.06193831657,0.03041685507,0.07249218722,0.2507371406,-0.3244264195,-0.008956553661,0.0008663452817,0.02480961611
train,transition_after_post_stall,28,18.11061568,19.93789871,-0.1047882232,0.1047882232,0.08097686788,0.03712315163,0.507954804,0.88437802,-0.02417724999,-0.01322779858,-0.03921968541
train,post_stall,2851,20.00903331,82.70553372,-0.1553054502,0.1657453289,0.084662229,-0.1288800597,-0.0009819706052,0.5428512803,-0.002751300604,-0.001125856718,-0.01860939818
heldout,attached,136,2.78482269,11.98625603,0.05732022271,0.05809194102,0.04290891289,-0.04019029405,0.01544855264,-0.2947921261,0.0164100536,-0.01016029139,0.01846443261
heldout,transition_before_post_stall,220,12.0035553,19.98542245,0.06584152359,0.07001380399,0.0343903196,0.07874483974,0.1936561051,-0.4204841245,-0.01394317796,0.005374072234,0.02516066961
heldout,transition_after_post_stall,57,16.32511543,19.96247594,-0.1982990817,0.1982990817,0.05947081851,0.06065449361,0.6818922984,0.8005225905,-0.05905916564,-0.01861621382,-0.03387441455
heldout,post_stall,1420,20.00976874,78.53102008,-0.1419769708,0.1559549226,0.08189301806,-0.0566874565,0.05042874448,0.5211557703,-0.001216551662,0.006662422094,-0.01882968203
