model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,317,10,0.1705840048,0.2362472945,0.1958378165,0.3302527792,4.456446163,7.678232115,3.084989636
baseline_active,train,transition,1045,10,0.3644639168,0.5284115046,0.5555822327,0.7856793059,5.4915569,22.27437483,6.662485742
baseline_active,train,post_stall,339,6,0.7385846864,0.995062501,0.7634313559,0.9228528303,4.313714616,25.95585331,8.103567928
baseline_active,heldout,attached,257,10,0.2409709535,0.420631891,0.2634840951,0.3915910933,5.414185183,7.193074771,2.797826559
baseline_active,heldout,transition,1234,10,0.3628703817,0.6356145592,0.4041502499,0.5577036025,12.5690419,15.856302,8.898914791
baseline_active,heldout,post_stall,172,4,0.420242363,0.7823179287,0.4503193461,0.6534375689,15.38629929,19.48335854,5.347525859
coefficient_candidate,train,attached,317,10,0.1100305656,0.2200646255,0.05064949643,0.1745866398,6.999636233,5.094685069,6.897761862
coefficient_candidate,train,transition,1045,10,0.1903316101,0.5753861353,0.2060294012,0.3472153891,8.98059799,8.902674091,9.738834854
coefficient_candidate,train,post_stall,339,6,0.1990573289,1.004861936,0.1303342921,0.1943676239,16.94112214,10.46476437,17.56328001
coefficient_candidate,heldout,attached,257,10,0.1582940983,0.319266368,0.06848400929,0.2059370727,6.182990991,3.647330515,13.17403605
coefficient_candidate,heldout,transition,1234,10,0.2536930397,0.5171972133,0.1733035224,0.2708171691,18.2559076,8.747000344,21.15562337
coefficient_candidate,heldout,post_stall,172,4,0.09581211858,0.6757340906,0.06653746803,0.1261026535,44.93417699,10.22014206,31.11253998
