surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,21.84120469,0.2853648838,1.636105832,0.1132744399,0.1044670053,16.40141135,19.1731971,24.54574812
0.25,False,22.05045963,0.3314305899,1.530880736,0.1065003577,0.09745886389,16.4618996,21.94588816,28.69721098
0.5,False,21.47073379,0.4348125193,1.421113264,0.1505082316,0.1361882387,13.78454757,17.73242085,29.13171947
0.75,True,21.316624,0.5385467623,1.357973561,0.2265790979,0.2083056584,10.03033921,18.14203901,22.37076641
1,False,24.9121338,0.5671933088,1.398130348,0.2443352012,0.2266166833,21.06903794,19.8193266,29.49128388
