W_layer,environment_id,rollout_backend,evidence_role,surrogate_binding_status,outcome_class,continuation_status,episode_terminal_status,start_state_family,state_envelope_label,previous_primitive_status,primitive_id,latency_case,boundary_use_class,row_count,accepted_count,terminal_use_trainable_count
W0,W0_dry_air_s000955,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000956,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000957,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000958,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,x_max_terminal_risk_envelope,boundary_terminal_risk,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000959,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,y_min_terminal_risk_envelope,boundary_terminal_risk,mild_turn_right,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000960,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,energy_retaining_bank,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000961,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000962,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,glide,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000963,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000964,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,lift_entry,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000965,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,lift_dwell_arc,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000966,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_left,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000967,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_right,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000968,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,energy_retaining_bank,none,episode_terminal_useful_or_trainable,1,0,1
