W_layer,environment_id,rollout_backend,evidence_role,surrogate_binding_status,outcome_class,continuation_status,episode_terminal_status,start_state_family,state_envelope_label,previous_primitive_status,primitive_id,latency_case,boundary_use_class,row_count,accepted_count,terminal_use_trainable_count
W0,W0_dry_air_s000642,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,glide,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000643,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000644,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,lift_entry,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000645,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,lift_dwell_arc,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000646,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_left,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000647,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_right,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000648,model_backed_feedback,feedback_rollout_candidate,ready,accepted,continuation_success,not_terminal,launch_gate,approved_launch_gate,episode_start,energy_retaining_bank,none,continuation_valid,1,1,0
W0,W0_dry_air_s000649,model_backed_feedback,feedback_rollout_candidate,ready,accepted,continuation_success,not_terminal,launch_gate,approved_launch_gate,episode_start,safe_exit_or_recovery_handoff,none,continuation_valid,1,1,0
W0,W0_dry_air_s000650,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,glide,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000651,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,recovery,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000652,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,lift_entry,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000653,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000654,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_left,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000655,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,mild_turn_right,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000656,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,energy_retaining_bank,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000657,model_backed_feedback,feedback_rollout_candidate,ready,weak,continuation_weak,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,safe_exit_or_recovery_handoff,none,continuation_valid,1,0,0
W0,W0_dry_air_s000658,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,x_max_terminal_risk_envelope,boundary_terminal_risk,glide,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000659,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,y_min_terminal_risk_envelope,boundary_terminal_risk,recovery,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000660,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,lift_entry,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000661,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,lift_dwell_arc,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000662,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000663,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_right,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000664,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000665,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000666,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,glide,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000667,model_backed_feedback,feedback_rollout_candidate,ready,weak,continuation_weak,not_terminal,launch_gate,approved_launch_gate,episode_start,recovery,none,continuation_valid,1,0,0
W0,W0_dry_air_s000668,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000669,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000670,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000671,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_right,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000672,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000673,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000674,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,glide,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000675,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,recovery,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000676,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000677,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000678,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,x_max_terminal_risk_envelope,boundary_terminal_risk,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000679,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,y_min_terminal_risk_envelope,boundary_terminal_risk,mild_turn_right,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000680,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000681,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000682,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,glide,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000683,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000684,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000685,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000686,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_left,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000687,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_right,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000688,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000689,model_backed_feedback,feedback_rollout_candidate,ready,weak,continuation_weak,not_terminal,launch_gate,approved_launch_gate,episode_start,safe_exit_or_recovery_handoff,none,continuation_valid,1,0,0
W0,W0_dry_air_s000690,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,glide,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000691,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,recovery,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000692,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000693,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000694,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000695,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,mild_turn_right,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000696,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,energy_retaining_bank,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000697,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000698,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,x_max_terminal_risk_envelope,boundary_terminal_risk,glide,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000699,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,y_min_terminal_risk_envelope,boundary_terminal_risk,recovery,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000700,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,lift_entry,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000701,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,lift_dwell_arc,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000702,model_backed_feedback,feedback_rollout_candidate,ready,accepted,continuation_success,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_left,none,continuation_valid,1,1,0
W0,W0_dry_air_s000703,model_backed_feedback,feedback_rollout_candidate,ready,accepted,continuation_success,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_right,none,continuation_valid,1,1,0
W0,W0_dry_air_s000704,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000705,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000706,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,glide,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000707,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000708,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000709,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000710,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000711,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_right,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000712,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,energy_retaining_bank,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000713,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,safe_exit_or_recovery_handoff,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000714,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,glide,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000715,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000716,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000717,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000718,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,x_max_terminal_risk_envelope,boundary_terminal_risk,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000719,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,y_min_terminal_risk_envelope,boundary_terminal_risk,mild_turn_right,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000720,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000721,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000722,model_backed_feedback,feedback_rollout_candidate,ready,rejected,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,glide,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000723,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000724,model_backed_feedback,feedback_rollout_candidate,ready,accepted,continuation_success,not_terminal,launch_gate,approved_launch_gate,episode_start,lift_entry,none,continuation_valid,1,1,0
W0,W0_dry_air_s000725,model_backed_feedback,feedback_rollout_candidate,ready,accepted,continuation_success,not_terminal,launch_gate,approved_launch_gate,episode_start,lift_dwell_arc,none,continuation_valid,1,1,0
W0,W0_dry_air_s000726,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000727,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_right,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000728,model_backed_feedback,feedback_rollout_candidate,ready,weak,continuation_weak,not_terminal,launch_gate,approved_launch_gate,episode_start,energy_retaining_bank,none,continuation_valid,1,0,0
W0,W0_dry_air_s000729,model_backed_feedback,feedback_rollout_candidate,ready,accepted,continuation_success,not_terminal,launch_gate,approved_launch_gate,episode_start,safe_exit_or_recovery_handoff,none,continuation_valid,1,1,0
W0,W0_dry_air_s000730,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,glide,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000731,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,recovery,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000732,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000733,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000734,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000735,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,mild_turn_right,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000736,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000737,model_backed_feedback,feedback_rollout_candidate,ready,accepted,continuation_success,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,safe_exit_or_recovery_handoff,none,continuation_valid,1,1,0
W0,W0_dry_air_s000738,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,x_max_terminal_risk_envelope,boundary_terminal_risk,glide,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000739,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_boundary_near,y_min_terminal_risk_envelope,boundary_terminal_risk,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000740,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,lift_entry,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000741,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,lift_dwell_arc,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000742,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_left,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000743,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,mild_turn_right,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000744,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000745,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000746,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,glide,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000747,model_backed_feedback,feedback_rollout_candidate,ready,weak,continuation_weak,not_terminal,launch_gate,approved_launch_gate,episode_start,recovery,none,continuation_valid,1,0,0
W0,W0_dry_air_s000748,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,lift_entry,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000749,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,lift_dwell_arc,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000750,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000751,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,mild_turn_right,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000752,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,energy_retaining_bank,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000753,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000754,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_nominal,inflight_clean_exit_envelope,clean_exit,glide,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000755,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,recovery,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000756,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,lift_entry,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000757,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_lift_region,inflight_lift_region_envelope,clean_exit,lift_dwell_arc,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000758,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,x_max_terminal_risk_envelope,boundary_terminal_risk,mild_turn_left,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000759,model_backed_feedback,feedback_rollout_candidate,ready,boundary_terminal,not_continuation_valid,boundary_terminal,inflight_boundary_near,y_min_terminal_risk_envelope,boundary_terminal_risk,mild_turn_right,none,episode_terminal_useful_or_trainable,1,0,1
W0,W0_dry_air_s000760,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,energy_retaining_bank,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000761,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,inflight_recovery_edge,inflight_recovery_edge_envelope,recovery_edge,safe_exit_or_recovery_handoff,none,hard_failure_or_rejected,1,0,0
W0,W0_dry_air_s000762,model_backed_feedback,feedback_rollout_candidate,ready,failed,continuation_failed,not_terminal,launch_gate,approved_launch_gate,episode_start,glide,none,hard_failure_or_rejected,1,0,0
