coverage_axis,coverage_value,row_count,coverage_note
start_state_family,launch_gate,400,observed
start_state_family,inflight_nominal,250,observed
start_state_family,inflight_lift_region,150,observed
start_state_family,inflight_boundary_near,100,observed
start_state_family,inflight_recovery_edge,100,observed
primitive_id,glide,125,observed
primitive_id,recovery,125,observed
primitive_id,lift_entry,125,observed
primitive_id,lift_dwell_arc,125,observed
primitive_id,mild_turn_left,125,observed
primitive_id,mild_turn_right,125,observed
primitive_id,energy_retaining_bank,125,observed
primitive_id,safe_exit_or_recovery_handoff,125,observed
environment_id,W0_dry_air_s001641,1,observed
environment_id,W0_dry_air_s000642,1,observed
environment_id,W0_dry_air_s000643,1,observed
environment_id,W0_dry_air_s000644,1,observed
environment_id,W0_dry_air_s000645,1,observed
environment_id,W0_dry_air_s000646,1,observed
environment_id,W0_dry_air_s000647,1,observed
environment_id,W0_dry_air_s000648,1,observed
environment_id,W0_dry_air_s001625,1,observed
environment_id,W0_dry_air_s001624,1,observed
environment_id,W0_dry_air_s001623,1,observed
environment_id,W0_dry_air_s001622,1,observed
environment_id,W0_dry_air_s001621,1,observed
environment_id,W0_dry_air_s001620,1,observed
environment_id,W0_dry_air_s001619,1,observed
environment_id,W0_dry_air_s001618,1,observed
environment_id,W0_dry_air_s001617,1,observed
environment_id,W0_dry_air_s001616,1,observed
environment_id,W0_dry_air_s001615,1,observed
environment_id,W0_dry_air_s001614,1,observed
environment_id,W0_dry_air_s001613,1,observed
environment_id,W0_dry_air_s001612,1,observed
environment_id,W0_dry_air_s001611,1,observed
environment_id,W0_dry_air_s001610,1,observed
environment_id,W0_dry_air_s000681,1,observed
environment_id,W0_dry_air_s000680,1,observed
environment_id,W0_dry_air_s000679,1,observed
environment_id,W0_dry_air_s000678,1,observed
environment_id,W0_dry_air_s000677,1,observed
environment_id,W0_dry_air_s000676,1,observed
environment_id,W0_dry_air_s000675,1,observed
environment_id,W0_dry_air_s000674,1,observed
environment_id,W0_dry_air_s000673,1,observed
environment_id,W0_dry_air_s000672,1,observed
environment_id,W0_dry_air_s000671,1,observed
environment_id,W0_dry_air_s000670,1,observed
environment_id,W0_dry_air_s000669,1,observed
environment_id,W0_dry_air_s000668,1,observed
environment_id,W0_dry_air_s000667,1,observed
environment_id,W0_dry_air_s000666,1,observed
environment_id,W0_dry_air_s000697,1,observed
environment_id,W0_dry_air_s000696,1,observed
environment_id,W0_dry_air_s000695,1,observed
environment_id,W0_dry_air_s000694,1,observed
environment_id,W0_dry_air_s000693,1,observed
environment_id,W0_dry_air_s000692,1,observed
environment_id,W0_dry_air_s000691,1,observed
environment_id,W0_dry_air_s000690,1,observed
environment_id,W0_dry_air_s000689,1,observed
environment_id,W0_dry_air_s000688,1,observed
environment_id,W0_dry_air_s000687,1,observed
environment_id,W0_dry_air_s000686,1,observed
environment_id,W0_dry_air_s000685,1,observed
environment_id,W0_dry_air_s000684,1,observed
environment_id,W0_dry_air_s000683,1,observed
environment_id,W0_dry_air_s000682,1,observed
environment_id,W0_dry_air_s000713,1,observed
environment_id,W0_dry_air_s000712,1,observed
environment_id,W0_dry_air_s000711,1,observed
environment_id,W0_dry_air_s000710,1,observed
environment_id,W0_dry_air_s000709,1,observed
environment_id,W0_dry_air_s000708,1,observed
environment_id,W0_dry_air_s000707,1,observed
environment_id,W0_dry_air_s000706,1,observed
environment_id,W0_dry_air_s000705,1,observed
environment_id,W0_dry_air_s000704,1,observed
environment_id,W0_dry_air_s000703,1,observed
environment_id,W0_dry_air_s000702,1,observed
environment_id,W0_dry_air_s000701,1,observed
environment_id,W0_dry_air_s000700,1,observed
environment_id,W0_dry_air_s000699,1,observed
environment_id,W0_dry_air_s000698,1,observed
environment_id,W0_dry_air_s000729,1,observed
environment_id,W0_dry_air_s000728,1,observed
environment_id,W0_dry_air_s000727,1,observed
environment_id,W0_dry_air_s000726,1,observed
environment_id,W0_dry_air_s000725,1,observed
environment_id,W0_dry_air_s000724,1,observed
environment_id,W0_dry_air_s000723,1,observed
environment_id,W0_dry_air_s000722,1,observed
environment_id,W0_dry_air_s000721,1,observed
environment_id,W0_dry_air_s000720,1,observed
environment_id,W0_dry_air_s000719,1,observed
environment_id,W0_dry_air_s000718,1,observed
environment_id,W0_dry_air_s000717,1,observed
environment_id,W0_dry_air_s000716,1,observed
environment_id,W0_dry_air_s000715,1,observed
environment_id,W0_dry_air_s000714,1,observed
environment_id,W0_dry_air_s000745,1,observed
environment_id,W0_dry_air_s000744,1,observed
environment_id,W0_dry_air_s000743,1,observed
environment_id,W0_dry_air_s000742,1,observed
environment_id,W0_dry_air_s000741,1,observed
environment_id,W0_dry_air_s000740,1,observed
environment_id,W0_dry_air_s000739,1,observed
environment_id,W0_dry_air_s000738,1,observed
environment_id,W0_dry_air_s000737,1,observed
environment_id,W0_dry_air_s000736,1,observed
environment_id,W0_dry_air_s000735,1,observed
environment_id,W0_dry_air_s000734,1,observed
environment_id,W0_dry_air_s000733,1,observed
environment_id,W0_dry_air_s000732,1,observed
environment_id,W0_dry_air_s000731,1,observed
environment_id,W0_dry_air_s000730,1,observed
environment_id,W0_dry_air_s000761,1,observed
environment_id,W0_dry_air_s000760,1,observed
environment_id,W0_dry_air_s000759,1,observed
environment_id,W0_dry_air_s000758,1,observed
environment_id,W0_dry_air_s000757,1,observed
environment_id,W0_dry_air_s000756,1,observed
environment_id,W0_dry_air_s000755,1,observed
environment_id,W0_dry_air_s000754,1,observed
environment_id,W0_dry_air_s000753,1,observed
environment_id,W0_dry_air_s000752,1,observed
environment_id,W0_dry_air_s000751,1,observed
environment_id,W0_dry_air_s000750,1,observed
environment_id,W0_dry_air_s000749,1,observed
environment_id,W0_dry_air_s000748,1,observed
environment_id,W0_dry_air_s000747,1,observed
environment_id,W0_dry_air_s000746,1,observed
environment_id,W0_dry_air_s000777,1,observed
environment_id,W0_dry_air_s000776,1,observed
environment_id,W0_dry_air_s000775,1,observed
environment_id,W0_dry_air_s000774,1,observed
environment_id,W0_dry_air_s000773,1,observed
environment_id,W0_dry_air_s000772,1,observed
environment_id,W0_dry_air_s000771,1,observed
environment_id,W0_dry_air_s000770,1,observed
environment_id,W0_dry_air_s000769,1,observed
environment_id,W0_dry_air_s000768,1,observed
environment_id,W0_dry_air_s000767,1,observed
environment_id,W0_dry_air_s000766,1,observed
environment_id,W0_dry_air_s000765,1,observed
environment_id,W0_dry_air_s000764,1,observed
environment_id,W0_dry_air_s000763,1,observed
environment_id,W0_dry_air_s000762,1,observed
environment_id,W0_dry_air_s000793,1,observed
environment_id,W0_dry_air_s000792,1,observed
environment_id,W0_dry_air_s000791,1,observed
environment_id,W0_dry_air_s000790,1,observed
environment_id,W0_dry_air_s000789,1,observed
environment_id,W0_dry_air_s000788,1,observed
environment_id,W0_dry_air_s000787,1,observed
environment_id,W0_dry_air_s000786,1,observed
environment_id,W0_dry_air_s000785,1,observed
environment_id,W0_dry_air_s000784,1,observed
environment_id,W0_dry_air_s000783,1,observed
environment_id,W0_dry_air_s000782,1,observed
environment_id,W0_dry_air_s000781,1,observed
environment_id,W0_dry_air_s000780,1,observed
environment_id,W0_dry_air_s000779,1,observed
environment_id,W0_dry_air_s000778,1,observed
environment_id,W0_dry_air_s000809,1,observed
environment_id,W0_dry_air_s000808,1,observed
