time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.14,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.16,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.18,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.2,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.22,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.24,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.26,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.28,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.3,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.32,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.34,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.36,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.38,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.4,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.42,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.44,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.46,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.48,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.5,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.52,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.54,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.56,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.58,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.6,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.62,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.64,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.66,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.68,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.7000000000000001,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.72,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.74,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.76,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.78,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.8,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.8200000000000001,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.84,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.86,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.88,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.9,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.92,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.9400000000000001,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.96,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.98,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.0,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.02,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.04,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.06,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.08,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.1,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.12,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.1400000000000001,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
1.16,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.18,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.2,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.22,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.24,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.26,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.28,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.3,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.32,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.34,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.36,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.3800000000000001,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
1.4000000000000001,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
