time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.2125,0.595,0.102,0.2125,0.595,0.102,0.08159414253073491,0.22846359908605773,0.04984660343695805
0.08,0.2125,0.595,0.102,0.2125,0.595,0.102,0.08159414253073491,0.22846359908605773,0.04984660343695805
0.1,0.2125,0.595,0.102,0.2125,0.595,0.102,0.08159414253073491,0.22846359908605773,0.04984660343695805
0.12,0.2125,0.595,0.102,0.2125,0.595,0.102,0.08159414253073491,0.22846359908605773,0.04984660343695805
0.14,0.2125,0.595,0.102,0.2125,0.595,0.102,0.08159414253073491,0.22846359908605773,0.04984660343695805
0.16,0.2125,0.595,0.102,0.2125,0.595,0.102,0.08159414253073491,0.22846359908605773,0.04984660343695805
0.18,0.2125,0.595,0.102,0.2125,0.595,0.102,0.08159414253073491,0.22846359908605773,0.04984660343695805
0.2,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.22,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.24,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.26,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.28,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.3,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.32,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.34,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.36,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.38,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.4,0.697,0.3825,0.357,0.697,0.3825,0.357,0.2676287875008105,0.14686945655532285,0.17446311202935316
0.42,-0.306,-0.102,-0.17,-0.306,-0.102,-0.17,-0.13885839528866886,-0.05340707511102648,-0.10384709049366261
0.44,-0.306,-0.102,-0.17,-0.306,-0.102,-0.17,-0.13885839528866886,-0.05340707511102648,-0.10384709049366261
0.46,-0.306,-0.102,-0.17,-0.306,-0.102,-0.17,-0.13885839528866886,-0.05340707511102648,-0.10384709049366261
0.48,-0.306,-0.102,-0.17,-0.306,-0.102,-0.17,-0.13885839528866886,-0.05340707511102648,-0.10384709049366261
0.5,-0.306,-0.102,-0.17,-0.306,-0.102,-0.17,-0.13885839528866886,-0.05340707511102648,-0.10384709049366261
0.52,-0.0425,-0.3825,0.0,-0.0425,-0.3825,0.0,-0.019285888234537342,-0.20027653166634932,0.0
0.54,-0.0425,-0.3825,0.0,-0.0425,-0.3825,0.0,-0.019285888234537342,-0.20027653166634932,0.0
0.56,-0.0425,-0.3825,0.0,-0.0425,-0.3825,0.0,-0.019285888234537342,-0.20027653166634932,0.0
0.58,-0.0425,-0.3825,0.0,-0.0425,-0.3825,0.0,-0.019285888234537342,-0.20027653166634932,0.0
0.6,-0.0425,-0.3825,0.0,-0.0425,-0.3825,0.0,-0.019285888234537342,-0.20027653166634932,0.0
0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
