time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.08,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.1,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.12,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.14,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.16,0.085,0.612,0.085,0.085,0.612,0.085,0.032637657012293965,0.23499113048851653,0.04153883619746505
0.18,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.2,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.22,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.24,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.26,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.28,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.3,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.32,0.2975,0.323,0.595,0.2975,0.323,0.595,0.11423179954302887,0.12402309664671705,0.2907718533822553
0.34,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.36,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.38,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.4,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.42,-0.187,-0.2125,-0.255,-0.187,-0.2125,-0.255,-0.0848579082319643,-0.11126473981463851,-0.15577063574049393
0.44,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.46,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.48,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.5,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.52,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.54,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.56,0.0,-0.612,0.0,0.0,-0.612,0.0,0.0,-0.3204424506661589,0.0
0.58,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
0.6,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
0.62,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
0.64,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
0.66,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
0.68,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
0.7000000000000001,0.0,-0.0425,0.0,0.0,-0.0425,0.0,0.0,-0.022252947962927705,0.0
