primitive_id,parent_primitive_id,variant_id,envelope_group_id,target_heading_deg,family,updraft_config,wind_fidelity,start_condition,environment_label,direction_sign,evidence_source,evaluation_status,wind_model_available,wind_model_name,wind_model_source,evaluated_under_updraft_environment,z_outlet_m,z_fan_min_m,z_fan_max_m,terminal_heading_change_deg,terminal_heading_error_deg,heading_band_pass,path_length_xy_m,path_length_3d_m,forward_displacement_m,lateral_displacement_m,xy_bounding_box_area_m2,turn_footprint_proxy_m2,entry_clearance_required_x_plus_m,entry_clearance_required_x_minus_m,entry_clearance_required_y_plus_m,entry_clearance_required_y_minus_m,floor_margin_required_m,ceiling_margin_required_m,margin_consumption_x_m,margin_consumption_y_m,margin_consumption_z_m,speed_min_m_s,terminal_speed_m_s,specific_energy_initial_m,specific_energy_terminal_m,energy_residual_m,alpha_max_deg,beta_max_deg,rate_max_rad_s,saturation_fraction,true_safe_trajectory,min_true_margin_m,floor_margin_min_m,ceiling_margin_min_m,recovery_class,recovery_basis,candidate_class,failure_label,active_limiting_mechanism,wind_query_region,lift_belief_condition,governor_condition,entry_envelope_status,envelope_status,coverage_status,within_existing_envelope,nearest_existing_primitive_id,normalised_distance_to_nearest_envelope,coverage_region_id,marginal_coverage_gain,library_growth_trigger,growth_reason,selection_status,selection_reason,source_run_id,shortlist_pass,planning_only
canyon_steep_bank_015_favourable_U1_single_fan_W1_dp1,canyon_steep_bank_015,canyon_steep_bank_015_favourable_U1_single_fan_W1_dp1,canyon_steep_bank_015|favourable|W1,15.0,canyon_steep_bank,U1_single_fan,W1,favourable,U1_single_fan_W1,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.320732916477922,1.47,8.011332110157904,6.988667889842096,False,4.212649199649007,4.226299894257926,4.195607800994424,0.2635936772919303,1.1059356887388296,1.1059356887388296,4.195607800994424,0.0,0.2635936772919303,0.0,1.2507329164779222,1.7,41.95607800994421,0.1198153078599683,0.1066193453729128,6.456333672401081,6.743688526782479,3.953414882772681,4.043088825614021,0.0896739428413395,16.53366291254129,4.568820797455932,1.6991294174521705,0.0,True,0.1,1.2507329164779222,1.7,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U1_single_fan_W1_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.2329555963280699,target_015|favourable|U1_single_fan|W1|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
wingover_lite_015_favourable_U1_single_fan_W1_dp1,wingover_lite_015,wingover_lite_015_favourable_U1_single_fan_W1_dp1,wingover_lite_015|favourable|W1,15.0,wingover_lite,U1_single_fan,W1,favourable,U1_single_fan_W1,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.1459469624292151,1.47,9.79668646292022,5.203313537079781,False,4.307469864786746,4.331882612865191,4.299944939133551,0.1740281014808062,0.7486381171641946,0.7486381171641946,4.299944939133551,0.0,0.1740281014808062,7.601560936443263e-05,1.075946962429215,1.7,42.99944939133547,0.0791036824912755,0.2314664554077034,6.470306690606786,7.177431210412483,3.953414882772681,4.101610508820816,0.1481956260481345,16.816773440103763,7.541144488835721,1.498829795265648,0.0,True,0.1,1.075946962429215,1.7,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U1_single_fan_W1_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.173443784569326,target_015|favourable|U1_single_fan|W1|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,bank_yaw_energy_retaining_015,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,bank_yaw_energy_retaining_015|favourable|W1,15.0,bank_yaw_energy_retaining,U1_single_fan,W1,favourable,U1_single_fan_W1,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.3129512041273934,1.5147538177887865,13.419430891619038,1.5805691083809617,True,4.236075307805741,4.257267537018542,4.224120148016817,0.2116385767130078,0.8960242886205844,0.8960242886205844,4.224120148016817,0.0,0.2116385767130078,0.0004823519592647,1.2429512041273931,1.6552461822112137,42.24120148016813,0.0961993530513671,0.1121777113375761,6.4649722509962855,6.814125277312276,3.953414882772681,4.207962018992266,0.2545471362195846,14.6695875847034,8.880804467792123,1.4745620563764914,0.0,True,0.1,1.2429512041273931,1.6552461822112137,dry_recoverable,dry_recoverable,updraft_assisted_commandable,success,none,measured,U1_single_fan_W1_available,pending_W3,inside_entry_envelope,widening_existing_envelope,covered_by_existing_envelope,True,bank_yaw_energy_retaining_015,0.052685636946032,target_015|favourable|U1_single_fan|W1|dp1,1.0,False,none,selected_for_w3_stress,updraft_assisted_w1_w2_candidate_pending_w3_stress,s002,s003,True
bank_yaw_energy_retaining_015_favourable_U1_single_fan_W2_dp1,bank_yaw_energy_retaining_015,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W2_dp1,bank_yaw_energy_retaining_015|favourable|W2,15.0,bank_yaw_energy_retaining,U1_single_fan,W2,favourable,U1_single_fan_W2,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.3249695750620143,1.711512564647362,11.456064706957992,3.543935293042008,False,4.070571915912673,4.125908658082498,4.060370148045401,0.1847305591929466,0.7520259301622355,0.7520259301622355,4.060370148045401,0.0,0.1847305591929466,0.0004806168187401,1.2549695750620145,1.4584874353526378,40.60370148045397,0.0839684359967939,0.1725089747481158,6.114064592242019,6.114064592242019,3.953414882772681,3.9468023627160456,-0.0066125200566355,6.588561756938545,5.156638846844297,2.046359625617799,0.0,True,0.1,1.2549695750620145,1.4584874353526378,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U1_single_fan_W2_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.1181311764347336,target_015|favourable|U1_single_fan|W2|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
canyon_steep_bank_015_favourable_U1_single_fan_W2_dp1,canyon_steep_bank_015,canyon_steep_bank_015_favourable_U1_single_fan_W2_dp1,canyon_steep_bank_015|favourable|W2,15.0,canyon_steep_bank,U1_single_fan,W2,favourable,U1_single_fan_W2,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.3321158624281004,1.6734708130016864,4.678836918111444,10.321163081888557,False,4.077028836913251,4.120576649517453,4.051385985995484,0.3015307957957693,1.2216176410885509,1.2216176410885509,4.051385985995484,0.0,0.3015307957957693,1.617976863599324e-10,1.2621158624281006,1.4965291869983135,40.513859859954806,0.1370594526344406,0.1453362950012046,6.138334993516822,6.138334993516822,3.953414882772681,3.92391711741724,-0.0294977653554413,7.436688074170408,4.884473302893178,2.294177239008631,0.0,True,0.1,1.2621158624281006,1.4965291869983135,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U1_single_fan_W2_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.3440387693962852,target_015|favourable|U1_single_fan|W2|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
wingover_lite_015_favourable_U1_single_fan_W2_dp1,wingover_lite_015,wingover_lite_015_favourable_U1_single_fan_W2_dp1,wingover_lite_015|favourable|W2,15.0,wingover_lite,U1_single_fan,W2,favourable,U1_single_fan_W2,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.2449798463471626,1.4970830570317133,7.565993681267413,7.434006318732587,False,4.199905765237192,4.2352905558283584,4.190338581382888,0.1887579211034014,0.7912796334711302,0.7912796334711302,4.190338581382888,0.0,0.1887579211034014,7.637428902329546e-05,1.1749798463471626,1.6729169429682866,41.90338581382885,0.0857990550470006,0.1607286811805981,6.470297056091928,6.576523129864248,3.953414882772681,4.031499799011297,0.0780849162386161,7.403493529086075,2.733957339961018,2.360677363956344,0.0,True,0.1,1.1749798463471626,1.6729169429682866,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U1_single_fan_W2_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.2478002106244195,target_015|favourable|U1_single_fan|W2|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
bank_yaw_energy_retaining_015_favourable_U4_four_fan_W1_dp1,bank_yaw_energy_retaining_015,bank_yaw_energy_retaining_015_favourable_U4_four_fan_W1_dp1,bank_yaw_energy_retaining_015|favourable|W1,15.0,bank_yaw_energy_retaining,U4_four_fan,W1,favourable,U4_four_fan_W1,1,deterministic_seed_replay,evaluated,True,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,True,0.33,1.2178280441260123,1.47,10.972991953902843,4.027008046097155,False,4.15394102158602,4.16458480827484,4.148489078453851,0.1272429854816823,0.5291036073088761,0.5291036073088761,4.148489078453851,0.0,0.1272429854816823,0.0002982945609479,1.1478280441260122,1.7,41.48489078453847,0.0578377206734919,0.1801228256242769,6.46709818734387,6.659123048095338,3.953414882772681,3.807966666433584,-0.1454482163390977,2.103992226311674,4.195900810668264,1.458777301810504,0.0,True,0.1,1.1478280441260122,1.7,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U4_four_fan_W1_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.1342336015365718,target_015|favourable|U4_four_fan|W1|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
canyon_steep_bank_015_favourable_U4_four_fan_W1_dp1,canyon_steep_bank_015,canyon_steep_bank_015_favourable_U4_four_fan_W1_dp1,canyon_steep_bank_015|favourable|W1,15.0,canyon_steep_bank,U4_four_fan,W1,favourable,U4_four_fan_W1,1,deterministic_seed_replay,evaluated,True,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,True,0.33,1.1922017153621975,1.47,7.740691117142688,7.259308882857312,False,4.13564022358082,4.151088841663079,4.12661309749416,0.179955102788226,0.7426050841268014,0.7426050841268014,4.12661309749416,0.0,0.179955102788226,0.0,1.1222017153621977,1.7,41.26613097494157,0.0817977739946481,0.1984273461698588,6.452502109408539,6.644772283210458,3.953414882772681,3.772609396081969,-0.180805486690712,2.208536791071138,1.450434682002519,1.8718865109479856,0.0,True,0.1,1.1222017153621977,1.7,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U4_four_fan_W1_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.2419769627619103,target_015|favourable|U4_four_fan|W1|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
wingover_lite_015_favourable_U4_four_fan_W1_dp1,wingover_lite_015,wingover_lite_015_favourable_U4_four_fan_W1_dp1,wingover_lite_015|favourable|W1,15.0,wingover_lite,U4_four_fan,W1,favourable,U4_four_fan_W1,1,deterministic_seed_replay,evaluated,True,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,True,0.33,0.9014879365476228,1.47,8.066926552514024,6.933073447485976,False,4.1854677422295765,4.239272559139388,4.181463604250801,0.1085913646830056,0.4542279026496497,0.4542279026496497,4.181463604250801,0.0,0.1085913646830056,3.7561845946942896e-05,0.831487936547623,1.7,41.81463604250798,0.049359711219548,0.4060800453231264,6.4689671625849146,7.050815311939446,3.953414882772681,3.765330778702554,-0.1880841040701271,3.025746490159284,2.2507141979603,1.472492446326128,0.0,True,0.1,0.831487936547623,1.7,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U4_four_fan_W1_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.2311024482495325,target_015|favourable|U4_four_fan|W1|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
bank_yaw_energy_retaining_015_favourable_U4_four_fan_W2_dp1,bank_yaw_energy_retaining_015,bank_yaw_energy_retaining_015_favourable_U4_four_fan_W2_dp1,bank_yaw_energy_retaining_015|favourable|W2,15.0,bank_yaw_energy_retaining,U4_four_fan,W2,favourable,U4_four_fan_W2,1,deterministic_seed_replay,evaluated,True,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,True,0.33,1.4390903990203114,1.5035685213802117,12.96353380362688,2.036466196373121,False,4.093914453382071,4.096997395617666,4.0843339424724,0.1843957298928495,0.7532392036515776,0.7532392036515776,4.0843339424724,0.0,0.1843957298928495,2.58218854591874e-05,1.3690903990203114,1.6664314786197882,40.84333942472396,0.0838162408603861,0.0239775152715797,6.309435666245127,6.352293534788379,3.953414882772681,3.843964602299724,-0.1094502804729571,2.1972343859558423,3.331186865844132,1.5415962178125735,0.0,True,0.1,1.3690903990203114,1.6664314786197882,dry_recoverable,dry_recoverable,boundary_evidence,target_miss,turn_authority_limited,measured,U4_four_fan_W2_available,reject,inside_entry_envelope,candidate_family_needs_refinement,uncovered_needs_refinement,False,none,0.0678822065457707,target_015|favourable|U4_four_fan|W2|dp1,0.0,False,target_not_covered_by_current_seed,needs_seed_refinement,current_seed_misses_target_but_is_not_a_hard_boundary,s002,s003,True
