coverage_region_id,row_count,best_primitive_id,best_family,best_candidate_class,best_selection_status,coverage_status_s002,coverage_decision_s003,library_growth_trigger_s003,reason,needs_refinement,needs_governor_reject,needs_w3,needs_higher_target_screen,best_heading_error_deg,best_path_length_xy_m,best_footprint_m2,best_terminal_speed_m_s,best_energy_residual_m,best_min_true_margin_m,target_heading_deg,source_run_id
target_030|favourable|U1_single_fan|W1|dp1,3,bank_yaw_energy_retaining_030_favourable_U1_single_fan_W1_dp1,bank_yaw_energy_retaining,boundary_evidence,boundary_only,uncovered_boundary,boundary_keep_for_discussion,False,boundary_or_true_safety_limited_not_commandable,False,False,False,False,15.790431282051102,6.409636610752081,3.001610184566411,7.138042504157213,0.0809410033684931,-1.076559520765629,30.0,s002
target_030|favourable|U1_single_fan|W2|dp1,3,bank_yaw_energy_retaining_030_favourable_U1_single_fan_W2_dp1,bank_yaw_energy_retaining,boundary_evidence,boundary_only,uncovered_boundary,boundary_keep_for_discussion,False,boundary_or_true_safety_limited_not_commandable,False,False,False,False,17.65085900508562,5.97950453841946,1.6265178548470145,6.1266980320703945,-0.1378468048290462,-0.6684109199394355,30.0,s002
target_030|favourable|U4_four_fan|W1|dp1,3,bank_yaw_energy_retaining_030_favourable_U4_four_fan_W1_dp1,bank_yaw_energy_retaining,boundary_evidence,boundary_only,uncovered_boundary,boundary_keep_for_discussion,False,boundary_or_true_safety_limited_not_commandable,False,False,False,False,11.728172587966476,6.296461674494584,3.209734313890664,7.203365061571288,-0.281254834255686,-0.9493514635611726,30.0,s002
target_030|favourable|U4_four_fan|W2|dp1,3,bank_yaw_energy_retaining_030_favourable_U4_four_fan_W2_dp1,bank_yaw_energy_retaining,boundary_evidence,boundary_only,uncovered_boundary,boundary_keep_for_discussion,False,boundary_or_true_safety_limited_not_commandable,False,False,False,False,8.605833695094315,6.134724435691391,4.026563941006018,6.663814064416729,-0.1996663026344549,-0.7597592987963706,30.0,s002
target_030|favourable|none|W0|dp1,3,bank_yaw_energy_retaining_030_favourable_none_W0_dp1,bank_yaw_energy_retaining,boundary_evidence,boundary_only,uncovered_boundary,boundary_keep_for_discussion,False,boundary_or_true_safety_limited_not_commandable,False,False,False,False,11.196537437663334,6.280590058680879,3.273291175178803,7.360951606747596,-0.556149325173092,-0.9297685057567344,30.0,s002
target_030|mid_arena|U1_single_fan|W1|dp1,3,bank_yaw_energy_retaining_030_mid_arena_U1_single_fan_W1_dp1,bank_yaw_energy_retaining,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,12.035662691155755,6.22832280935874,2.9178362099009734,7.140977000419172,-0.2145330861102312,-3.4832104713713203,30.0,s002
target_030|mid_arena|U1_single_fan|W2|dp1,3,bank_yaw_energy_retaining_030_mid_arena_U1_single_fan_W2_dp1,bank_yaw_energy_retaining,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,16.632244640116774,6.313907201178063,2.022879289736991,8.441294235075292,-0.3881266861201915,-3.591789794740928,30.0,s002
target_030|mid_arena|U4_four_fan|W1|dp1,3,bank_yaw_energy_retaining_030_mid_arena_U4_four_fan_W1_dp1,bank_yaw_energy_retaining,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,12.126850723904967,6.26757264182494,3.013446407481821,7.255734644018143,-0.3563604402982099,-3.522238219102912,30.0,s002
target_030|mid_arena|U4_four_fan|W2|dp1,3,bank_yaw_energy_retaining_030_mid_arena_U4_four_fan_W2_dp1,bank_yaw_energy_retaining,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,11.84682262288425,6.213797634625157,3.010273084591737,7.223448375217732,-0.319646273852515,-3.468683950626648,30.0,s002
target_030|mid_arena|none|W0|dp1,3,bank_yaw_energy_retaining_030_mid_arena_none_W0_dp1,bank_yaw_energy_retaining,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,11.196537437663334,6.280590058680883,3.2732911751788047,7.360951606747596,-0.556149325173092,-3.5297685057567385,30.0,s002
target_none|favourable|U1_single_fan|W1|dp1,3,glide_none_favourable_U1_single_fan_W1_dp1,glide,updraft_assisted_commandable,selected_for_w3_stress,covered_by_existing_envelope,covered_send_to_w3,False,covered_in_w1_w2_but_requires_selected_w3_stress_before_claim,False,False,True,False,0.0,3.250997367771568,0.1625498683885784,6.867504952927838,0.2698539925800682,0.1,,s002
target_none|favourable|U1_single_fan|W2|dp1,3,glide_none_favourable_U1_single_fan_W2_dp1,glide,updraft_assisted_commandable,selected_for_w3_stress,covered_by_existing_envelope,covered_send_to_w3,False,covered_in_w1_w2_but_requires_selected_w3_stress_before_claim,False,False,True,False,0.0,3.2033213676086496,0.1601564283499607,6.274391109694213,-0.0985563843276522,0.1,,s002
target_none|favourable|U4_four_fan|W1|dp1,3,recovery_none_favourable_U4_four_fan_W1_dp1,recovery,updraft_assisted_commandable,selected_for_w3_stress,covered_by_existing_envelope,covered_send_to_w3,False,covered_in_w1_w2_but_requires_selected_w3_stress_before_claim,False,False,True,False,0.0,4.172808772122652,0.2086404386061326,6.6795190797217305,-0.1084801499530003,0.1,,s002
target_none|favourable|U4_four_fan|W2|dp1,3,recovery_none_favourable_U4_four_fan_W2_dp1,recovery,updraft_assisted_commandable,selected_for_w3_stress,covered_by_existing_envelope,covered_send_to_w3,False,covered_in_w1_w2_but_requires_selected_w3_stress_before_claim,False,False,True,False,0.0,4.106565430056032,0.2436422690749511,6.329360645149813,-0.0654668694264284,0.1,,s002
target_none|favourable|none|W0|dp1,3,recovery_none_favourable_none_W0_dp1,recovery,w0_standalone_commandable,selected_for_governor_seed,covered_by_existing_envelope,covered_keep,False,covered_by_existing_envelope,False,False,False,False,0.0,4.157090496631371,0.2078545248315685,6.696190418681323,-0.3474300071689704,0.1,,s002
target_none|mid_arena|U1_single_fan|W1|dp1,3,recovery_none_mid_arena_U1_single_fan_W1_dp1,recovery,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,0.0,4.139031852380862,0.2069515926190431,6.530856535210911,-0.020142360843022,-1.4390318523808627,,s002
target_none|mid_arena|U1_single_fan|W2|dp1,3,recovery_none_mid_arena_U1_single_fan_W2_dp1,recovery,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,0.0,4.100658893709314,0.2050185560809748,7.326027477061682,-0.1125356940062776,-1.4003711216194985,,s002
target_none|mid_arena|U4_four_fan|W1|dp1,3,recovery_none_mid_arena_U4_four_fan_W1_dp1,recovery,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,0.0,4.160508731836865,0.2080254365918432,6.6358531143526,-0.1640029725956919,-1.4605087318368657,,s002
target_none|mid_arena|U4_four_fan|W2|dp1,3,recovery_none_mid_arena_U4_four_fan_W2_dp1,recovery,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,0.0,4.137876570514694,0.2068859362661128,6.540487566086183,-0.1287444413046019,-1.4377187253222576,,s002
target_none|mid_arena|none|W0|dp1,3,recovery_none_mid_arena_none_W0_dp1,recovery,boundary_evidence,governor_reject_entry_envelope,uncovered_governor_reject,entry_envelope_reject,False,entry_clearance_or_footprint_limited_not_library_growth,False,True,False,False,0.0,4.157090496631369,0.2078545248315684,6.696190418681323,-0.3474300071689704,-1.4570904966313698,,s002
