context_id,W_layer,environment_mode,start_state_family,governor_mode,compact_library_id,primitive_variant_id,primitive_id,entry_role,controller_id,viable,rejection_reason,score,continuation_probability,terminal_useful_probability,hard_failure_risk,wall_margin_m,floor_margin_m,ceiling_margin_m,speed_margin_m_s,claim_status
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_506082307066,primvar_energy_retaining_bank_inflight_only_6af6433af4fc,energy_retaining_bank,inflight_only,lqrta_energy_retaining_bank_799781835147,False,entry_role_incompatible_start_family,-inf,0.1,0.6,0.3,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_74ab983fd422,primvar_energy_retaining_bank_inflight_only_d94abe9663e0,energy_retaining_bank,inflight_only,lqrta_energy_retaining_bank_cb8806f679ea,False,entry_role_incompatible_start_family,-inf,0.0583333333333333,0.5916666666666667,0.35,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_3dc85a099189,primvar_energy_retaining_bank_inflight_only_ffbac52c8a05,energy_retaining_bank,inflight_only,lqrta_energy_retaining_bank_f070df89773d,False,entry_role_incompatible_start_family,-inf,0.0666666666666666,0.6416666666666667,0.2916666666666667,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_ec4fb24dbdb9,primvar_energy_retaining_bank_inflight_only_2bfb12941462,energy_retaining_bank,inflight_only,lqrta_energy_retaining_bank_d900ab349d59,False,entry_role_incompatible_start_family,-inf,0.0916666666666666,0.5916666666666667,0.3166666666666666,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_a6629043b6f6,primvar_glide_launch_capable_ae800d158abe,glide,launch_capable,lqrta_glide_3b5087a1988e,True,,-0.1295,0.2,0.305,0.495,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_ee901c3f3847,primvar_glide_launch_capable_be81295c8871,glide,launch_capable,lqrta_glide_9bc19d0ed82a,True,,-0.17825,0.165,0.325,0.51,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_2c30e1803eed,primvar_glide_launch_capable_665367d67b57,glide,launch_capable,lqrta_glide_afb58358f208,True,,-0.19525000000000003,0.155,0.3,0.545,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_c3f2114b30aa,primvar_glide_launch_capable_b42f9fd3b50c,glide,launch_capable,lqrta_glide_34dfb234d334,True,,-0.15900000000000003,0.18,0.3,0.52,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_6ee85f7ad3b4,primvar_lift_dwell_arc_inflight_only_cc79048e860d,lift_dwell_arc,inflight_only,lqrta_lift_dwell_arc_47abf378668a,False,entry_role_incompatible_start_family,-inf,0.05,0.7083333333333334,0.2416666666666666,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_05375aec91e8,primvar_lift_dwell_arc_inflight_only_ecf52612e6e5,lift_dwell_arc,inflight_only,lqrta_lift_dwell_arc_e8faf897618f,False,entry_role_incompatible_start_family,-inf,0.0416666666666666,0.65,0.3083333333333333,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_6d0bbf486ef9,primvar_lift_dwell_arc_inflight_only_ff6dbfded2c6,lift_dwell_arc,inflight_only,lqrta_lift_dwell_arc_f0bb491051bf,False,entry_role_incompatible_start_family,-inf,0.0583333333333333,0.6583333333333333,0.2833333333333333,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_22f1283ce211,primvar_lift_dwell_arc_inflight_only_c2ee313c02c8,lift_dwell_arc,inflight_only,lqrta_lift_dwell_arc_63507ce5ef1f,False,entry_role_incompatible_start_family,-inf,0.0333333333333333,0.6916666666666667,0.275,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_98d255a8b1aa,primvar_lift_entry_inflight_only_41de2818a79b,lift_entry,inflight_only,lqrta_lift_entry_328324ef918f,False,entry_role_incompatible_start_family,-inf,0.1,0.625,0.275,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_1456ff3e1119,primvar_lift_entry_inflight_only_a519a8e11d11,lift_entry,inflight_only,lqrta_lift_entry_6676162b4898,False,entry_role_incompatible_start_family,-inf,0.0666666666666666,0.6,0.3333333333333333,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_1d8ee5c26758,primvar_lift_entry_inflight_only_8aa587178e42,lift_entry,inflight_only,lqrta_lift_entry_61b494570721,False,entry_role_incompatible_start_family,-inf,0.0833333333333333,0.5666666666666667,0.35,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_00fb84155076,primvar_lift_entry_inflight_only_3f220a8a1718,lift_entry,inflight_only,lqrta_lift_entry_9a5ca054db71,False,entry_role_incompatible_start_family,-inf,0.05,0.6166666666666667,0.3333333333333333,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_baa2027f6148,primvar_mild_turn_left_inflight_only_786713af2277,mild_turn_left,inflight_only,lqrta_mild_turn_left_37cc4cff5c73,False,entry_role_incompatible_start_family,-inf,0.1333333333333333,0.5666666666666667,0.3,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_904b207ec065,primvar_mild_turn_left_inflight_only_e089f65554ae,mild_turn_left,inflight_only,lqrta_mild_turn_left_e5ba4fd2efbc,False,entry_role_incompatible_start_family,-inf,0.0833333333333333,0.5416666666666666,0.375,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
ctx_w0_launch,W0,dry_air,launch_gate,continuation_mode,postw3lib_eacc9a756440,primvar_mild_turn_left_inflight_only_111e697680ff,mild_turn_left,inflight_only,lqrta_mild_turn_left_94140ebc2535,False,entry_role_incompatible_start_family,-inf,0.075,0.6,0.325,0.1435564408683403,1.3191876450249866,1.7808123549750134,4.868232800410412,simulation_only_governor_candidate_smoke
