surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,23.82234359,0.587217554,1.003909662,0.1873120179,0.1597728417,16.47026858,17.08958482,25.99488896
0.25,True,20.71043027,0.5899257306,0.5920215601,0.1316272026,0.1098327536,12.01384686,24.76377362,43.33531601
0.5,False,26.91925855,0.5877146534,0.428486246,0.2668187344,0.2257059223,10.76705552,11.33108152,83.07499181
0.75,False,50.66186225,0.5671781909,0.5157559434,0.8590462138,0.7316461319,20.31286915,20.72805898,58.10921829
1,False,45.8966223,0.4372497043,0.4331537078,0.7658055438,0.6522409732,24.00891235,33.6647296,60.94027033
