split,regime,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,130,4.304962216,11.9860877,0.02801963042,0.02929435801,0.01845223057,-0.007813089673,0.07379117816,-0.3090547494,0.01303569202,-0.00789275575,0.02250186775
train,transition,538,12.01132215,19.99809223,0.0508428684,0.06493837968,0.03332854112,0.07273044303,0.2649356457,-0.2610587711,-0.01007692585,0.0003843272119,0.02151857341
train,post_stall,2851,20.00903331,82.70553372,-0.1553054502,0.1657453289,0.084662229,-0.1288800597,-0.0009819706052,0.5428512803,-0.002751300604,-0.001125856718,-0.01860939818
heldout,attached,73,5.589115637,11.98625603,0.03198633898,0.03342406075,0.02581833628,-0.04055204214,0.04623305647,-0.3424506546,0.01207680087,-0.008771546391,0.02138908597
heldout,transition,267,12.0035553,19.98542245,0.008425281141,0.09653013882,0.03874075933,0.06906070624,0.2991497182,-0.1604687984,-0.02395597434,0.0005751222902,0.0126011777
heldout,post_stall,1420,20.00976874,78.53102008,-0.1419769708,0.1559549226,0.08189301806,-0.0566874565,0.05042874448,0.5211557703,-0.001216551662,0.006662422094,-0.01882968203
