scenario_id,primitive,speed_m_s,altitude_m,phi_deg,theta_deg,alpha_deg,reason
s9_agile_reversal_left_target_120_no_wind,agile_brake_roll_yaw_recovery_target_120_120_a,6.5,2.7,0.0,-2.754941244379888,3.053834490775539,governor rollout: pitch angle exceeded bound
