primitive_name,entry_set_pass,predicted_safe,rejection_reason,score,predicted_min_wall_distance_m,predicted_max_alpha_deg,predicted_terminal_speed_m_s,selected
agile_brake_roll_yaw_recovery_target_030_030_a,True,True,,0.14005679765832055,0.25,7.708991443804745,8.1426643951816,True
