candidate_id,selection_class,joint_pareto_profile,accepted,acceptance_reason,pareto_member,alignment_window_s,reference_candidate_id,global_reference_candidate_id,longitudinal_source_id,lateral_source_id,split,score,longitudinal_score,reference_longitudinal_score,delta_longitudinal_score,lateral_score,reference_lateral_score,delta_lateral_score,global_reference_longitudinal_score,global_delta_longitudinal_score,global_reference_lateral_score,global_delta_lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,reference_dx_mae_m,delta_dx_mae_m,global_reference_dx_mae_m,global_delta_dx_mae_m,dy_mae_m,reference_dy_mae_m,delta_dy_mae_m,global_reference_dy_mae_m,global_delta_dy_mae_m,altitude_loss_mae_m,reference_altitude_loss_mae_m,delta_altitude_loss_mae_m,global_reference_altitude_loss_mae_m,global_delta_altitude_loss_mae_m,sink_mae_m_s,reference_sink_mae_m_s,delta_sink_mae_m_s,global_reference_sink_mae_m_s,global_delta_sink_mae_m_s,roll_mae_deg,reference_roll_mae_deg,delta_roll_mae_deg,global_reference_roll_mae_deg,global_delta_roll_mae_deg,pitch_mae_deg,reference_pitch_mae_deg,delta_pitch_mae_deg,global_reference_pitch_mae_deg,global_delta_pitch_mae_deg,yaw_mae_deg,reference_yaw_mae_deg,delta_yaw_mae_deg,global_reference_yaw_mae_deg,global_delta_yaw_mae_deg,parameter_updates_json
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p7_local_post_stall_Cl_r_s0p55,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p7+local_post_stall_Cl_r_s0p55,heldout,9.155051293,6.914766491,6.898168128,0.016598363,2.240284802,2.889249518,-0.6489647162,6.898168128,0.016598363,2.889249518,-0.6489647162,4,2,0.2974450664,0.2855181765,0.01192688984,0.2855181765,0.01192688984,0.5874283389,0.6124369379,-0.02500859905,0.6124369379,-0.02500859905,0.326109029,0.3265137476,-0.0004047185882,0.3265137476,-0.0004047185882,0.2815232575,0.2818881716,-0.0003649141136,0.2818881716,-0.0003649141136,8.611161145,15.53625683,-6.925095686,15.53625683,-6.925095686,3.904751199,4.066112604,-0.1613614044,4.066112604,-0.1613614044,3.911251166,4.204628567,-0.2933774011,4.204628567,-0.2933774011,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.42169768036118005, ""yaw_moment_beta_coeff"": -0.0328708378455517}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p9_local_post_stall_Cl_r_s0p45,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p9+local_post_stall_Cl_r_s0p45,heldout,9.158994371,6.921135414,6.898168128,0.02296728623,2.237858957,2.889249518,-0.6513905617,6.898168128,0.02296728623,2.889249518,-0.6513905617,4,2,0.3013695249,0.2855181765,0.01585134834,0.2855181765,0.01585134834,0.5866908786,0.6124369379,-0.02574605932,0.6124369379,-0.02574605932,0.3259530333,0.3265137476,-0.0005607143287,0.3265137476,-0.0005607143287,0.2813779401,0.2818881716,-0.0005102314698,0.2818881716,-0.0005102314698,9.145885574,15.53625683,-6.390371257,15.53625683,-6.390371257,3.865156529,4.066112604,-0.2009560747,4.066112604,-0.2009560747,3.094997714,4.204628567,-1.109630853,4.204628567,-1.109630853,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.34502537484096546, ""yaw_moment_beta_coeff"": -0.03869107722999504}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s1_local_post_stall_Cl_r_s0p4,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s1+local_post_stall_Cl_r_s0p4,heldout,9.159549147,6.924963298,6.898168128,0.02679517034,2.234585849,2.889249518,-0.6546636694,6.898168128,0.02679517034,2.889249518,-0.6546636694,4,2,0.3036158457,0.2855181765,0.01809766912,0.2855181765,0.01809766912,0.5884809639,0.6124369379,-0.02395597401,0.6124369379,-0.02395597401,0.3258672233,0.3265137476,-0.0006465243416,0.3265137476,-0.0006465243416,0.281297818,0.2818881716,-0.0005903535825,0.2818881716,-0.0005903535825,9.328113286,15.53625683,-6.208143545,15.53625683,-6.208143545,3.843721056,4.066112604,-0.2223915473,4.066112604,-0.2223915473,2.691136796,4.204628567,-1.513491771,4.204628567,-1.513491771,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3066892220808582, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040local_L02_active_baseline_local_yaw_beta_s1_local_post_stall_Cl_r_s0p65,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L02_active_baseline_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,active_baseline,local_yaw_beta_s1+local_post_stall_Cl_r_s0p65,heldout,9.162248648,6.985625853,6.948793451,0.03683240212,2.176622795,2.841821047,-0.6651982525,6.898168128,0.08745772483,2.889249518,-0.7126267237,2,2,0.2669844888,0.2533052249,0.01367926387,0.2855181765,-0.01853368774,0.5862469259,0.5929179065,-0.006670980573,0.6124369379,-0.026190012,0.3330375776,0.3322518425,0.0007857350471,0.3265137476,0.006523829989,0.287335676,0.2867404885,0.0005951874378,0.2818881716,0.005447504396,8.082254689,15.60615516,-7.523900466,15.53625683,-7.454002142,4.470076504,4.68272461,-0.2126481054,4.066112604,0.4039639009,3.605951233,4.026829856,-0.4208786232,4.204628567,-0.5986773341,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.4983699858813946, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p75_local_post_stall_Cl_r_s0p5,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p75+local_post_stall_Cl_r_s0p5,heldout,9.166986322,6.91593605,6.898168128,0.0177679224,2.251050272,2.889249518,-0.6381992464,6.898168128,0.0177679224,2.889249518,-0.6381992464,4,2,0.2982375606,0.2855181765,0.01271938409,0.2855181765,0.01271938409,0.5861195486,0.6124369379,-0.02631738936,0.6124369379,-0.02631738936,0.3260853643,0.3265137476,-0.000428383329,0.3265137476,-0.000428383329,0.2814997946,0.2818881716,-0.000388377017,0.2818881716,-0.000388377017,8.963148629,15.53625683,-6.573108201,15.53625683,-6.573108201,3.89434867,4.066112604,-0.1717639334,4.066112604,-0.1717639334,3.629400008,4.204628567,-0.5752285594,4.204628567,-0.5752285594,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3833615276010727, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040local_L02_active_baseline_local_yaw_beta_s0p95_local_post_stall_Cl_r_s0p65,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L02_active_baseline_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,active_baseline,local_yaw_beta_s0p95+local_post_stall_Cl_r_s0p65,heldout,9.16723259,6.983735825,6.948793451,0.03494237372,2.183496766,2.841821047,-0.6583242814,6.898168128,0.08556769644,2.889249518,-0.7057527526,2,2,0.2661290457,0.2533052249,0.01282382075,0.2855181765,-0.01938913085,0.5853757855,0.5929179065,-0.007542120974,0.6124369379,-0.0270611524,0.3330792289,0.3322518425,0.0008273863572,0.3265137476,0.006565481299,0.2873727568,0.2867404885,0.0006322682499,0.2818881716,0.005484585208,8.099039546,15.60615516,-7.507115609,15.53625683,-7.437217284,4.472511967,4.68272461,-0.2102126426,4.066112604,0.4063993636,3.739351042,4.026829856,-0.2874788138,4.204628567,-0.4652775246,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.4983699858813946, ""yaw_moment_beta_coeff"": -0.04014613707610588}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p65_local_post_stall_Cl_r_s0p55,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p65+local_post_stall_Cl_r_s0p55,heldout,9.168080594,6.913233169,6.898168128,0.01506504063,2.254847425,2.889249518,-0.6344020933,6.898168128,0.01506504063,2.889249518,-0.6344020933,4,2,0.2964422577,0.2855181765,0.01092408112,0.2855181765,0.01092408112,0.5884800567,0.6124369379,-0.02395688126,0.6124369379,-0.02395688126,0.326164745,0.3265137476,-0.0003490025552,0.3265137476,-0.0003490025552,0.2815731381,0.2818881716,-0.0003150335244,0.2818881716,-0.0003150335244,8.657017415,15.53625683,-6.879239415,15.53625683,-6.879239415,3.913213871,4.066112604,-0.1528987324,4.066112604,-0.1528987324,4.062525261,4.204628567,-0.1421033054,4.204628567,-0.1421033054,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.42169768036118005, ""yaw_moment_beta_coeff"": -0.03141577799944087}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p85_local_post_stall_Cl_r_s0p45,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p85+local_post_stall_Cl_r_s0p45,heldout,9.168323634,6.919049765,6.898168128,0.02088163684,2.249273869,2.889249518,-0.6399756494,6.898168128,0.02088163684,2.889249518,-0.6399756494,4,2,0.3002312796,0.2855181765,0.01471310302,0.2855181765,0.01471310302,0.5859664004,0.6124369379,-0.02647053756,0.6124369379,-0.02647053756,0.3259999906,0.3265137476,-0.0005137570126,0.3265137476,-0.0005137570126,0.2814207803,0.2818881716,-0.0004673913357,0.2818881716,-0.0004673913357,9.215988267,15.53625683,-6.320268563,15.53625683,-6.320268563,3.874044423,4.066112604,-0.1920681809,4.066112604,-0.1920681809,3.224291225,4.204628567,-0.9803373421,4.204628567,-0.9803373421,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.34502537484096546, ""yaw_moment_beta_coeff"": -0.037236017383884205}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p95_local_post_stall_Cl_r_s0p4,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p95+local_post_stall_Cl_r_s0p4,heldout,9.169844231,6.922602513,6.898168128,0.02443438462,2.247241719,2.889249518,-0.6420077998,6.898168128,0.02443438462,2.889249518,-0.6420077998,4,2,0.3024120716,0.2855181765,0.01689389503,0.2855181765,0.01689389503,0.587760351,0.6124369379,-0.02467658692,0.6124369379,-0.02467658692,0.3259101451,0.3265137476,-0.0006036025107,0.3265137476,-0.0006036025107,0.2813373938,0.2818881716,-0.0005507777969,0.2818881716,-0.0005507777969,9.411858365,15.53625683,-6.124398466,15.53625683,-6.124398466,3.852704605,4.066112604,-0.213407999,4.066112604,-0.213407999,2.822149345,4.204628567,-1.382479222,4.204628567,-1.382479222,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3066892220808582, ""yaw_moment_beta_coeff"": -0.04014613707610588}"
jp040local_L02_active_baseline_local_yaw_beta_s0p9_local_post_stall_Cl_r_s0p65,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L02_active_baseline_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,active_baseline,local_yaw_beta_s0p9+local_post_stall_Cl_r_s0p65,heldout,9.172205774,6.982006422,6.948793451,0.03321297167,2.190199351,2.841821047,-0.6516216961,6.898168128,0.08383829439,2.889249518,-0.6990501673,2,2,0.2653003845,0.2533052249,0.01199515951,0.2855181765,-0.02021779209,0.584522187,0.5929179065,-0.008395719486,0.6124369379,-0.02791475091,0.333124478,0.3322518425,0.0008726354181,0.3265137476,0.00661073036,0.2874127244,0.2867404885,0.000672235813,0.2818881716,0.005524552771,8.116156291,15.60615516,-7.489998864,15.53625683,-7.420100539,4.475072477,4.68272461,-0.207652133,4.066112604,0.4089598732,3.868466402,4.026829856,-0.1583634542,4.204628567,-0.336162165,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.4983699858813946, ""yaw_moment_beta_coeff"": -0.03869107722999504}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p8_local_post_stall_Cl_r_s0p45,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p8+local_post_stall_Cl_r_s0p45,heldout,9.177608601,6.917103951,6.898168128,0.01893582285,2.26050465,2.889249518,-0.6287448682,6.898168128,0.01893582285,2.889249518,-0.6287448682,4,2,0.2991267397,0.2855181765,0.01360856314,0.2855181765,0.01360856314,0.5852498566,0.6124369379,-0.02718708131,0.6124369379,-0.02718708131,0.326048709,0.3265137476,-0.0004650385844,0.3265137476,-0.0004650385844,0.2814650598,0.2818881716,-0.0004231118082,0.2818881716,-0.0004231118082,9.285286456,15.53625683,-6.250970375,15.53625683,-6.250970375,3.882916457,4.066112604,-0.1831961467,4.066112604,-0.1831961467,3.351159753,4.204628567,-0.8534688134,4.204628567,-0.8534688134,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.34502537484096546, ""yaw_moment_beta_coeff"": -0.03578095753777337}"
jp040local_L02_active_baseline_local_yaw_beta_s0p85_local_post_stall_Cl_r_s0p65,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L02_active_baseline_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,active_baseline,local_yaw_beta_s0p85+local_post_stall_Cl_r_s0p65,heldout,9.178505014,6.980432264,6.948793451,0.03163881352,2.198072749,2.841821047,-0.6437482977,6.898168128,0.08226413623,2.889249518,-0.6911767689,2,2,0.2644969183,0.2533052249,0.01119169337,0.2855181765,-0.02102125823,0.5836850747,0.5929179065,-0.009232831771,0.6124369379,-0.0287518632,0.3331733878,0.3322518425,0.0009215452753,0.3265137476,0.006659640217,0.2874556268,0.2867404885,0.0007151382237,0.2818881716,0.005567455182,8.149636981,15.60615516,-7.456518174,15.53625683,-7.38661985,4.477747037,4.68272461,-0.2049775724,4.066112604,0.4116344338,3.99345103,4.026829856,-0.03337882625,4.204628567,-0.2111775371,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.4983699858813946, ""yaw_moment_beta_coeff"": -0.037236017383884205}"
jp040local_L02_active_baseline_local_yaw_beta_s1_local_post_stall_Cl_r_s0p6,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L02_active_baseline_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,active_baseline,local_yaw_beta_s1+local_post_stall_Cl_r_s0p6,heldout,9.179188659,6.984446877,6.948793451,0.03565342654,2.194741782,2.841821047,-0.6470792655,6.898168128,0.08627874926,2.889249518,-0.6945077366,2,2,0.2667286186,0.2533052249,0.01342339364,0.2855181765,-0.01878955796,0.5865206759,0.5929179065,-0.0063972306,0.6124369379,-0.02591626203,0.3329919773,0.3322518425,0.0007401347227,0.3265137476,0.006478229664,0.287298155,0.2867404885,0.0005576664559,0.2818881716,0.005409983414,8.404285285,15.60615516,-7.20186987,15.53625683,-7.131971546,4.474367881,4.68272461,-0.2083567284,4.066112604,0.4082552779,3.438097107,4.026829856,-0.5887327487,4.204628567,-0.7665314595,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.46003383312128726, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p7_local_post_stall_Cl_r_s0p5,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p7+local_post_stall_Cl_r_s0p5,heldout,9.179305269,6.914260624,6.898168128,0.01609249635,2.265044645,2.889249518,-0.6242048736,6.898168128,0.01609249635,2.889249518,-0.6242048736,4,2,0.2971980228,0.2855181765,0.01167984629,0.2855181765,0.01167984629,0.5871923126,0.6124369379,-0.0252446253,0.6124369379,-0.0252446253,0.3261387387,0.3265137476,-0.0003750088738,0.3265137476,-0.0003750088738,0.2815478272,0.2818881716,-0.0003403443661,0.2818881716,-0.0003403443661,9.019959321,15.53625683,-6.516297509,15.53625683,-6.516297509,3.902994533,4.066112604,-0.1631180703,4.066112604,-0.1631180703,3.753172119,4.204628567,-0.451456448,4.204628567,-0.451456448,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3833615276010727, ""yaw_moment_beta_coeff"": -0.0328708378455517}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p9_local_post_stall_Cl_r_s0p4,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p9+local_post_stall_Cl_r_s0p4,heldout,9.180081885,6.920374445,6.898168128,0.02220631687,2.25970744,2.889249518,-0.6295420787,6.898168128,0.02220631687,2.889249518,-0.6295420787,4,2,0.3012419559,0.2855181765,0.01572377938,0.2855181765,0.01572377938,0.5870466068,0.6124369379,-0.02539033118,0.6124369379,-0.02539033118,0.3259541803,0.3265137476,-0.000559567337,0.3265137476,-0.000559567337,0.2813779152,0.2818881716,-0.000510256437,0.2818881716,-0.000510256437,9.494612798,15.53625683,-6.041644032,15.53625683,-6.041644032,3.861706048,4.066112604,-0.2044065555,4.066112604,-0.2044065555,2.950950446,4.204628567,-1.253678121,4.204628567,-1.253678121,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3066892220808582, ""yaw_moment_beta_coeff"": -0.03869107722999504}"
jp040local_L02_active_baseline_local_yaw_beta_s0p95_local_post_stall_Cl_r_s0p6,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L02_active_baseline_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,active_baseline,local_yaw_beta_s0p95+local_post_stall_Cl_r_s0p6,heldout,9.186545642,6.982553577,6.948793451,0.03376012624,2.203992065,2.841821047,-0.6378289821,6.898168128,0.08438544895,2.889249518,-0.6852574533,2,2,0.265880164,0.2533052249,0.01257493908,0.2855181765,-0.01963801252,0.5856749816,0.5929179065,-0.007242924938,0.6124369379,-0.02676195636,0.333031369,0.3322518425,0.000779526449,0.3265137476,0.006517621391,0.2873333994,0.2867404885,0.000592910886,0.2818881716,0.005445227844,8.450920524,15.60615516,-7.155234631,15.53625683,-7.085336307,4.47690961,4.68272461,-0.2058149997,4.066112604,0.4107970065,3.568477122,4.026829856,-0.4583527337,4.204628567,-0.6361514445,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.46003383312128726, ""yaw_moment_beta_coeff"": -0.04014613707610588}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p75_local_post_stall_Cl_r_s0p45,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p75+local_post_stall_Cl_r_s0p45,heldout,9.189818072,6.915290022,6.898168128,0.01712189355,2.27452805,2.889249518,-0.614721468,6.898168128,0.01712189355,2.889249518,-0.614721468,4,2,0.298052666,0.2855181765,0.01253448946,0.2855181765,0.01253448946,0.5858787082,0.6124369379,-0.02655822971,0.6124369379,-0.02655822971,0.3260996457,0.3265137476,-0.000414101881,0.3265137476,-0.000414101881,0.281511156,0.2818881716,-0.0003770155902,0.2818881716,-0.0003770155902,9.353790888,15.53625683,-6.182465943,15.53625683,-6.182465943,3.891725273,4.066112604,-0.1743873308,4.066112604,-0.1743873308,3.475670246,4.204628567,-0.7289583213,4.204628567,-0.7289583213,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.34502537484096546, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p85_local_post_stall_Cl_r_s0p4,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p85+local_post_stall_Cl_r_s0p4,heldout,9.190273168,6.918283899,6.898168128,0.02011577135,2.271989269,2.889249518,-0.6172602496,6.898168128,0.02011577135,2.889249518,-0.6172602496,4,2,0.3001036308,0.2855181765,0.01458545427,0.2855181765,0.01458545427,0.5863398106,0.6124369379,-0.02609712735,0.6124369379,-0.02609712735,0.3260006084,0.3265137476,-0.0005131392228,0.3265137476,-0.0005131392228,0.2814203762,0.2818881716,-0.0004677953483,0.2818881716,-0.0004677953483,9.576396976,15.53625683,-5.959859854,15.53625683,-5.959859854,3.870629645,4.066112604,-0.1954829589,4.066112604,-0.1954829589,3.077618948,4.204628567,-1.127009618,4.204628567,-1.127009618,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3066892220808582, ""yaw_moment_beta_coeff"": -0.037236017383884205}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p65_local_post_stall_Cl_r_s0p5,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p65+local_post_stall_Cl_r_s0p5,heldout,9.19315576,6.912715857,6.898168128,0.0145477293,2.280439903,2.889249518,-0.6088096154,6.898168128,0.0145477293,2.889249518,-0.6088096154,4,2,0.2961899461,0.2855181765,0.01067176959,0.2855181765,0.01067176959,0.5882585524,0.6124369379,-0.02417838554,0.6124369379,-0.02417838554,0.3261939485,0.3265137476,-0.0003197991056,0.3265137476,-0.0003197991056,0.2815973544,0.2818881716,-0.0002908171952,0.2818881716,-0.0002908171952,9.076172252,15.53625683,-6.460084578,15.53625683,-6.460084578,3.911595889,4.066112604,-0.154516715,4.066112604,-0.154516715,3.90331778,4.204628567,-0.3013107873,4.204628567,-0.3013107873,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3833615276010727, ""yaw_moment_beta_coeff"": -0.03141577799944087}"
jp040local_L02_active_baseline_local_yaw_beta_s0p9_local_post_stall_Cl_r_s0p6,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L02_active_baseline_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,active_baseline,local_yaw_beta_s0p9+local_post_stall_Cl_r_s0p6,heldout,9.19386409,6.980813426,6.948793451,0.03201997511,2.213050664,2.841821047,-0.6287703835,6.898168128,0.08264529783,2.889249518,-0.6761988546,2,2,0.2650571057,0.2533052249,0.01175188071,0.2855181765,-0.02046107089,0.5848445422,0.5929179065,-0.008073364303,0.6124369379,-0.02759239573,0.3330742523,0.3322518425,0.0008224097343,0.3265137476,0.006560504676,0.2873714372,0.2867404885,0.0006309486873,0.2818881716,0.005483265646,8.497402336,15.60615516,-7.108752819,15.53625683,-7.038854494,4.479565991,4.68272461,-0.2031586191,4.066112604,0.4134533871,3.695026754,4.026829856,-0.3318031017,4.204628567,-0.5096018125,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.46003383312128726, ""yaw_moment_beta_coeff"": -0.03869107722999504}"
jp040local_L02_active_baseline_local_yaw_beta_s1_local_post_stall_Cl_r_s0p55,,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,False,0.04,jp040local_L02_active_baseline_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,active_baseline,local_yaw_beta_s1+local_post_stall_Cl_r_s0p55,heldout,9.19875617,6.983305499,6.948793451,0.03451204857,2.21545067,2.841821047,-0.6263703768,6.898168128,0.08513737128,2.889249518,-0.673798848,2,2,0.2665140587,0.2533052249,0.01320883373,0.2855181765,-0.01900411787,0.5867971327,0.5929179065,-0.006120773822,0.6124369379,-0.02563980525,0.3329326783,0.3322518425,0.0006808357344,0.3265137476,0.006418930676,0.2872494554,0.2867404885,0.0005089668399,0.2818881716,0.005361283798,8.754169016,15.60615516,-6.851986139,15.53625683,-6.782087815,4.479917643,4.68272461,-0.2028069672,4.066112604,0.413805039,3.274973235,4.026829856,-0.7518566211,4.204628567,-0.929655332,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.42169768036118005, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
