candidate_id,selection_class,joint_pareto_profile,accepted,acceptance_reason,pareto_member,alignment_window_s,reference_candidate_id,global_reference_candidate_id,longitudinal_source_id,lateral_source_id,split,score,longitudinal_score,reference_longitudinal_score,delta_longitudinal_score,lateral_score,reference_lateral_score,delta_lateral_score,global_reference_longitudinal_score,global_delta_longitudinal_score,global_reference_lateral_score,global_delta_lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,reference_dx_mae_m,delta_dx_mae_m,global_reference_dx_mae_m,global_delta_dx_mae_m,dy_mae_m,reference_dy_mae_m,delta_dy_mae_m,global_reference_dy_mae_m,global_delta_dy_mae_m,altitude_loss_mae_m,reference_altitude_loss_mae_m,delta_altitude_loss_mae_m,global_reference_altitude_loss_mae_m,global_delta_altitude_loss_mae_m,sink_mae_m_s,reference_sink_mae_m_s,delta_sink_mae_m_s,global_reference_sink_mae_m_s,global_delta_sink_mae_m_s,roll_mae_deg,reference_roll_mae_deg,delta_roll_mae_deg,global_reference_roll_mae_deg,global_delta_roll_mae_deg,pitch_mae_deg,reference_pitch_mae_deg,delta_pitch_mae_deg,global_reference_pitch_mae_deg,global_delta_pitch_mae_deg,yaw_mae_deg,reference_yaw_mae_deg,delta_yaw_mae_deg,global_reference_yaw_mae_deg,global_delta_yaw_mae_deg,parameter_updates_json
jp040local_L01_proposal_stage_9_stage9_post_local_yaw_beta_s1_local_post_stall_Cl_r_s0p75,accepted_pareto,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L01_proposal_stage_9_stage9_post_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_9_stage9_post_blend_post_stall_lift_dr,local_yaw_beta_s1+local_post_stall_Cl_r_s0p75,heldout,10.22574904,8.123325098,8.081417405,0.04190769272,2.102423938,2.796788314,-0.6943643761,6.898168128,1.22515697,2.889249518,-0.7868255807,4,2,0.3599996899,0.3388509899,0.02114870003,0.2855181765,0.07448151338,0.5787064747,0.5871055795,-0.008399104744,0.6124369379,-0.03373046319,0.3833256364,0.3831664026,0.0001592337514,0.3265137476,0.05681188877,0.3298421482,0.3298521507,-1.000246159e-05,0.2818881716,0.04795397664,7.223483174,15.28888652,-8.065403346,15.53625683,-8.312773656,4.305243459,4.603392433,-0.2981489735,4.066112604,0.2391308558,3.860147127,3.924636689,-0.06448956209,4.204628567,-0.3444814401,"{""post_stall_drag_residual_coeff"": 0.04638060194305253, ""post_stall_lift_residual_coeff"": -0.04241034892042336, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s1_local_post_stall_Cl_r_s0p75,accepted_pareto,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s1+local_post_stall_Cl_r_s0p75,heldout,9.038930128,6.927400778,6.898168128,0.02923264968,2.11152935,2.889249518,-0.7777201685,6.898168128,0.02923264968,2.889249518,-0.7777201685,4,2,0.3056862262,0.2855181765,0.0201680497,0.2855181765,0.0201680497,0.5862734557,0.6124369379,-0.02616348223,0.6124369379,-0.02616348223,0.3255193048,0.3265137476,-0.0009944428273,0.3265137476,-0.0009944428273,0.281010355,0.2818881716,-0.0008778165475,0.2818881716,-0.0008778165475,7.105448034,15.53625683,-8.430808797,15.53625683,-8.430808797,3.856822667,4.066112604,-0.2092899362,4.066112604,-0.2092899362,3.898418017,4.204628567,-0.3062105494,4.204628567,-0.3062105494,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p95_local_post_stall_Cl_r_s0p75,accepted_pareto,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p95+local_post_stall_Cl_r_s0p75,heldout,9.03677848,6.924921157,6.898168128,0.026753029,2.111857322,2.889249518,-0.7773921959,6.898168128,0.026753029,2.889249518,-0.7773921959,4,2,0.3044851206,0.2855181765,0.01896694409,0.2855181765,0.01896694409,0.5853870835,0.6124369379,-0.02704985447,0.6124369379,-0.02704985447,0.3255606612,0.3265137476,-0.0009530864403,0.3265137476,-0.0009530864403,0.2810479975,0.2818881716,-0.0008401741226,0.2818881716,-0.0008401741226,7.096391118,15.53625683,-8.439865713,15.53625683,-8.439865713,3.864852706,4.066112604,-0.2012598972,4.066112604,-0.2012598972,3.95336179,4.204628567,-0.2512667773,4.204628567,-0.2512667773,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.04014613707610588}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p9_local_post_stall_Cl_r_s0p75,accepted_pareto,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p9+local_post_stall_Cl_r_s0p75,heldout,9.035769482,6.922616234,6.898168128,0.02444810545,2.113153248,2.889249518,-0.77609627,6.898168128,0.02444810545,2.889249518,-0.77609627,4,2,0.3033274133,0.2855181765,0.01780923679,0.2855181765,0.01780923679,0.5845237934,0.6124369379,-0.02791314451,0.6124369379,-0.02791314451,0.3256043135,0.3265137476,-0.0009094340998,0.3265137476,-0.0009094340998,0.2810875838,0.2818881716,-0.0008005877958,0.2818881716,-0.0008005877958,7.088396965,15.53625683,-8.447859866,15.53625683,-8.447859866,3.872797386,4.066112604,-0.1933152171,4.066112604,-0.1933152171,4.023211287,4.204628567,-0.1814172801,4.204628567,-0.1814172801,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.03869107722999504}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p85_local_post_stall_Cl_r_s0p75,accepted_pareto,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p85+local_post_stall_Cl_r_s0p75,heldout,9.043268849,6.920490129,6.898168128,0.02232200119,2.12277872,2.889249518,-0.7664707987,6.898168128,0.02232200119,2.889249518,-0.7664707987,4,2,0.3022098909,0.2855181765,0.01669171431,0.2855181765,0.01669171431,0.5854957707,0.6124369379,-0.02694116726,0.6124369379,-0.02694116726,0.3256514617,0.3265137476,-0.0008622858669,0.3265137476,-0.0008622858669,0.2811300445,0.2818881716,-0.000758127114,0.2818881716,-0.000758127114,7.081451133,15.53625683,-8.454805698,15.53625683,-8.454805698,3.880612006,4.066112604,-0.185500598,4.066112604,-0.185500598,4.168009428,4.204628567,-0.0366191388,4.204628567,-0.0366191388,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.037236017383884205}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p8_local_post_stall_Cl_r_s0p7,accepted_pareto,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p8+local_post_stall_Cl_r_s0p7,heldout,9.068155901,6.918737409,6.898168128,0.02056928128,2.149418491,2.889249518,-0.7398310271,6.898168128,0.02056928128,2.889249518,-0.7398310271,4,2,0.3006342508,0.2855181765,0.01511607421,0.2855181765,0.01511607421,0.586176679,0.6124369379,-0.02626025891,0.6124369379,-0.02626025891,0.3258064368,0.3265137476,-0.0007073107852,0.3265137476,-0.0007073107852,0.2812632935,0.2818881716,-0.0006248780595,0.2818881716,-0.0006248780595,7.401362384,15.53625683,-8.134894447,15.53625683,-8.134894447,3.889366647,4.066112604,-0.1767459562,4.066112604,-0.1767459562,4.140422105,4.204628567,-0.06420646149,4.204628567,-0.06420646149,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5367061386415017, ""yaw_moment_beta_coeff"": -0.03578095753777337}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p75_local_post_stall_Cl_r_s0p65,accepted_pareto,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p75+local_post_stall_Cl_r_s0p65,heldout,9.094788395,6.916946589,6.898168128,0.01877846044,2.177841807,2.889249518,-0.7114077115,6.898168128,0.01877846044,2.889249518,-0.7114077115,4,2,0.2991501453,0.2855181765,0.01363196879,0.2855181765,0.01363196879,0.5869046952,0.6124369379,-0.02553224273,0.6124369379,-0.02553224273,0.3259431719,0.3265137476,-0.000570575746,0.3265137476,-0.000570575746,0.2813811691,0.2818881716,-0.0005070024916,0.2818881716,-0.0005070024916,7.74457354,15.53625683,-7.791683291,15.53625683,-7.791683291,3.897746476,4.066112604,-0.1683661273,4.066112604,-0.1683661273,4.108104405,4.204628567,-0.09652416142,4.204628567,-0.09652416142,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.4983699858813946, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040local_L00_proposal_stage_5_stage5_tran_local_yaw_beta_s0p75_local_post_stall_Cl_r_s0p6,accepted_pareto,local_audit_only,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,jp040local_L00_proposal_stage_5_stage5_tran_no_lateral_update,proposal_stage_5_stage5_transition_blend,local_yaw_beta_s0p75+local_post_stall_Cl_r_s0p6,heldout,9.11950049,6.91677334,6.898168128,0.01860521222,2.20272715,2.889249518,-0.6865223687,6.898168128,0.01860521222,2.889249518,-0.6865223687,4,2,0.2987830497,0.2855181765,0.0132648732,0.2855181765,0.0132648732,0.5866331458,0.6124369379,-0.02580379216,0.6124369379,-0.02580379216,0.3260081706,0.3265137476,-0.0005055770082,0.3265137476,-0.0005055770082,0.2814356871,0.2818881716,-0.0004524844861,0.2818881716,-0.0004524844861,8.158812315,15.53625683,-7.377444516,15.53625683,-7.377444516,3.897382152,4.066112604,-0.1687304518,4.066112604,-0.1687304518,3.945544391,4.204628567,-0.2590841757,4.204628567,-0.2590841757,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.46003383312128726, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
