primitive_variant_id,primitive_id,environment_mode,compatible_row_count,positive_continuation_count,episode_terminal_useful_count,hard_failure_count,minimum_wall_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s
primvar_energy_retaining_bank_inflight_only_0106c4725127,energy_retaining_bank,w3_randomised_four,100,84,0,16,0.2937141325205914,-0.008356110850934125,0.067
primvar_energy_retaining_bank_inflight_only_0106c4725127,energy_retaining_bank,w3_randomised_single,100,84,0,16,0.2941270320144182,-0.014614453439750801,0.051000000000000004
primvar_energy_retaining_bank_inflight_only_256086e191e6,energy_retaining_bank,w3_randomised_four,100,85,0,15,0.2948884021656672,-0.013128115627554518,0.06
primvar_energy_retaining_bank_inflight_only_256086e191e6,energy_retaining_bank,w3_randomised_single,100,82,0,18,0.2929734811832807,-0.014890732458630753,0.047
primvar_energy_retaining_bank_inflight_only_392e92424db6,energy_retaining_bank,w3_randomised_four,100,85,0,15,0.2958878891690517,-0.01240230263556975,0.06
primvar_energy_retaining_bank_inflight_only_392e92424db6,energy_retaining_bank,w3_randomised_single,100,83,0,17,0.2941915891123727,-0.015450564070497616,0.05
primvar_energy_retaining_bank_inflight_only_429b2f7b1a4a,energy_retaining_bank,w3_randomised_four,100,85,0,15,0.2940611766542851,-0.010457222019532714,0.065
primvar_energy_retaining_bank_inflight_only_429b2f7b1a4a,energy_retaining_bank,w3_randomised_single,100,83,0,17,0.2938319714483359,-0.015099366324316743,0.04800000000000001
primvar_energy_retaining_bank_inflight_only_46fcbaa8f289,energy_retaining_bank,w3_randomised_four,100,85,0,15,0.2938212737624504,-0.01104901421129004,0.067
primvar_energy_retaining_bank_inflight_only_46fcbaa8f289,energy_retaining_bank,w3_randomised_single,100,82,0,18,0.2945760811644957,-0.015543215948787827,0.049
primvar_energy_retaining_bank_inflight_only_543ee25b1e4b,energy_retaining_bank,w3_randomised_four,100,83,0,17,0.2940630783847719,-0.013635394244099923,0.06
primvar_energy_retaining_bank_inflight_only_543ee25b1e4b,energy_retaining_bank,w3_randomised_single,100,84,0,16,0.29347330952052,-0.014099590614870282,0.051000000000000004
primvar_energy_retaining_bank_inflight_only_54f97a747281,energy_retaining_bank,w3_randomised_four,100,84,0,16,0.2955720083682926,-0.013756983196774174,0.064
primvar_energy_retaining_bank_inflight_only_54f97a747281,energy_retaining_bank,w3_randomised_single,100,84,0,16,0.2938870650344753,-0.013313230924655597,0.04800000000000001
primvar_energy_retaining_bank_inflight_only_5b0f943fb937,energy_retaining_bank,w3_randomised_four,100,83,0,17,0.293872556646332,-0.011774650936467759,0.067
primvar_energy_retaining_bank_inflight_only_5b0f943fb937,energy_retaining_bank,w3_randomised_single,100,86,0,14,0.292963309746522,-0.012833688946229205,0.05
primvar_energy_retaining_bank_inflight_only_6688a08cb224,energy_retaining_bank,w3_randomised_four,100,86,0,14,0.2936164691517087,-0.011114366647537576,0.066
primvar_energy_retaining_bank_inflight_only_6688a08cb224,energy_retaining_bank,w3_randomised_single,100,82,0,18,0.2933247524755158,-0.01638310802383157,0.046000000000000006
primvar_energy_retaining_bank_inflight_only_680341b01248,energy_retaining_bank,w3_randomised_four,100,83,0,17,0.2938574260954674,-0.011772693670225511,0.061000000000000006
primvar_energy_retaining_bank_inflight_only_680341b01248,energy_retaining_bank,w3_randomised_single,100,84,0,16,0.2942925585507625,-0.014922027560937358,0.047
primvar_energy_retaining_bank_inflight_only_69d714e386c8,energy_retaining_bank,w3_randomised_four,100,84,0,16,0.2951855629547726,-0.014413525529327828,0.06
primvar_energy_retaining_bank_inflight_only_69d714e386c8,energy_retaining_bank,w3_randomised_single,100,83,0,17,0.2939733157993149,-0.014579470318789353,0.04800000000000001
primvar_energy_retaining_bank_inflight_only_6b5cf7321404,energy_retaining_bank,w3_randomised_four,100,85,0,15,0.2951802465988491,-0.014403714907794471,0.065
primvar_energy_retaining_bank_inflight_only_6b5cf7321404,energy_retaining_bank,w3_randomised_single,100,82,0,18,0.2926606443476078,-0.01468590665238799,0.053000000000000005
primvar_energy_retaining_bank_inflight_only_707a66ab85c6,energy_retaining_bank,w3_randomised_four,100,84,0,16,0.2960463343154247,-0.012895904032870966,0.067
primvar_energy_retaining_bank_inflight_only_707a66ab85c6,energy_retaining_bank,w3_randomised_single,100,81,0,19,0.2925806353062743,-0.014946327297287974,0.05
primvar_energy_retaining_bank_inflight_only_87c95c06fe83,energy_retaining_bank,w3_randomised_four,100,85,0,15,0.293881636111772,-0.011091309137204828,0.064
primvar_energy_retaining_bank_inflight_only_87c95c06fe83,energy_retaining_bank,w3_randomised_single,100,82,0,18,0.2931086472947566,-0.015476489363408386,0.05
primvar_energy_retaining_bank_inflight_only_8ab3d2dc425e,energy_retaining_bank,w3_randomised_four,100,84,0,16,0.2943653788643372,-0.011032827874302922,0.066
primvar_energy_retaining_bank_inflight_only_8ab3d2dc425e,energy_retaining_bank,w3_randomised_single,100,83,0,17,0.2939819301835431,-0.014825057036090172,0.051000000000000004
primvar_energy_retaining_bank_inflight_only_91e2abf4a922,energy_retaining_bank,w3_randomised_four,100,85,0,15,0.2949440847842046,-0.010599472770950464,0.07200000000000001
