event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.4485487,13.4485487,positive_first,positive,outbound,1,11
2,1,Aileron_L,0.2,13.4485487,15.4485487,positive_first,positive,outbound,2,11
3,1,Aileron_L,0.4,15.4485487,17.4485487,positive_first,positive,outbound,3,11
4,1,Aileron_L,0.6,17.4485487,19.4485487,positive_first,positive,outbound,4,11
5,1,Aileron_L,0.8,19.4485487,21.4485487,positive_first,positive,outbound,5,11
6,1,Aileron_L,1,21.4485487,23.4485487,positive_first,positive,outbound,6,11
7,1,Aileron_L,0.8,23.4485487,25.4485487,positive_first,positive,return,7,11
8,1,Aileron_L,0.6,25.4485487,27.4485487,positive_first,positive,return,8,11
9,1,Aileron_L,0.4,27.4485487,29.4485487,positive_first,positive,return,9,11
10,1,Aileron_L,0.2,29.4485487,31.4485487,positive_first,positive,return,10,11
11,1,Aileron_L,0,31.4485487,33.4485487,positive_first,positive,return,11,11
12,1,Aileron_L,-0,33.4485487,35.4485487,positive_first,negative,outbound,1,11
13,1,Aileron_L,-0.2,35.4485487,37.4485487,positive_first,negative,outbound,2,11
14,1,Aileron_L,-0.4,37.4485487,39.4485487,positive_first,negative,outbound,3,11
15,1,Aileron_L,-0.6,39.4485487,41.4485487,positive_first,negative,outbound,4,11
16,1,Aileron_L,-0.8,41.4485487,43.4485487,positive_first,negative,outbound,5,11
17,1,Aileron_L,-1,43.4485487,45.4485487,positive_first,negative,outbound,6,11
18,1,Aileron_L,-0.8,45.4485487,47.4485487,positive_first,negative,return,7,11
19,1,Aileron_L,-0.6,47.4485487,49.4485487,positive_first,negative,return,8,11
20,1,Aileron_L,-0.4,49.4485487,51.4485487,positive_first,negative,return,9,11
21,1,Aileron_L,-0.2,51.4485487,53.4485487,positive_first,negative,return,10,11
22,1,Aileron_L,-0,53.4485487,55.4485487,positive_first,negative,return,11,11
23,1,Aileron_L,-0,55.4485487,57.4485487,negative_first,negative,outbound,1,11
24,1,Aileron_L,-0.2,57.4485487,59.4485487,negative_first,negative,outbound,2,11
25,1,Aileron_L,-0.4,59.4485487,61.4485487,negative_first,negative,outbound,3,11
26,1,Aileron_L,-0.6,61.4485487,63.4485487,negative_first,negative,outbound,4,11
