run_id,seed,primitive_name,primitive_family,scenario_name,wind_mode,latency_case,success,finite_state_success,rollout_success,primitive_success,closed_loop_replay_success,failure_label,duration_s,initial_speed_m_s,terminal_speed_m_s,height_change_m,min_true_wall_margin_m,min_floor_margin_m,min_ceiling_margin_m,max_alpha_deg,max_beta_deg,max_bank_deg,max_pitch_deg,max_rate_rad_s,saturation_fraction,notes,target_heading_deg,actual_heading_change_deg,forward_travel_m,turn_volume_proxy_m2,exit_recoverable,source_trajectory_success,gain_construction_success,saturation_time_s
s001,1,aggressive_reversal_120,agile_reversal,aggressive_reversal_full_ladder_w0,none,none,False,True,True,False,True,under_turning,1.4000000000000001,6.500000000000001,3.3226174509943562,-0.4556586106168421,0.050000000000000044,1.344341389383158,0.7926881357355104,117.82966627781084,40.21496074165574,41.54090439510808,55.13016272306828,2.4310793883671034,0.0,heading_change_below_80_percent_target,120.0,44.270467268293615,5.138302315856796,2.827629282179627,False,True,True,0.0
