time_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r,phase
0.0,1.3,2.2,1.8,0.0,-0.01716286502821539,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0,entry
0.02,1.42947510752592,2.2,1.7883263540797163,-3.6327681549495966e-19,-0.01710368393417665,-3.390610163426799e-21,6.482794440528865,-1.396981454905409e-20,0.4731902558085031,-5.344114650432531e-17,0.008616089836055302,-3.654945956704261e-19,0.0,-0.008495932435417096,0.0,entry
0.04,1.5589502685935346,2.2,1.7766381836129654,-1.2378087941894463e-18,-0.016763096566069613,2.2008188651999566e-20,6.482661014177687,-4.470602676787739e-20,0.4761704941449035,-2.4416337620488665e-17,0.02636276198239229,2.3757417223370016e-18,0.0,-0.0060878775115926,0.0,entry
0.06,1.6884261411720005,2.2,1.7649410528272542,-1.1907615665294742e-18,-0.01603856744198338,8.262269774957415e-20,6.482370330882075,-7.901251904241758e-19,0.4808422124114671,-1.0458544520144818e-17,0.046156765654438894,2.7116840995969785e-18,0.0,-0.004362352558461158,0.0,bank_yaw_redirect
0.08,1.8179022550979527,2.1999951689900943,1.7532555832807522,0.0011490578104774193,-0.014883034533895532,0.0001221075856196136,6.481648875084834,-0.0008387015347940463,0.4872466976135766,0.17068110448601462,0.07099686170080462,0.017869510366939286,0.05506883684924735,-0.000622774917500556,0.04778700718323117,bank_yaw_redirect
0.1,1.94736705014074,2.199964892923396,1.741604677448339,0.007491389088438638,-0.01317818967553951,0.0008533154701366634,6.479703117781444,-0.0043292701523546945,0.4958386840593466,0.4755674458291407,0.0999745806679398,0.05707311434912066,0.09452917107301359,0.0020568709949778997,0.0820294459724498,bank_yaw_redirect
0.12,2.076799890350226,2.199893199084935,1.7300261133534631,0.020011339443376845,-0.010919009343489331,0.0024967968067405658,6.476378382208809,-0.010550239921452095,0.5059203778300181,0.7740133807047777,0.12778845713215758,0.1051388167491167,0.12280501756154565,0.00397700821518494,0.10656633755340737,bank_yaw_redirect
0.14,2.206181432468536,2.1997948635762774,1.7185726561454042,0.03805330424786703,-0.008188871055084188,0.005184344846865809,6.471839525268582,-0.018802362522711835,0.5166743820502382,1.0245066768457036,0.15232810222264584,0.15576372370200872,0.14306646517395574,0.005352909011351817,0.12414858548153182,bank_yaw_redirect
0.16,2.335495531514656,2.199717957384002,1.7073040864849836,0.060579346399992684,-0.005112614775498166,0.008957776341698209,6.466265314962353,-0.02815188275059516,0.5274241476709214,1.2226068346830075,0.17292118129451908,0.20574491396156058,0.1575850847851117,0.0063388296950248925,0.13674738762344402,bank_yaw_redirect
0.18,2.4647279161837794,2.1997398561507193,1.6962796830487321,0.08661073258448462,-0.0018297918028528262,0.01380892349046077,6.459784989507953,-0.03766547264036092,0.5376517666619877,1.3755935646361053,0.18960414499212466,0.25352823404555574,0.167988601821295,0.007045304752821494,0.14577523298542125,bank_yaw_redirect
0.2,2.5938645924243353,2.199961594046027,1.6855525138839493,0.11534568205992127,0.0015215463318583597,0.019701203356379107,6.452489713355242,-0.04650502653425231,0.5469698437945077,1.4928109318950875,0.20279033430343404,0.29846184201278086,0.1754433853765436,0.007551539194956611,0.1522442600374965,bank_yaw_redirect
0.22,2.7228906921879465,2.2005023369775074,1.6751654669036347,0.14616038384943508,0.0048141611102916725,0.02658236442862145,6.44445255013292,-0.05396048454434499,0.5550990395129728,1.5824904792805887,0.2130675950302459,0.34039693820988415,0.18078521330476444,0.007914288463420715,0.1568797305537212,bank_yaw_redirect
0.24,2.8517897586814502,2.20149449227212,1.6651486079308981,0.1785766476058807,0.00793588157869923,0.03439269709925493,6.435742062244935,-0.0594567781297922,0.5618513281812779,1.6510770348120443,0.22106014259803414,0.3794732232615563,0.18461297374921487,0.008174221452603068,0.1602013408567567,bank_yaw_redirect
0.26,2.9805433367750247,2.203079506689341,1.6555175206151433,0.2122266565146727,0.010790346436476158,0.04307065122915841,6.426429780766866,-0.06255082354406108,0.5671137718698721,1.70339194432129,0.2273440997863966,0.4160011462207386,0.1873558082652228,0.008360480019440012,0.16258148651114376,heading_capture
0.28,3.109152336444539,2.2054211426220034,1.6462988077488043,0.24503140672993676,0.013241460718582765,0.05233027030365084,6.419851345481348,-0.06144885321192936,0.5662838790862844,1.4772340083431035,0.2147521576134954,0.42026094685989446,0.09875346767933123,-0.0008358980963140729,0.0806597501218478,heading_capture
0.3,3.2376623474733823,2.208728891679639,1.6375454432137906,0.27008980916198844,0.014969749019945165,0.06115946669629685,6.4156593254044,-0.05353750300050017,0.5569562597070461,0.9933163042002042,0.17393847139155663,0.3846663045867081,0.03526423905991424,-0.0074256896165020405,0.021957600538365804,heading_capture
0.32,3.366059278722368,2.213177564751833,1.6292143456406538,0.2851244047396488,0.015840252599183393,0.06888997583557897,6.411280849324169,-0.03843848594265599,0.5420186950666924,0.5046054623775964,0.12087811552763955,0.3330924081984771,-0.010229842970357422,-0.012147695577212876,-0.02010623401399564,heading_capture
0.34,3.4943026432619297,2.218867022724952,1.6211934598704263,0.2910760972370854,0.015902263284622967,0.07527508912445482,6.406213174425227,-0.01673617434021204,0.5243164889180439,0.09426380641899901,0.06727587777408449,0.27684116747022675,-0.04282925463093788,-0.015531314045973263,-0.050247654554859564,early_unload
0.36,3.622355897436703,2.2258368710757663,1.6133821208306296,0.2900959620523906,0.014786195444181447,0.08019452532092972,6.400978694947537,0.01000206502982352,0.49821194359044174,-0.16636956740099063,-0.05515560325718595,0.22927586069730202,-0.04548110935935074,-0.04867611140986127,-0.047952401381671665,early_unload
0.38,3.7501935383648117,2.2340860255391117,1.6057488510361875,0.285310381185039,0.010729276364276773,0.08340050018145825,6.396536078804776,0.039650267089163624,0.4550045516042034,-0.30088475625017663,-0.24960475230898904,0.1950024759981646,-0.04738133242348609,-0.07242647289540455,-0.046307706078044734,early_unload
0.4,3.877802996355875,2.243542875164973,1.5981385188808692,0.27847678210252286,0.0029370545469055718,0.08492791786490707,6.393124023265985,0.07100261604356783,0.3990032276849419,-0.37630429987632713,-0.45596965638994313,0.1696082069805668,-0.04874296345658308,-0.0894451218405495,-0.04512917698444787,exit_glide
0.42,4.005189409123862,2.25407642541616,1.5902296979826385,0.2706897234401849,-0.0081378547493077,0.08514844974253134,6.391070096558991,0.10310412497756372,0.3434835249752295,-0.38698944377284317,-0.5792952121200238,0.153748584132318,-0.03788568573752908,-0.07433320811386689,-0.036320184518014074,exit_glide
0.44,4.132378928144963,2.2655161628065024,1.5815666130037274,0.26323768721970126,-0.02044978146826259,0.08488590702181799,6.390386635131828,0.1347640425801635,0.30356610086450775,-0.35424198604212115,-0.6031768388091541,0.14694647253893575,-0.030105753709420924,-0.06350455800004541,-0.030007979525348276,exit_glide
0.46,4.259399292776946,2.277719434303414,1.5717800103036932,0.2565539770965562,-0.03270077385020298,0.08465839683326845,6.391198320175186,0.1650308572679785,0.2802510906171627,-0.3144994940545839,-0.581430353702886,0.14686419776533688,-0.024530936160473055,-0.055745139477127045,-0.025484882017743616,exit_glide
