family_name,family_status,best_candidate_id,best_candidate_class,best_terminal_heading_change_deg,best_terminal_speed_m_s,best_active_limiting_mechanism
canyon_steep_bank,selected_for_next_stage,canyon_steep_bank_t015_h076_a100_q090,commandable_target_candidate,16.97818481732454,6.339035284425635,target_band_commandable
wingover_lite,selected_for_next_stage,wingover_lite_t015_h076_a115_q110,commandable_target_candidate,13.80643041056604,5.8348932643535,target_band_commandable
bank_yaw_energy_retaining,retained_as_thesis_discussion_evidence,bank_yaw_energy_retaining_t015_h090_a115_q110,accurate_boundary_evidence,16.701323093567,6.549088753380852,safety_boundary_target_miss
