time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd,phase
0.66,0.253,0.11499999999999999,0.11499999999999999,0.253,0.11499999999999999,0.11499999999999999,0.09714502616600439,0.04415683007545653,0.056199601914217405,turn_hold
0.68,0.253,0.11499999999999999,0.11499999999999999,0.253,0.11499999999999999,0.11499999999999999,0.09714502616600439,0.04415683007545653,0.056199601914217405,turn_hold
0.7000000000000001,0.253,0.11499999999999999,0.11499999999999999,0.253,0.11499999999999999,0.11499999999999999,0.09714502616600439,0.04415683007545653,0.056199601914217405,turn_hold
0.72,0.253,0.11499999999999999,0.11499999999999999,0.253,0.11499999999999999,0.11499999999999999,0.09714502616600439,0.04415683007545653,0.056199601914217405,turn_hold
0.74,0.253,0.11499999999999999,0.11499999999999999,0.253,0.11499999999999999,0.11499999999999999,0.09714502616600439,0.04415683007545653,0.056199601914217405,turn_hold
0.76,-0.391,-0.046,-0.13799999999999998,-0.391,-0.046,-0.13799999999999998,-0.17743017175774356,-0.024085543677521744,-0.0842994028713261,heading_capture
0.78,-0.391,-0.046,-0.13799999999999998,-0.391,-0.046,-0.13799999999999998,-0.17743017175774356,-0.024085543677521744,-0.0842994028713261,heading_capture
0.8,-0.391,-0.046,-0.13799999999999998,-0.391,-0.046,-0.13799999999999998,-0.17743017175774356,-0.024085543677521744,-0.0842994028713261,heading_capture
0.8200000000000001,-0.391,-0.046,-0.13799999999999998,-0.391,-0.046,-0.13799999999999998,-0.17743017175774356,-0.024085543677521744,-0.0842994028713261,heading_capture
0.84,-0.391,-0.046,-0.13799999999999998,-0.391,-0.046,-0.13799999999999998,-0.17743017175774356,-0.024085543677521744,-0.0842994028713261,heading_capture
0.86,-0.391,-0.046,-0.13799999999999998,-0.391,-0.046,-0.13799999999999998,-0.17743017175774356,-0.024085543677521744,-0.0842994028713261,heading_capture
0.88,-0.391,-0.046,-0.13799999999999998,-0.391,-0.046,-0.13799999999999998,-0.17743017175774356,-0.024085543677521744,-0.0842994028713261,heading_capture
0.9,-0.092,-0.11499999999999999,-0.046,-0.092,-0.11499999999999999,-0.046,-0.04174827570770436,-0.06021385919380436,-0.028099800957108702,unload_exit
0.92,-0.092,-0.11499999999999999,-0.046,-0.092,-0.11499999999999999,-0.046,-0.04174827570770436,-0.06021385919380436,-0.028099800957108702,unload_exit
0.9400000000000001,-0.092,-0.11499999999999999,-0.046,-0.092,-0.11499999999999999,-0.046,-0.04174827570770436,-0.06021385919380436,-0.028099800957108702,unload_exit
0.96,-0.092,-0.11499999999999999,-0.046,-0.092,-0.11499999999999999,-0.046,-0.04174827570770436,-0.06021385919380436,-0.028099800957108702,unload_exit
0.98,-0.092,-0.11499999999999999,-0.046,-0.092,-0.11499999999999999,-0.046,-0.04174827570770436,-0.06021385919380436,-0.028099800957108702,unload_exit
1.0,-0.092,-0.11499999999999999,-0.046,-0.092,-0.11499999999999999,-0.046,-0.04174827570770436,-0.06021385919380436,-0.028099800957108702,unload_exit
