t_read_host_s,line_text
0.1638269,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,1993654588"
0.9264497,"RX_EVENT,0,0,1994410494,32768,32768,32768,32768"
0.9264497,"OK_EVENT,SET_NEUTRAL"
0.942197,"COMMIT_EVENT,0,0,1994410494,1994427650,529066,1500,1500,1500,1500,1500,1500,1500,1500"
6.2555776,"RX_EVENT,0,0,1999737669,32768,32768,32768,32768"
6.276719,"COMMIT_EVENT,0,0,1999737669,1999747650,529332,1500,1500,1500,1500,1500,1500,1500,1500"
6.276719,"RX_EVENT,1,0,1999756001,32768,32768,32768,32768"
6.3003208,"COMMIT_EVENT,1,0,1999756001,1999767650,529333,1500,1500,1500,1500,1500,1500,1500,1500"
6.3003208,"RX_EVENT,2,0,1999777087,32768,32768,32768,32768"
6.3003208,"COMMIT_EVENT,2,0,1999777087,1999787650,529334,1500,1500,1500,1500,1500,1500,1500,1500"
6.3213071,"RX_EVENT,3,0,1999799990,32768,32768,32768,32768"
6.3363123,"COMMIT_EVENT,3,0,1999799990,1999807650,529335,1500,1500,1500,1500,1500,1500,1500,1500"
6.35325,"RX_EVENT,4,0,1999837414,32768,32768,32768,32768"
6.373684,"COMMIT_EVENT,4,0,1999837414,1999847650,529337,1500,1500,1500,1500,1500,1500,1500,1500"
6.3888339,"RX_EVENT,5,0,1999873140,32768,32768,32768,32768"
6.403568,"COMMIT_EVENT,5,0,1999873140,1999887650,529339,1500,1500,1500,1500,1500,1500,1500,1500"
6.403568,"RX_EVENT,6,0,1999889563,32768,32768,32768,32768"
6.430544,"COMMIT_EVENT,6,0,1999889563,1999907650,529340,1500,1500,1500,1500,1500,1500,1500,1500"
6.4428394,"RX_EVENT,7,0,1999915891,32768,32768,32768,32768"
6.4428394,"COMMIT_EVENT,7,0,1999915891,1999927650,529341,1500,1500,1500,1500,1500,1500,1500,1500"
6.477467,"RX_EVENT,8,0,1999955980,32768,32768,32768,32768"
6.4998353,"COMMIT_EVENT,8,0,1999955980,1999967650,529343,1500,1500,1500,1500,1500,1500,1500,1500"
6.4998353,"RX_EVENT,9,0,1999977003,32768,32768,32768,32768"
6.4998353,"COMMIT_EVENT,9,0,1999977003,1999987650,529344,1500,1500,1500,1500,1500,1500,1500,1500"
6.5348536,"RX_EVENT,10,0,2000013862,32768,32768,32768,32768"
6.5478625,"COMMIT_EVENT,10,0,2000013862,2000027650,529346,1500,1500,1500,1500,1500,1500,1500,1500"
6.5478625,"RX_EVENT,11,0,2000034281,32768,32768,32768,32768"
6.5605882,"COMMIT_EVENT,11,0,2000034281,2000047650,529347,1500,1500,1500,1500,1500,1500,1500,1500"
6.5952868,"RX_EVENT,12,0,2000071239,32768,32768,32768,32768"
6.6084443,"COMMIT_EVENT,12,0,2000071239,2000087650,529349,1500,1500,1500,1500,1500,1500,1500,1500"
6.6084443,"RX_EVENT,13,0,2000095338,32768,32768,32768,32768"
6.6301875,"COMMIT_EVENT,13,0,2000095338,2000107650,529350,1500,1500,1500,1500,1500,1500,1500,1500"
6.647917,"RX_EVENT,14,0,2000129805,32768,32768,32768,32768"
6.6720022,"COMMIT_EVENT,14,0,2000129805,2000147650,529352,1500,1500,1500,1500,1500,1500,1500,1500"
6.6898071,"RX_EVENT,15,0,2000171871,32768,32768,32768,32768"
6.7064463,"COMMIT_EVENT,15,0,2000171871,2000187650,529354,1500,1500,1500,1500,1500,1500,1500,1500"
6.7064463,"RX_EVENT,16,0,2000190082,32768,32768,32768,32768"
6.7245276,"COMMIT_EVENT,16,0,2000190082,2000207650,529355,1500,1500,1500,1500,1500,1500,1500,1500"
6.7608971,"RX_EVENT,17,0,2000224742,32768,32768,32768,32768"
6.7608971,"COMMIT_EVENT,17,0,2000224742,2000227650,529356,1500,1500,1500,1500,1500,1500,1500,1500"
6.778572,"RX_EVENT,18,0,2000260494,32768,32768,32768,32768"
6.778572,"COMMIT_EVENT,18,0,2000260494,2000267650,529358,1500,1500,1500,1500,1500,1500,1500,1500"
6.794992,"RX_EVENT,19,0,2000278074,32768,32768,32768,32768"
6.8065096,"COMMIT_EVENT,19,0,2000278074,2000287650,529359,1500,1500,1500,1500,1500,1500,1500,1500"
6.8271301,"RX_EVENT,20,0,2000305978,32768,32768,32768,32768"
6.8271301,"COMMIT_EVENT,20,0,2000305978,2000307650,529360,1500,1500,1500,1500,1500,1500,1500,1500"
6.8498529,"RX_EVENT,21,0,2000336101,32768,32768,32768,32768"
6.871191,"COMMIT_EVENT,21,0,2000336101,2000347650,529362,1500,1500,1500,1500,1500,1500,1500,1500"
6.883274,"RX_EVENT,22,0,2000370782,32768,32768,32768,32768"
6.9035834,"COMMIT_EVENT,22,0,2000370782,2000387650,529364,1500,1500,1500,1500,1500,1500,1500,1500"
6.9146689,"RX_EVENT,23,0,2000403083,32768,32768,32768,32768"
6.9357715,"COMMIT_EVENT,23,0,2000403083,2000407650,529365,1500,1500,1500,1500,1500,1500,1500,1500"
6.9460041,"RX_EVENT,24,0,2000424195,32768,32768,32768,32768"
6.9460041,"COMMIT_EVENT,24,0,2000424195,2000427650,529366,1500,1500,1500,1500,1500,1500,1500,1500"
6.9761354,"RX_EVENT,25,0,2000455334,32768,32768,32768,32768"
6.9761354,"COMMIT_EVENT,25,0,2000455334,2000467650,529368,1500,1500,1500,1500,1500,1500,1500,1500"
7.00759,"RX_EVENT,26,0,2000484780,32768,32768,32768,32768"
7.00759,"COMMIT_EVENT,26,0,2000484780,2000487650,529369,1500,1500,1500,1500,1500,1500,1500,1500"
7.0389677,"RX_EVENT,27,0,2000519967,32768,32768,32768,32768"
7.0389677,"COMMIT_EVENT,27,0,2000519967,2000527650,529371,1500,1500,1500,1500,1500,1500,1500,1500"
7.0578325,"RX_EVENT,28,0,2000546379,32768,32768,32768,32768"
7.0684024,"COMMIT_EVENT,28,0,2000546379,2000547650,529372,1500,1500,1500,1500,1500,1500,1500,1500"
7.0876804,"RX_EVENT,29,0,2000576237,32768,32768,32768,32768"
7.0987458,"COMMIT_EVENT,29,0,2000576237,2000587650,529374,1500,1500,1500,1500,1500,1500,1500,1500"
7.119618,"RX_EVENT,30,0,2000607532,32768,32768,32768,32768"
7.143542,"COMMIT_EVENT,30,0,2000607532,2000627650,529376,1500,1500,1500,1500,1500,1500,1500,1500"
7.1632564,"RX_EVENT,31,0,2000643078,32768,32768,32768,32768"
7.1632564,"COMMIT_EVENT,31,0,2000643078,2000647650,529377,1500,1500,1500,1500,1500,1500,1500,1500"
7.1925118,"RX_EVENT,32,0,2000671678,32768,32768,32768,32768"
7.2147534,"COMMIT_EVENT,32,0,2000671678,2000687650,529379,1500,1500,1500,1500,1500,1500,1500,1500"
7.2262247,"RX_EVENT,33,0,2000702165,32768,32768,32768,32768"
7.2262247,"COMMIT_EVENT,33,0,2000702165,2000707650,529380,1500,1500,1500,1500,1500,1500,1500,1500"
7.2377584,"RX_EVENT,34,0,2000725840,32768,32768,32768,32768"
7.2377584,"COMMIT_EVENT,34,0,2000725840,2000727650,529381,1500,1500,1500,1500,1500,1500,1500,1500"
7.2891859,"RX_EVENT,35,0,2000770723,32768,32768,32768,32768"
7.3063093,"COMMIT_EVENT,35,0,2000770723,2000787650,529384,1500,1500,1500,1500,1500,1500,1500,1500"
7.3063093,"RX_EVENT,36,0,2000789187,32768,32768,32768,32768"
7.3174846,"COMMIT_EVENT,36,0,2000789187,2000807650,529385,1500,1500,1500,1500,1500,1500,1500,1500"
7.330035,"RX_EVENT,37,0,2000816975,32768,32768,32768,32768"
7.3507262,"COMMIT_EVENT,37,0,2000816975,2000827650,529386,1500,1500,1500,1500,1500,1500,1500,1500"
7.3614856,"RX_EVENT,38,0,2000850152,32768,32768,32768,32768"
7.3835182,"COMMIT_EVENT,38,0,2000850152,2000867650,529388,1500,1500,1500,1500,1500,1500,1500,1500"
7.3941583,"RX_EVENT,39,0,2000882967,32768,32768,32768,32768"
7.3941583,"COMMIT_EVENT,39,0,2000882967,2000887650,529389,1500,1500,1500,1500,1500,1500,1500,1500"
7.430411,"RX_EVENT,40,0,2000907216,32768,32768,32768,32768"
7.430411,"COMMIT_EVENT,40,0,2000907216,2000907650,529390,1500,1500,1500,1500,1500,1500,1500,1500"
7.4567573,"RX_EVENT,41,0,2000941082,32768,32768,32768,32768"
7.4567573,"COMMIT_EVENT,41,0,2000941082,2000947650,529392,1500,1500,1500,1500,1500,1500,1500,1500"
7.4936285,"RX_EVENT,42,0,2000967743,32768,32768,32768,32768"
7.5071584,"COMMIT_EVENT,42,0,2000967743,2000987650,529394,1500,1500,1500,1500,1500,1500,1500,1500"
7.5071584,"RX_EVENT,43,0,2000993100,32768,32768,32768,32768"
7.5170493,"COMMIT_EVENT,43,0,2000993100,2001007650,529395,1500,1500,1500,1500,1500,1500,1500,1500"
7.5368569,"RX_EVENT,44,0,2001025945,32768,32768,32768,32768"
7.5368569,"COMMIT_EVENT,44,0,2001025945,2001027650,529396,1500,1500,1500,1500,1500,1500,1500,1500"
7.5660598,"RX_EVENT,45,0,2001054262,32768,32768,32768,32768"
7.5785689,"COMMIT_EVENT,45,0,2001054262,2001067650,529398,1500,1500,1500,1500,1500,1500,1500,1500"
7.5999318,"RX_EVENT,46,0,2001088249,32768,32768,32768,32768"
7.6331296,"COMMIT_EVENT,46,0,2001088249,2001107650,529400,1500,1500,1500,1500,1500,1500,1500,1500"
7.6331296,"RX_EVENT,47,0,2001118906,32768,32768,32768,32768"
7.6472957,"COMMIT_EVENT,47,0,2001118906,2001127650,529401,1500,1500,1500,1500,1500,1500,1500,1500"
7.6608914,"RX_EVENT,48,0,2001146811,32768,32768,32768,32768"
7.6608914,"COMMIT_EVENT,48,0,2001146811,2001147650,529402,1500,1500,1500,1500,1500,1500,1500,1500"
7.6921806,"RX_EVENT,49,0,2001176931,32768,32768,32768,32768"
7.7045541,"COMMIT_EVENT,49,0,2001176931,2001187650,529404,1500,1500,1500,1500,1500,1500,1500,1500"
7.7175069,"RX_EVENT,50,0,2001204084,32768,32768,32768,32768"
7.7175069,"COMMIT_EVENT,50,0,2001204084,2001207650,529405,1500,1500,1500,1500,1500,1500,1500,1500"
7.7546788,"RX_EVENT,51,0,2001239273,32768,32768,32768,32768"
7.7685138,"COMMIT_EVENT,51,0,2001239273,2001247650,529407,1500,1500,1500,1500,1500,1500,1500,1500"
7.7823461,"RX_EVENT,52,0,2001268088,32768,32768,32768,32768"
7.7958759,"COMMIT_EVENT,52,0,2001268088,2001287650,529409,1500,1500,1500,1500,1500,1500,1500,1500"
7.809814,"RX_EVENT,53,0,2001295438,32768,32768,32768,32768"
7.8241981,"COMMIT_EVENT,53,0,2001295438,2001307650,529410,1500,1500,1500,1500,1500,1500,1500,1500"
7.8385178,"RX_EVENT,54,0,2001323827,32768,32768,32768,32768"
7.8385178,"COMMIT_EVENT,54,0,2001323827,2001327650,529411,1500,1500,1500,1500,1500,1500,1500,1500"
7.8748307,"RX_EVENT,55,0,2001358798,32768,32768,32768,32768"
7.8880838,"COMMIT_EVENT,55,0,2001358798,2001367650,529413,1500,1500,1500,1500,1500,1500,1500,1500"
7.9025332,"RX_EVENT,56,0,2001387753,32768,32768,32768,32768"
7.9272182,"COMMIT_EVENT,56,0,2001387753,2001407650,529415,1500,1500,1500,1500,1500,1500,1500,1500"
7.9398475,"RX_EVENT,57,0,2001413686,32768,32768,32768,32768"
7.9534132,"COMMIT_EVENT,57,0,2001413686,2001427650,529416,1500,1500,1500,1500,1500,1500,1500,1500"
