event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.2036821,13.7036821,positive_first,positive,outbound,1,15
2,1,Aileron_L,0.1,13.7036821,16.2036821,positive_first,positive,outbound,2,15
3,1,Aileron_L,0.2,16.2036821,18.7036821,positive_first,positive,outbound,3,15
4,1,Aileron_L,0.3,18.7036821,21.2036821,positive_first,positive,outbound,4,15
5,1,Aileron_L,0.45,21.2036821,23.7036821,positive_first,positive,outbound,5,15
6,1,Aileron_L,0.6,23.7036821,26.2036821,positive_first,positive,outbound,6,15
7,1,Aileron_L,0.8,26.2036821,28.7036821,positive_first,positive,outbound,7,15
8,1,Aileron_L,1,28.7036821,31.2036821,positive_first,positive,outbound,8,15
9,1,Aileron_L,0.8,31.2036821,33.7036821,positive_first,positive,return,9,15
10,1,Aileron_L,0.6,33.7036821,36.2036821,positive_first,positive,return,10,15
11,1,Aileron_L,0.45,36.2036821,38.7036821,positive_first,positive,return,11,15
12,1,Aileron_L,0.3,38.7036821,41.2036821,positive_first,positive,return,12,15
13,1,Aileron_L,0.2,41.2036821,43.7036821,positive_first,positive,return,13,15
14,1,Aileron_L,0.1,43.7036821,46.2036821,positive_first,positive,return,14,15
15,1,Aileron_L,0,46.2036821,48.7036821,positive_first,positive,return,15,15
16,1,Aileron_L,-0,48.7036821,51.2036821,positive_first,negative,outbound,1,15
17,1,Aileron_L,-0.1,51.2036821,53.7036821,positive_first,negative,outbound,2,15
18,1,Aileron_L,-0.2,53.7036821,56.2036821,positive_first,negative,outbound,3,15
19,1,Aileron_L,-0.3,56.2036821,58.7036821,positive_first,negative,outbound,4,15
20,1,Aileron_L,-0.45,58.7036821,61.2036821,positive_first,negative,outbound,5,15
21,1,Aileron_L,-0.6,61.2036821,63.7036821,positive_first,negative,outbound,6,15
22,1,Aileron_L,-0.8,63.7036821,66.2036821,positive_first,negative,outbound,7,15
23,1,Aileron_L,-1,66.2036821,68.7036821,positive_first,negative,outbound,8,15
24,1,Aileron_L,-0.8,68.7036821,71.2036821,positive_first,negative,return,9,15
25,1,Aileron_L,-0.6,71.2036821,73.7036821,positive_first,negative,return,10,15
26,1,Aileron_L,-0.45,73.7036821,76.2036821,positive_first,negative,return,11,15
27,1,Aileron_L,-0.3,76.2036821,78.7036821,positive_first,negative,return,12,15
28,1,Aileron_L,-0.2,78.7036821,81.2036821,positive_first,negative,return,13,15
29,1,Aileron_L,-0.1,81.2036821,83.7036821,positive_first,negative,return,14,15
30,1,Aileron_L,-0,83.7036821,86.2036821,positive_first,negative,return,15,15
31,1,Aileron_L,-0,86.2036821,88.7036821,negative_first,negative,outbound,1,15
32,1,Aileron_L,-0.1,88.7036821,91.2036821,negative_first,negative,outbound,2,15
33,1,Aileron_L,-0.2,91.2036821,93.7036821,negative_first,negative,outbound,3,15
34,1,Aileron_L,-0.3,93.7036821,96.2036821,negative_first,negative,outbound,4,15
35,1,Aileron_L,-0.45,96.2036821,98.7036821,negative_first,negative,outbound,5,15
36,1,Aileron_L,-0.6,98.7036821,101.2036821,negative_first,negative,outbound,6,15
37,1,Aileron_L,-0.8,101.2036821,103.7036821,negative_first,negative,outbound,7,15
38,1,Aileron_L,-1,103.7036821,106.2036821,negative_first,negative,outbound,8,15
39,1,Aileron_L,-0.8,106.2036821,108.7036821,negative_first,negative,return,9,15
40,1,Aileron_L,-0.6,108.7036821,111.2036821,negative_first,negative,return,10,15
41,1,Aileron_L,-0.45,111.2036821,113.7036821,negative_first,negative,return,11,15
