cutoff_hz,static_filter_design_source,static_filter_design_sample_count,dynamic_validation_source,dynamic_validation_sample_count,estimated_delay_ms,static_position_rms_mm,static_euler_rms_deg,dynamic_position_high_freq_rms_mm,dynamic_euler_high_freq_rms_deg,dynamic_velocity_p95_mps,dynamic_angular_rate_p95_degps,static_position_noise_reduction_fraction,static_euler_noise_reduction_fraction,dynamic_position_residual_reduction_fraction,dynamic_euler_residual_reduction_fraction,dynamic_velocity_spike_reduction_fraction,dynamic_angular_rate_spike_reduction_fraction,selection_score,recommended
5,static_reference,3848,dynamic_phases,3822,31.8309886183791,0.0453209271449332,0.00935599322639549,33.6423984225134,11.9586066768976,2.63356335673433,449.78612794733,0.16527458647322,0.331343377248963,0.041873919199922,0.168396170690894,0.0400630443917991,0.0117096095501712,1.4759035817701,0
8,static_reference,3848,dynamic_phases,3822,19.8943678864869,0.0465371755243659,0.010001691730425,34.3493555856259,12.7375357212164,2.6656715908693,457.445831870364,0.142873600980876,0.285196424106493,0.0217399772770026,0.114229293769772,0.0283595551073443,-0.00512063778398364,1.26671835370799,0
10,static_reference,3848,dynamic_phases,3822,15.9154943091895,0.0471484857362808,0.0103298946293816,34.5484386900381,13.0209847291554,2.67484437188473,458.613412212194,0.131614427756068,0.261740331665731,0.0160701462444947,0.0945181947442237,0.0250160655877557,-0.00768609803322362,1.19979513677399,0
12,static_reference,3848,dynamic_phases,3822,13.2629119243246,0.047659960143895,0.0106038788903018,34.6691485521659,13.2181081074618,2.68462969740471,459.145627653752,0.122194040458191,0.242159151329155,0.0126323631928267,0.0808101967579128,0.0214493028724163,-0.00885550583364036,1.15682498465815,0
15,static_reference,3848,dynamic_phases,3822,10.6103295394597,0.0482942202444603,0.0109416092133065,34.7795690319678,13.4227573004304,2.68764033378477,459.32452857671,0.110512173866299,0.218022150401896,0.00948761886681226,0.0665788521593391,0.020351922354217,-0.00924859501984643,1.11535604024944,0
20,static_reference,3848,dynamic_phases,3822,7.95774715459477,0.0491099113040217,0.0113715341534262,34.8792142193446,13.6362672740772,2.69324363900818,461.340160220915,0.0954886935472615,0.18729615995485,0.00664975184993433,0.051731327152659,0.0183095109788678,-0.0136774318844815,1.07705049163681,1
