stage_id,status,stage_run_root,blocked_reason,duration_s,docs_alignment_status
R5,blocked,03_Control/05_Results/lqr_contextual_v1_0/w01_dense/BGTEST,failed_gate:dry_schedule_w3_direct_source,35.887,aligned
