comparison_type,library_size_case_id,environment_block_id,outer_case_index,common_final_launch_key,policy_id,baseline_policy_id,history_length,launch_score,baseline_launch_score,paired_delta_launch_score,mission_success_delta,front_wall_terminal_success_delta,wrong_wall_exit_delta,safe_success_delta,hard_failure_delta,floor_or_ceiling_violation_delta,no_viable_primitive_delta,net_specific_energy_delta_m_delta,positive_specific_energy_gain_m_delta,updraft_specific_energy_gain_proxy_m_delta,terminal_specific_energy_m_delta,terminal_specific_energy_bonus_delta,gross_specific_energy_loss_m_delta,episode_flight_time_s_delta,memory_changed_selection,exploration_changed_selection,safety_regression,claim_status
memory_vs_no_memory,heavy_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,141.77778994323685,141.77778994323685,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,140.93291331383685,140.93291331383685,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h10,no_memory_baseline,10,140.93291331383685,140.93291331383685,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,140.86259514528814,140.86259514528814,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h10,no_memory_baseline,10,141.77778994323685,141.77778994323685,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,141.51848527670182,141.51848527670182,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h10,no_memory_baseline,10,140.86259514528814,140.86259514528814,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h10,no_memory_baseline,10,141.51848527670182,141.51848527670182,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,140.54814381687694,140.54814381687694,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,141.50838872590404,141.50838872590404,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h10,no_memory_baseline,10,140.548167292532,140.54814381687694,2.3475655069660206e-05,0,0,0,0,0,0,0,-0.001692439783904598,0.0,1.1737827543267798e-06,-0.0016924397839046534,0.0,0.0016924397839046812,0.0,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h10,no_memory_baseline,10,141.50838872590404,141.50838872590404,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h30,no_memory_baseline,30,140.93291331383685,140.93291331383685,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,super_light_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,140.27545064895963,140.27545064895963,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,super_light_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,141.53982571782765,141.53982571782765,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,heavy_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h30,no_memory_baseline,30,141.79244218538847,141.77778994323685,0.014652242151612427,0,0,0,0,0,0,0,0.0077373527005675236,0.007326076749676308,0.0007326121075802439,0.0077373527005675236,0.0,-0.0004112759508912017,0.0,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h30,no_memory_baseline,30,140.86259514528814,140.86259514528814,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,super_light_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h10,no_memory_baseline,10,140.32975997568713,140.27545064895963,0.054309326727491225,0,0,0,0,0,0,0,0.0167956499591822,0.0145508735442971,0.00271546633637354,0.016795649959183034,0.0,-0.0022447764148849914,0.0,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,balanced_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h30,no_memory_baseline,30,141.51848527670182,141.51848527670182,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,super_light_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h10,no_memory_baseline,10,141.53982571782765,141.53982571782765,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h3,no_memory_baseline,3,142.07544243756763,142.07544243756763,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h3,no_memory_baseline,3,140.58433323697056,140.58433323697056,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h30,no_memory_baseline,30,140.54814381687694,140.54814381687694,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,light_cluster,r11_l2_four_fan_fixed_nominal,1,r10_targeted_four_fan_fixed_final_0001,spatial_flow_belief_memory_h30,no_memory_baseline,30,141.51620383160616,141.50838872590404,0.007815105702121627,0,0,0,0,0,0,0,0.0026393699161114115,-0.005885687729922512,0.0003907552851056817,0.002639369916111356,0.0,-0.008525057646033798,0.0,True,False,False,simulation_only_paired_launch_score_audit
memory_vs_no_memory,no_cluster_no_merge,r11_l2_four_fan_fixed_nominal,0,r10_targeted_four_fan_fixed_final_0000,spatial_flow_belief_memory_h10,no_memory_baseline,10,140.58433323697056,140.58433323697056,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,simulation_only_paired_launch_score_audit
