final_launch_count,hard_failure_rate,no_viable_primitive_rate,final_reject_rate,safe_success_rate,full_safe_success_rate,mission_success_rate,wrong_wall_exit_rate,terminal_or_lift_capture_rate,selector_decision_count,memory_switch_opportunity_count,accepted_memory_switch_count,rejected_memory_switch_count,memory_switch_acceptance_rate,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_adaptive_score_margin,mean_exploration_score_component,governor_learning_strategy_version,online_memory_scope,global_calibration_scope,cross_case_memory_carryover_allowed,governor_calibration_search_policy,r11_handoff_scope,r11_handoff_config_count,input_governor_config_id,governor_config_id,status,target_stage,selection_policy
40,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,444,15,15,0,1.0,0.0005850386595928968,0.0025651040953024,6.74578178634173e-05,11.700523525263511,0.04471488364053769,0.909657978587452,0.0007237857373599094,0.018193159571748992,case_local_online_memory_plus_r10_global_deterministic_calibration_v1,case_local_reset_per_final_schedule_row,aggregate_all_r10_final_heldout_rows_and_selector_opportunity_diagnostics,False,deterministic_bounded_rule_update_no_profile_ladder_no_black_box_search,single_frozen_r10_governor_config_used_for_r11_validation,1,v53_mission_aligned_safe_exploration_governor_wall_0p10cm,v53_r10_tuned_mission_governor,not_selected_r10_gate_failed,R11,robust_first_freeze_only_after_full_r10_pass_gate
